k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.827702901146477, -0.0015564361656081]                                        | 64.9594802856445312|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.1008715561908518, -0.4673416037007991]                                       |  2.4307603836059570|      0.04000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.0621760429603067, -0.4774735954015811]                                       |  2.2725491523742676|      0.20000000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[1.0621760429603067, -0.4774735954015811]                                       |  2.2725491523742676|      0.04000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.023498177604282, -0.4876727488714152]                                        |  2.1278185844421387|      0.20000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.023498177604282, -0.4876727488714152]                                        |  2.1278185844421387|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.9850040403669296, -0.498544795521052]                                        |  1.9952843189239502|      0.20000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.9850040403669296, -0.498544795521052]                                        |  1.9952843189239502|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.9463028044763833, -0.5086549063287676]                                       |  1.8737337589263916|      0.20000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.9463028044763833, -0.5086549063287676]                                       |  1.8737337589263916|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.9078653613058468, -0.5197257221303146]                                       |  1.7620909214019775|      0.20000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.9078653613058468, -0.5197257221303146]                                       |  1.7620909214019775|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.8693464120183981, -0.5305095315588496]                                       |  1.6593298912048340|      0.20000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.8693464120183981, -0.5305095315588496]                                       |  1.6593298912048340|      0.04000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.8308951870133459, -0.5415323848923038]                                       |  1.5645681619644165|      0.20000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.8308951870133459, -0.5415323848923038]                                       |  1.5645681619644165|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.7921923418220161, -0.5516363333331842]                                       |  1.4770281314849854|      0.20000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.7921923418220161, -0.5516363333331842]                                       |  1.4770281314849854|      0.04000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.7537769370427482, -0.5627833811775687]                                       |  1.3959691524505615|      0.20000000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.7537769370427482, -0.5627833811775687]                                       |  1.3959691524505615|      0.04000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.7156107841826055, -0.5747560490446825]                                       |  1.3207885026931763|      0.20000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.7156107841826055, -0.5747560490446825]                                       |  1.3207885026931763|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.6773604260761336, -0.5864569081894914]                                       |  1.2509697675704956|      0.20000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.6773604260761336, -0.5864569081894914]                                       |  1.2509697675704956|      0.04000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.6392209473094185, -0.5985142776954527]                                       |  1.1860992908477783|      0.20000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.6392209473094185, -0.5985142776954527]                                       |  1.1860992908477783|      0.04000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.6392209473094185, -0.5985142776954527]                                       |  1.1860992908477783|      0.00800000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.6316498297601302, -0.6010984949956926]                                       |  1.1736872196197510|      0.04000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.6316498297601302, -0.6010984949956926]                                       |  1.1736872196197510|      0.00800000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.6240696640024836, -0.6036560498996199]                                       |  1.1614574193954468|      0.04000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.6240696640024836, -0.6036560498996199]                                       |  1.1614574193954468|      0.00800000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.6164953314278555, -0.6062308287345739]                                       |  1.1494079828262329|      0.04000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.6164953314278555, -0.6062308287345739]                                       |  1.1494079828262329|      0.00800000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.6089462177223293, -0.6088786358010039]                                       |  1.1375370025634766|      0.04000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.6089462177223293, -0.6088786358010039]                                       |  1.1375370025634766|      0.00800000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.6013911297732739, -0.6115093478875003]                                       |  1.1258430480957031|      0.04000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.6013911297732739, -0.6115093478875003]                                       |  1.1258430480957031|      0.00800000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.5938595300039197, -0.6142065695903388]                                       |  1.1143246889114380|      0.04000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.5938595300039197, -0.6142065695903388]                                       |  1.1143246889114380|      0.00800000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.5863327318793948, -0.6169171617752035]                                       |  1.1029807329177856|      0.04000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.5863327318793948, -0.6169171617752035]                                       |  1.1029807329177856|      0.00800000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.578786942077548, -0.6195744265844282]                                        |  1.0918103456497192|      0.04000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.578786942077548, -0.6195744265844282]                                        |  1.0918103456497192|      0.00800000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.571264428764839, -0.622296887504279]                                         |  1.0808123350143433|      0.04000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.571264428764839, -0.622296887504279]                                         |  1.0808123350143433|      0.00800000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.5637558756168488, -0.6250576174120763]                                       |  1.0699862241744995|      0.04000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.5637558756168488, -0.6250576174120763]                                       |  1.0699862241744995|      0.00800000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.5562270328077074, -0.6277625251656308]                                       |  1.0593316555023193|      0.04000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.5562270328077074, -0.6277625251656308]                                       |  1.0593316555023193|      0.00800000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.5487321048309163, -0.6305600338113216]                                       |  1.0488482713699341|      0.04000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.5487321048309163, -0.6305600338113216]                                       |  1.0488482713699341|      0.00800000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.5412093920346979, -0.6332819434691929]                                       |  1.0385359525680542|      0.04000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.5412093920346979, -0.6332819434691929]                                       |  1.0385359525680542|      0.00800000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.5336945280886364, -0.6360254485033026]                                       |  1.0283946990966797|      0.04000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.5336945280886364, -0.6360254485033026]                                       |  1.0283946990966797|      0.00800000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.5261943615501327, -0.6388088819756006]                                       |  1.0184246301651001|      0.04000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.5261943615501327, -0.6388088819756006]                                       |  1.0184246301651001|      0.00800000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.5186832288120028, -0.6415625858431567]                                       |  1.0086265802383423|      0.04000000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.5186832288120028, -0.6415625858431567]                                       |  1.0086265802383423|      0.00800000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.5112001082078746, -0.644391526638591]                                        |  0.9990005493164062|      0.04000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.5112001082078746, -0.644391526638591]                                        |  0.9990005493164062|      0.00800000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.5037249468648901, -0.6472414324083225]                                       |  0.9895475506782532|      0.04000000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.5037249468648901, -0.6472414324083225]                                       |  0.9895475506782532|      0.00800000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.4962210575924811, -0.6500148140602819]                                       |  0.9802687764167786|      0.04000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.4962210575924811, -0.6500148140602819]                                       |  0.9802687764167786|      0.00800000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.4887440280494753, -0.6528598148007068]                                       |  0.9711647629737854|      0.04000000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.4887440280494753, -0.6528598148007068]                                       |  0.9711647629737854|      0.00800000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.481281921164516, -0.6557437289529384]                                        |  0.9622372984886169|      0.04000000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
