k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.5775889522871476, 2.093595616311279]                                         |103.9862213134765625|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[1.1111181509282357, 0.9336692182550692]                                        |  0.0160045046359301|      0.01000000|[174, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[1.1111181509282357, 0.9336692182550692]                                        |  0.0160045046359301|      0.00100000|[180, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.1101227982740518, 0.9335729213506068]                                        |  0.0156906768679619|      0.01000000|[186, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[1.1101227982740518, 0.9335729213506068]                                        |  0.0156906768679619|      0.00100000|[193, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.1091257285948628, 0.9334964226261593]                                        |  0.0153918713331223|      0.01000000|[198, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[1.1091257285948628, 0.9334964226261593]                                        |  0.0153918713331223|      0.00100000|[206, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.1081278175226734, 0.933431820056537]                                         |  0.0151075031608343|      0.01000000|[212, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[1.1081278175226734, 0.933431820056537]                                         |  0.0151075031608343|      0.00100000|[219, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.1071286884491587, 0.9334735464805108]                                        |  0.0148347727954388|      0.01000000|[224, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[1.1071286884491587, 0.9334735464805108]                                        |  0.0148347727954388|      0.00100000|[231, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.1061291084595053, 0.9335025265475333]                                        |  0.0145737230777740|      0.01000000|[236, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[1.1061291084595053, 0.9335025265475333]                                        |  0.0145737230777740|      0.00100000|[242, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.1051340380706423, 0.9336016977187885]                                        |  0.0143220638856292|      0.01000000|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[1.1051340380706423, 0.9336016977187885]                                        |  0.0143220638856292|      0.00100000|[254, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.1041523687788046, 0.9337922899575156]                                        |  0.0140779456123710|      0.01000000|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[1.1041523687788046, 0.9337922899575156]                                        |  0.0140779456123710|      0.00100000|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.1031824557875702, 0.9340357417791042]                                        |  0.0138403866440058|      0.01000000|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[1.1031824557875702, 0.9340357417791042]                                        |  0.0138403866440058|      0.00100000|[280, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.1022402826592577, 0.9343708683168264]                                        |  0.0136083280667663|      0.01000000|[285, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[1.1022402826592577, 0.9343708683168264]                                        |  0.0136083280667663|      0.00100000|[291, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.1012963211221527, 0.9347009237916579]                                        |  0.0133806606754661|      0.01000000|[297, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[1.1012963211221527, 0.9347009237916579]                                        |  0.0133806606754661|      0.00100000|[303, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[1.1003395571871453, 0.9349917893493803]                                        |  0.0131581975147128|      0.01000000|[308, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[1.1003395571871453, 0.9349917893493803]                                        |  0.0131581975147128|      0.00100000|[316, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.0994407915034339, 0.935430218643318]                                         |  0.0129387322813272|      0.01000000|[321, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[1.0994407915034339, 0.935430218643318]                                         |  0.0129387322813272|      0.00100000|[327, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.0985306155910248, 0.9358444405747391]                                        |  0.0127220973372459|      0.01000000|[332, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[1.0985306155910248, 0.9358444405747391]                                        |  0.0127220973372459|      0.00100000|[340, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.0976349246543782, 0.9362891177003136]                                        |  0.0125082405284047|      0.01000000|[346, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[1.0976349246543782, 0.9362891177003136]                                        |  0.0125082405284047|      0.00100000|[353, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.0967717213447556, 0.9367939741613565]                                        |  0.0122969634830952|      0.01000000|[358, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[1.0967717213447556, 0.9367939741613565]                                        |  0.0122969634830952|      0.00100000|[364, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.0959290302394105, 0.9373323715062349]                                        |  0.0120880790054798|      0.01000000|[370, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[1.0959290302394105, 0.9373323715062349]                                        |  0.0120880790054798|      0.00100000|[376, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.0950892369479224, 0.9378752777850451]                                        |  0.0118810962885618|      0.01000000|[381, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[1.0950892369479224, 0.9378752777850451]                                        |  0.0118810962885618|      0.00100000|[389, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.0942464810464938, 0.9384135736986534]                                        |  0.0116758765652776|      0.01000000|[394, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[1.0942464810464938, 0.9384135736986534]                                        |  0.0116758765652776|      0.00100000|[400, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[1.0933549242154514, 0.938866482538291]                                         |  0.0114729376509786|      0.01000000|[405, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[1.0933549242154514, 0.938866482538291]                                         |  0.0114729376509786|      0.00100000|[412, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      66|[1.092471336493101, 0.9393347482074482]                                         |  0.0112721901386976|      0.01000000|[417, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[1.092471336493101, 0.9393347482074482]                                         |  0.0112721901386976|      0.00100000|[424, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.091674443176406, 0.9399388682632377]                                         |  0.0110733387991786|      0.01000000|[429, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
