k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.59049000|[81, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      12|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.53144100|[87, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.53144100|[92, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      13|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.47829690|[98, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.47829690|[103, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      14|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.43046721|[110, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.43046721|[115, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      14|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.43046721|[120, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      15|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.38742049|[126, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.34867844|[134, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.31381060|[140, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.28242954|[146, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.25418658|[152, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.0193542236187234, 0.7495346092380686]                                        |  0.4721842408180237|      0.25418658|[157, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      20|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.28242954|[162, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.28242954|[167, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      21|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.25418658|[173, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.22876792|[179, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.20589113|[185, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.18530202|[191, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.18530202|[196, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      24|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.18530202|[199, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      24|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.18530202|[204, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
      25|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.16677182|[212, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.2248946151831714, 0.8990804762080392]                                        |  0.0957461595535278|      0.15009464|[219, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
