k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      0.20000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.2682069908061127, 0.2880184781141497]                                       | 11.0524120330810547|      1.00000000|[26, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-0.2682069908061127, 0.2880184781141497]                                       | 11.0524120330810547|      0.20000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.0321447517687698, 0.0023488096228026]                                       |  1.0658901929855347|      0.04000000|[104, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[-0.0321447517687698, 0.0023488096228026]                                       |  1.0658901929855347|      0.00800000|[111, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0242449950201332, 0.0010863345488428]                                       |  1.0491989850997925|      0.04000000|[117, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[0.0156690492274007, 0.0037072259632113]                                        |  0.9702789187431335|      0.20000000|[122, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.0156690492274007, 0.0037072259632113]                                        |  0.9702789187431335|      0.04000000|[128, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.0156690492274007, 0.0037072259632113]                                        |  0.9702789187431335|      0.00800000|[135, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.022540990024503, -0.0003886780494727]                                        |  0.9554421305656433|      0.04000000|[141, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.022540990024503, -0.0003886780494727]                                        |  0.9554421305656433|      0.00800000|[148, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.0304002444802196, -0.0018827059609583]                                       |  0.9404888153076172|      0.04000000|[153, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.0657583787029992, 0.0168202976556779]                                        |  0.9001511335372925|      0.20000000|[158, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[0.0657583787029992, 0.0168202976556779]                                        |  0.9001511335372925|      0.04000000|[164, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.0978365242819221, -0.0070751532966985]                                       |  0.8203175663948059|      0.20000000|[170, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[0.0978365242819221, -0.0070751532966985]                                       |  0.8203175663948059|      0.04000000|[176, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.0978365242819221, -0.0070751532966985]                                       |  0.8203175663948059|      0.00800000|[182, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.1038136173109308, -0.001757789389406]                                        |  0.8039775490760803|      0.04000000|[188, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.1436515026396318, 0.0018398337894815]                                        |  0.7334591746330261|      0.20000000|[195, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      32|[0.1436515026396318, 0.0018398337894815]                                        |  0.7334591746330261|      0.04000000|[202, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.1436515026396318, 0.0018398337894815]                                        |  0.7334591746330261|      0.00800000|[208, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.1512131532415215, -0.000771954903147]                                        |  0.7222279906272888|      0.04000000|[214, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.1858631937705986, 0.0192124062658601]                                        |  0.6791815757751465|      0.20000000|[219, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.1858631937705986, 0.0192124062658601]                                        |  0.6791815757751465|      0.04000000|[226, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.1858631937705986, 0.0192124062658601]                                        |  0.6791815757751465|      0.00800000|[233, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1894261621784821, 0.0120496375187606]                                        |  0.6597889065742493|      0.04000000|[238, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.1894261621784821, 0.0120496375187606]                                        |  0.6597889065742493|      0.00800000|[244, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.1964059686249676, 0.0081403790251842]                                        |  0.6457951664924622|      0.04000000|[249, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.1964059686249676, 0.0081403790251842]                                        |  0.6457951664924622|      0.00800000|[256, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2043611637121811, 0.0072948785081091]                                        |  0.6331949234008789|      0.04000000|[262, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.2043611637121811, 0.0072948785081091]                                        |  0.6331949234008789|      0.00800000|[268, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.2123403769374534, 0.0078712085399834]                                        |  0.6206976771354675|      0.04000000|[274, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.2123403769374534, 0.0078712085399834]                                        |  0.6206976771354675|      0.00800000|[282, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2197166439648766, 0.0109680916085137]                                        |  0.6088551878929138|      0.04000000|[287, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.2573877548281135, -0.0024813472767972]                                       |  0.5896263122558594|      0.20000000|[293, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.2573877548281135, -0.0024813472767972]                                       |  0.5896263122558594|      0.04000000|[299, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.2573877548281135, -0.0024813472767972]                                       |  0.5896263122558594|      0.00800000|[305, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.25892022244841, 0.0053705023774399]                                          |  0.5635690689086914|      0.04000000|[310, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.2914964271233643, 0.0285823719483185]                                        |  0.5034318566322327|      0.20000000|[318, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      52|[0.2914964271233643, 0.0285823719483185]                                        |  0.5034318566322327|      0.04000000|[326, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.331079705564366, 0.0228235467328659]                                         |  0.4655913114547729|      0.20000000|[331, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.331079705564366, 0.0228235467328659]                                         |  0.4655913114547729|      0.04000000|[338, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.3566463330627252, 0.0535863092609638]                                        |  0.4206642508506775|      0.20000000|[346, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      56|[0.3566463330627252, 0.0535863092609638]                                        |  0.4206642508506775|      0.04000000|[353, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.3566463330627252, 0.0535863092609638]                                        |  0.4206642508506775|      0.00800000|[361, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.3636996823261733, 0.0498113570536086]                                        |  0.4051678180694580|      0.04000000|[366, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.3636996823261733, 0.0498113570536086]                                        |  0.4051678180694580|      0.00800000|[374, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.3716833632568643, 0.0503220808507057]                                        |  0.3948869407176971|      0.04000000|[379, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.3716833632568643, 0.0503220808507057]                                        |  0.3948869407176971|      0.00800000|[387, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.3775670907602136, 0.0557425744321364]                                        |  0.3877905011177063|      0.04000000|[392, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.3775670907602136, 0.0557425744321364]                                        |  0.3877905011177063|      0.00800000|[398, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.3834392041707215, 0.0503095012599682]                                        |  0.3838267028331757|      0.04000000|[403, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[0.3834392041707215, 0.0503095012599682]                                        |  0.3838267028331757|      0.00800000|[410, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.38858559277576, 0.0564344244697668]                                          |  0.3743300139904022|      0.04000000|[415, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[0.38858559277576, 0.0564344244697668]                                          |  0.3743300139904022|      0.00800000|[422, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.3950780877978174, 0.0611085563023705]                                        |  0.3659616410732269|      0.04000000|[427, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
