k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.6702216756755348, 0.4903622829697449, -7.756502271169929]                    |  4.3228788375854492|      0.25000000|[130, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.6702216756755348, 0.4903622829697449, -7.756502271169929]                    |  4.3228788375854492|      0.12500000|[140, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.6702216756755348, 0.4903622829697449, -7.756502271169929]                    |  4.3228788375854492|      0.06250000|[151, 59, 0, 59]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.6190638078908708, 0.457623546329572, -7.741761250617327]                     |  4.0654454231262207|      0.12500000|[157, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.6190638078908708, 0.457623546329572, -7.741761250617327]                     |  4.0654454231262207|      0.06250000|[167, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.568827365683324, 0.4204667080756493, -7.74314661890758]                      |  3.8170702457427979|      0.12500000|[176, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      20|[1.568827365683324, 0.4204667080756493, -7.74314661890758]                      |  3.8170702457427979|      0.06250000|[186, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.54386357317007, 0.376740848709118, -7.780175098298631]                       |  3.6517021656036377|      0.12500000|[192, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[1.54386357317007, 0.376740848709118, -7.780175098298631]                       |  3.6517021656036377|      0.06250000|[202, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.5013700465959796, 0.3353639430734158, -7.760464647281182]                    |  3.4538140296936035|      0.12500000|[207, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.5013700465959796, 0.3353639430734158, -7.760464647281182]                    |  3.4538140296936035|      0.06250000|[218, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.4442266963911499, 0.3100482043346144, -7.760494638562256]                    |  3.2499191761016846|      0.12500000|[223, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[1.4442266963911499, 0.3100482043346144, -7.760494638562256]                    |  3.2499191761016846|      0.06250000|[233, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.3895121937508457, 0.294994538765045, -7.7343037937163235]                    |  3.0758056640625000|      0.12500000|[238, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[1.3895121937508457, 0.294994538765045, -7.7343037937163235]                    |  3.0758056640625000|      0.06250000|[249, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.3312844603105514, 0.2723939006122478, -7.736538119899394]                    |  2.8915715217590332|      0.12500000|[260, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | iterate success | actual_k=1
      30|[1.3312844603105514, 0.2723939006122478, -7.736538119899394]                    |  2.8915715217590332|      0.06250000|[270, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.2740881251060299, 0.248540997757497, -7.744654046499225]                     |  2.7187292575836182|      0.12500000|[276, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.2740881251060299, 0.248540997757497, -7.744654046499225]                     |  2.7187292575836182|      0.06250000|[288, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.2161352752647558, 0.2251403716222763, -7.744296426932672]                    |  2.5542001724243164|      0.12500000|[297, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      34|[1.2161352752647558, 0.2251403716222763, -7.744296426932672]                    |  2.5542001724243164|      0.06250000|[307, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.1642357253384636, 0.2051235314805214, -7.7727922657199]                      |  2.4157104492187500|      0.12500000|[316, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      36|[1.1642357253384636, 0.2051235314805214, -7.7727922657199]                      |  2.4157104492187500|      0.06250000|[327, 125, 0, 125]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.113523285477235, 0.1696260562303301, -7.781419414390424]                     |  2.2784616947174072|      0.12500000|[335, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      38|[1.113523285477235, 0.1696260562303301, -7.781419414390424]                     |  2.2784616947174072|      0.06250000|[346, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.113523285477235, 0.1696260562303301, -7.781419414390424]                     |  2.2784616947174072|      0.03125000|[357, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.0855824600185153, 0.1592663644657056, -7.790829491926095]                    |  2.2117514610290527|      0.06250000|[362, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[1.0855824600185153, 0.1592663644657056, -7.790829491926095]                    |  2.2117514610290527|      0.03125000|[372, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.0549192002419159, 0.1585674206005484, -7.784842967279346]                    |  2.1457724571228027|      0.06250000|[377, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[1.0549192002419159, 0.1585674206005484, -7.784842967279346]                    |  2.1457724571228027|      0.03125000|[389, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.0239076089318861, 0.1603238003695578, -7.788272082985575]                    |  2.0821640491485596|      0.06250000|[395, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[1.0239076089318861, 0.1603238003695578, -7.788272082985575]                    |  2.0821640491485596|      0.03125000|[406, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.9933632274661212, 0.1538106587962582, -7.789359395139461]                    |  2.0174374580383301|      0.06250000|[411, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.9933632274661212, 0.1538106587962582, -7.789359395139461]                    |  2.0174374580383301|      0.03125000|[422, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
