k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.2390861295602311, -0.741049685602229]                                        |  0.7845345735549927|      0.00800000|[251, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2312412627061339, -0.7394818641705964]                                       |  0.7826826572418213|      0.04000000|[256, 97, 0, 97]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.2312412627061339, -0.7394818641705964]                                       |  0.7826826572418213|      0.00800000|[262, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2239846129478163, -0.7361142189569327]                                       |  0.7810012698173523|      0.04000000|[268, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.2239846129478163, -0.7361142189569327]                                       |  0.7810012698173523|      0.00800000|[274, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.216256601152006, -0.7340459265008673]                                        |  0.7795037031173706|      0.04000000|[280, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.216256601152006, -0.7340459265008673]                                        |  0.7795037031173706|      0.00800000|[287, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2093893296988939, -0.7299421985872172]                                       |  0.7781704068183899|      0.04000000|[292, 110, 0, 110]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.2093893296988939, -0.7299421985872172]                                       |  0.7781704068183899|      0.00800000|[300, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2017006976676629, -0.7277320091183417]                                       |  0.7770191431045532|      0.04000000|[305, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.2017006976676629, -0.7277320091183417]                                       |  0.7770191431045532|      0.00800000|[313, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1954974221481266, -0.7226803388174687]                                       |  0.7760202884674072|      0.04000000|[318, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.1954974221481266, -0.7226803388174687]                                       |  0.7760202884674072|      0.00800000|[324, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1884531742758894, -0.7188884300745687]                                       |  0.7751641273498535|      0.04000000|[329, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[0.1884531742758894, -0.7188884300745687]                                       |  0.7751641273498535|      0.00800000|[337, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1816299368287352, -0.7147118967346142]                                       |  0.7744665741920471|      0.04000000|[343, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.1816299368287352, -0.7147118967346142]                                       |  0.7744665741920471|      0.00800000|[350, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.176178376413829, -0.7088569425039966]                                        |  0.7739415168762207|      0.04000000|[355, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[0.176178376413829, -0.7088569425039966]                                        |  0.7739415168762207|      0.00800000|[361, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.176178376413829, -0.7088569425039966]                                        |  0.7739415168762207|      0.00160000|[367, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1747707585204512, -0.7080962770938176]                                       |  0.7738490104675293|      0.00800000|[373, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.1747707585204512, -0.7080962770938176]                                       |  0.7738490104675293|      0.00160000|[381, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1733798790279775, -0.7073054204459882]                                       |  0.7737628221511841|      0.00800000|[387, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.1733798790279775, -0.7073054204459882]                                       |  0.7737628221511841|      0.00160000|[394, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1720396352356217, -0.7064314944897129]                                       |  0.7736831903457642|      0.00800000|[400, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.1720396352356217, -0.7064314944897129]                                       |  0.7736831903457642|      0.00160000|[407, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1706738344506212, -0.7055980748980952]                                       |  0.7736095786094666|      0.00800000|[412, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.1706738344506212, -0.7055980748980952]                                       |  0.7736095786094666|      0.00160000|[419, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1692082190747409, -0.7049562247832062]                                       |  0.7735426425933838|      0.00800000|[425, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
