k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5302179733351008, 0.7952687000298018, 5.253291112116963, 5.197971077703213, 6.362115555216128, 7.875064189914358]|189.0649566650390625|      2.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
      14|[-0.5484844048274073, 1.4913704653870397, 1.688113003057548, 6.40607758518077, 2.9326551897640676, 7.954657550998686]|  6.3176207542419434|      0.25000000|[190, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[-0.5484844048274073, 1.4913704653870397, 1.688113003057548, 6.40607758518077, 2.9326551897640676, 7.954657550998686]|  6.3176207542419434|      0.12500000|[203, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[-0.4969553241848137, 1.5145761569184417, 1.5989996974514753, 6.406531388133058, 2.8735721883361753, 7.923049616903124]|  5.6802396774291992|      0.25000000|[217, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[-0.5049839024074958, 1.5852459149942293, 1.4525794774764411, 6.406995000423987, 2.691239889582966, 7.975558323825964]|  4.9301977157592773|      0.50000000|[230, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[-0.5049839024074958, 1.5852459149942293, 1.4525794774764411, 6.406995000423987, 2.691239889582966, 7.975558323825964]|  4.9301977157592773|      0.25000000|[243, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[-0.5049839024074958, 1.5852459149942293, 1.4525794774764411, 6.406995000423987, 2.691239889582966, 7.975558323825964]|  4.9301977157592773|      0.12500000|[256, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[-0.5049839024074958, 1.5852459149942293, 1.4525794774764411, 6.406995000423987, 2.691239889582966, 7.975558323825964]|  4.9301977157592773|      0.06250000|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[-0.5049839024074958, 1.5852459149942293, 1.4525794774764411, 6.406995000423987, 2.691239889582966, 7.975558323825964]|  4.9301977157592773|      0.03125000|[282, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[-0.5049839024074958, 1.5852459149942293, 1.4525794774764411, 6.406995000423987, 2.691239889582966, 7.975558323825964]|  4.9301977157592773|      0.01562500|[295, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[-0.4920815189628471, 1.590893036652211, 1.451045113445088, 6.404991904563637, 2.6960647865060174, 7.97957489538672]|  4.8694868087768555|      0.03125000|[308, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      24|[-0.4750667784016641, 1.6061675929747103, 1.4429982042332943, 6.41053937657668, 2.6814621229198683, 7.967533962890529]|  4.7313337326049805|      0.06250000|[321, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[-0.4750667784016641, 1.6061675929747103, 1.4429982042332943, 6.41053937657668, 2.6814621229198683, 7.967533962890529]|  4.7313337326049805|      0.03125000|[334, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[-0.4484177319484317, 1.6024027968219638, 1.4434094738075927, 6.405628239656313, 2.6700696965320936, 7.957627331497996]|  4.5968480110168457|      0.06250000|[347, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      27|[-0.3999885725698388, 1.616937927323468, 1.415338422231595, 6.390973288753121, 2.6608160125812432, 7.941465205586854]|  4.3202157020568848|      0.12500000|[360, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      28|[-0.3999885725698388, 1.616937927323468, 1.415338422231595, 6.390973288753121, 2.6608160125812432, 7.941465205586854]|  4.3202157020568848|      0.06250000|[373, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[-0.3495041740920711, 1.6381560346631117, 1.407327632242944, 6.389962360329956, 2.631820364186872, 7.942658969773074]|  4.0623030662536621|      0.12500000|[387, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      30|[-0.3263402537677256, 1.6087801758112519, 1.2942365195919103, 6.405700340556408, 2.5998031465293314, 7.955430254091249]|  3.7924499511718750|      0.25000000|[400, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      31|[-0.161932424083847, 1.552767294912112, 1.2118101333233575, 6.47803582166641, 2.463493880930967, 7.913886592199908]|  2.9545073509216309|      0.50000000|[413, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      32|[-0.161932424083847, 1.552767294912112, 1.2118101333233575, 6.47803582166641, 2.463493880930967, 7.913886592199908]|  2.9545073509216309|      0.25000000|[427, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.0012198742670496, 1.6331581695917974, 1.0877428111419487, 6.503999552595027, 2.3630493099496306, 7.856766480028877]|  2.1981499195098877|      0.50000000|[441, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      34|[0.0012198742670496, 1.6331581695917974, 1.0877428111419487, 6.503999552595027, 2.3630493099496306, 7.856766480028877]|  2.1981499195098877|      0.25000000|[454, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.0638592050952303, 1.4987293736324276, 0.9431024520638941, 6.574233905030827, 2.2681660928938268, 7.781608709737653]|  1.7354074716567993|      0.50000000|[467, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      36|[0.0638592050952303, 1.4987293736324276, 0.9431024520638941, 6.574233905030827, 2.2681660928938268, 7.781608709737653]|  1.7354074716567993|      0.25000000|[480, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0638592050952303, 1.4987293736324276, 0.9431024520638941, 6.574233905030827, 2.2681660928938268, 7.781608709737653]|  1.7354074716567993|      0.12500000|[494, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1669837721510712, 1.5271608873544364, 0.9484883449370144, 6.528567230339471, 2.2445690860226226, 7.742740973190047]|  1.5134654045104980|      0.25000000|[507, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[0.1669837721510712, 1.5271608873544364, 0.9484883449370144, 6.528567230339471, 2.2445690860226226, 7.742740973190047]|  1.5134654045104980|      0.12500000|[521, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1870803600608721, 1.521499128691989, 0.8737614112140332, 6.506628316057118, 2.1603691243786725, 7.697641000697129]|  1.2581682205200195|      0.25000000|[534, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[0.1870803600608721, 1.521499128691989, 0.8737614112140332, 6.506628316057118, 2.1603691243786725, 7.697641000697129]|  1.2581682205200195|      0.12500000|[547, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2427289240935148, 1.5260593197344396, 0.8342186848810323, 6.531264931361063, 2.070843760232597, 7.745828770242862]|  1.0522516965866089|      0.25000000|[560, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[0.2427289240935148, 1.5260593197344396, 0.8342186848810323, 6.531264931361063, 2.070843760232597, 7.745828770242862]|  1.0522516965866089|      0.12500000|[573, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2427289240935148, 1.5260593197344396, 0.8342186848810323, 6.531264931361063, 2.070843760232597, 7.745828770242862]|  1.0522516965866089|      0.06250000|[586, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.29188154669731, 1.5316092322993855, 0.803462300809368, 6.524580286196942, 2.049193889393118, 7.745494686136262]|  0.9341039657592773|      0.12500000|[599, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      46|[0.3510581871446998, 1.529192416785739, 0.7087552091299317, 6.500846100949114, 2.0065018027072816, 7.71789169356685]|  0.7374419569969177|      0.25000000|[612, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[0.3510581871446998, 1.529192416785739, 0.7087552091299317, 6.500846100949114, 2.0065018027072816, 7.71789169356685]|  0.7374419569969177|      0.12500000|[625, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.3510581871446998, 1.529192416785739, 0.7087552091299317, 6.500846100949114, 2.0065018027072816, 7.71789169356685]|  0.7374419569969177|      0.06250000|[638, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.4075713983887134, 1.5349676432164734, 0.6973585863931754, 6.493603021955965, 1.984758697765743, 7.712988031775948]|  0.6567960381507874|      0.12500000|[651, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      50|[0.4075713983887134, 1.5349676432164734, 0.6973585863931754, 6.493603021955965, 1.984758697765743, 7.712988031775948]|  0.6567960381507874|      0.06250000|[665, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.4314749366746453, 1.5591419783757505, 0.6780102577893016, 6.477169775414167, 1.9416515980087907, 7.697245067763506]|  0.5867615342140198|      0.12500000|[678, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      52|[0.4314749366746453, 1.5591419783757505, 0.6780102577893016, 6.477169775414167, 1.9416515980087907, 7.697245067763506]|  0.5867615342140198|      0.06250000|[691, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.4384374386033768, 1.5582674853215968, 0.6721238710035162, 6.482654638227246, 1.8853925781634278, 7.672201141446741]|  0.5278465747833252|      0.12500000|[705, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      54|[0.4384374386033768, 1.5582674853215968, 0.6721238710035162, 6.482654638227246, 1.8853925781634278, 7.672201141446741]|  0.5278465747833252|      0.06250000|[719, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.4399920036577599, 1.5073749867575104, 0.6710991663795107, 6.473115390880084, 1.8563959805296983, 7.652683534432894]|  0.4886214435100555|      0.12500000|[732, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      56|[0.5333954042451972, 1.4996693757331994, 0.6339385022608802, 6.4624828130359795, 1.7867727706455656, 7.67504578596368]|  0.3651305437088013|      0.25000000|[746, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[0.5333954042451972, 1.4996693757331994, 0.6339385022608802, 6.4624828130359795, 1.7867727706455656, 7.67504578596368]|  0.3651305437088013|      0.12500000|[759, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.5333954042451972, 1.4996693757331994, 0.6339385022608802, 6.4624828130359795, 1.7867727706455656, 7.67504578596368]|  0.3651305437088013|      0.06250000|[772, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.5372954230634717, 1.4793482696421842, 0.579898360311545, 6.45927188963262, 1.7634315388710335, 7.676668262063919]|  0.3193262517452240|      0.12500000|[785, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      60|[0.5372954230634717, 1.4793482696421842, 0.579898360311545, 6.45927188963262, 1.7634315388710335, 7.676668262063919]|  0.3193262517452240|      0.06250000|[799, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.5738776278551073, 1.461094305337378, 0.5635825269997257, 6.4481893082498525, 1.7255429033762353, 7.656414710441568]|  0.2733412086963654|      0.12500000|[812, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      62|[0.5738776278551073, 1.461094305337378, 0.5635825269997257, 6.4481893082498525, 1.7255429033762353, 7.656414710441568]|  0.2733412086963654|      0.06250000|[825, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.5738776278551073, 1.461094305337378, 0.5635825269997257, 6.4481893082498525, 1.7255429033762353, 7.656414710441568]|  0.2733412086963654|      0.03125000|[838, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.5911963209569568, 1.4476500816459514, 0.5487044059806545, 6.44114559512306, 1.7106910752942968, 7.658495345328494]|  0.2550920546054840|      0.06250000|[852, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[0.5911963209569568, 1.4476500816459514, 0.5487044059806545, 6.44114559512306, 1.7106910752942968, 7.658495345328494]|  0.2550920546054840|      0.03125000|[865, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.599507939672145, 1.4626532769141236, 0.540411984488245, 6.437665391613103, 1.6974409190015525, 7.637857009309866]|  0.2431156486272812|      0.06250000|[878, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[0.599507939672145, 1.4626532769141236, 0.540411984488245, 6.437665391613103, 1.6974409190015525, 7.637857009309866]|  0.2431156486272812|      0.03125000|[892, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.6113520975439223, 1.4613269910352638, 0.527931041167597, 6.43447574089256, 1.671690001625708, 7.635519954221492]|  0.2263313531875610|      0.06250000|[906, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[0.6113520975439223, 1.4613269910352638, 0.527931041167597, 6.43447574089256, 1.671690001625708, 7.635519954221492]|  0.2263313531875610|      0.03125000|[920, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.6113520975439223, 1.4613269910352638, 0.527931041167597, 6.43447574089256, 1.671690001625708, 7.635519954221492]|  0.2263313531875610|      0.01562500|[933, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.6177845273836575, 1.4688345543791725, 0.5250479753749772, 6.442964869196271, 1.6637412347770388, 7.637205392401352]|  0.2219048589468002|      0.03125000|[947, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      72|[0.64115136683896, 1.4671883415131008, 0.5119934244005717, 6.4473167927905175, 1.6540989513253432, 7.625142676007714]|  0.2099368721246719|      0.06250000|[960, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.64115136683896, 1.4671883415131008, 0.5119934244005717, 6.4473167927905175, 1.6540989513253432, 7.625142676007714]|  0.2099368721246719|      0.03125000|[973, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.6444768654474455, 1.4655762554112588, 0.4946112513506979, 6.442104089317654, 1.6302947964696266, 7.616960088912027]|  0.1976493448019028|      0.06250000|[986, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[0.6444768654474455, 1.4655762554112588, 0.4946112513506979, 6.442104089317654, 1.6302947964696266, 7.616960088912027]|  0.1976493448019028|      0.03125000|[999, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.6587673044461159, 1.472832604847974, 0.4783420838458873, 6.428558046626869, 1.6148552029024357, 7.611204299419928]|  0.1876201629638672|      0.06250000|[1012, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.6587673044461159, 1.472832604847974, 0.4783420838458873, 6.428558046626869, 1.6148552029024357, 7.611204299419928]|  0.1876201629638672|      0.03125000|[1025, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.6666377570105629, 1.480129794667147, 0.4660186571902686, 6.435746719496821, 1.589967690599624, 7.605004511811988]|  0.1806339174509048|      0.06250000|[1038, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      79|[0.6666377570105629, 1.480129794667147, 0.4660186571902686, 6.435746719496821, 1.589967690599624, 7.605004511811988]|  0.1806339174509048|      0.03125000|[1051, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.6938143229910104, 1.4856716314799283, 0.4663958489847629, 6.433198755046911, 1.577288460255276, 7.5986888544718525]|  0.1722744107246399|      0.06250000|[1064, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
