k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9523253142286946, 0.9659816222008577]                                       |2359.3833007812500000|      0.50000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[-0.9523253142286946, 0.9659816222008577]                                       |2359.3833007812500000|      0.25000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.50000000|[33, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.25000000|[39, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.7211681873901711, 0.8707640675601362]                                       |141.9290313720703125|      0.12500000|[45, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.5967272272118904, 0.8589552814282951]                                       | 26.8764629364013672|      0.25000000|[51, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[-0.1012911980771468, 0.8726839052896455]                                       |  0.0008047471055761|      0.00195312|[128, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.1012911980771468, 0.8726839052896455]                                       |  0.0008047471055761|      0.00097656|[134, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.1012911980771468, 0.8726839052896455]                                       |  0.0008047471055761|      0.00048828|[140, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.1008064317355776, 0.8727423875363803]                                       |  0.0007899060146883|      0.00097656|[145, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[-0.1008064317355776, 0.8727423875363803]                                       |  0.0007899060146883|      0.00048828|[153, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.100321661380326, 0.8728008365036155]                                        |  0.0007752976962365|      0.00097656|[158, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[-0.100321661380326, 0.8728008365036155]                                        |  0.0007752976962365|      0.00048828|[164, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.0998369318669519, 0.8728596232195098]                                       |  0.0007609190070070|      0.00097656|[169, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[-0.0998369318669519, 0.8728596232195098]                                       |  0.0007609190070070|      0.00048828|[175, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0993522278301385, 0.8729186196244715]                                       |  0.0007467669202015|      0.00097656|[181, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[-0.0993522278301385, 0.8729186196244715]                                       |  0.0007467669202015|      0.00048828|[188, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.0988674450660965, 0.8729769655822524]                                       |  0.0007328384090215|      0.00097656|[193, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[-0.0988674450660965, 0.8729769655822524]                                       |  0.0007328384090215|      0.00048828|[200, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0983828772455201, 0.8730370705434732]                                       |  0.0007191303884611|      0.00097656|[205, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[-0.0983828772455201, 0.8730370705434732]                                       |  0.0007191303884611|      0.00048828|[212, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[-0.0978982309734115, 0.8730965396113388]                                       |  0.0007056398317218|      0.00097656|[217, 83, 0, 83]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[-0.0978982309734115, 0.8730965396113388]                                       |  0.0007056398317218|      0.00048828|[224, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[-0.0974137998771525, 0.8731577367687795]                                       |  0.0006923638866283|      0.00097656|[230, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[-0.0974137998771525, 0.8731577367687795]                                       |  0.0006923638866283|      0.00048828|[236, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[-0.0969291742194225, 0.8732173735944107]                                       |  0.0006792995845899|      0.00097656|[241, 92, 0, 92]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[-0.0969291742194225, 0.8732173735944107]                                       |  0.0006792995845899|      0.00048828|[248, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      40|[-0.0964445749419881, 0.8732772244040261]                                       |  0.0006664440734312|      0.00097656|[253, 97, 0, 97]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[-0.0964445749419881, 0.8732772244040261]                                       |  0.0006664440734312|      0.00048828|[259, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[-0.0959603360179385, 0.8733399240335055]                                       |  0.0006537945591845|      0.00097656|[265, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[-0.0959603360179385, 0.8733399240335055]                                       |  0.0006537945591845|      0.00048828|[271, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[-0.0954759362602363, 0.8734013687553256]                                       |  0.0006413480732590|      0.00097656|[277, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[-0.0954759362602363, 0.8734013687553256]                                       |  0.0006413480732590|      0.00048828|[284, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      46|[-0.0949917325328594, 0.8734643396176031]                                       |  0.0006291019963101|      0.00097656|[289, 110, 0, 110]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[-0.0949917325328594, 0.8734643396176031]                                       |  0.0006291019963101|      0.00048828|[297, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[-0.0945072146869946, 0.8735248461142796]                                       |  0.0006170534761623|      0.00097656|[302, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[-0.0945072146869946, 0.8735248461142796]                                       |  0.0006170534761623|      0.00048828|[310, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[-0.0940228733790748, 0.8735867498826952]                                       |  0.0006051998352632|      0.00097656|[315, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[-0.0940228733790748, 0.8735867498826952]                                       |  0.0006051998352632|      0.00048828|[321, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[-0.0935382460097912, 0.8736463727981126]                                       |  0.0005935384542681|      0.00097656|[326, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[-0.0935382460097912, 0.8736463727981126]                                       |  0.0005935384542681|      0.00048828|[334, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      54|[-0.0930536134619227, 0.8737059536058284]                                       |  0.0005820667138323|      0.00097656|[340, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[-0.0930536134619227, 0.8737059536058284]                                       |  0.0005820667138323|      0.00048828|[347, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[-0.0925692954507206, 0.8737680393781657]                                       |  0.0005707817617804|      0.00097656|[352, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[-0.0925692954507206, 0.8737680393781657]                                       |  0.0005707817617804|      0.00048828|[358, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.0920852704275174, 0.8738323694334644]                                       |  0.0005596813280135|      0.00097656|[364, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[-0.0920852704275174, 0.8738323694334644]                                       |  0.0005596813280135|      0.00048828|[370, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[-0.0916012486035426, 0.873896723555459]                                        |  0.0005487626185641|      0.00097656|[375, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[-0.0916012486035426, 0.873896723555459]                                        |  0.0005487626185641|      0.00048828|[383, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.0911170468615075, 0.8739597096818021]                                       |  0.0005380230722949|      0.00097656|[388, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[-0.0911170468615075, 0.8739597096818021]                                       |  0.0005380230722949|      0.00048828|[394, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[-0.0906328908544032, 0.8740230464001129]                                       |  0.0005274603608996|      0.00097656|[399, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[-0.0906328908544032, 0.8740230464001129]                                       |  0.0005274603608996|      0.00048828|[406, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.0901485284640903, 0.8740847849938118]                                       |  0.0005170719232410|      0.00097656|[411, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[-0.0901485284640903, 0.8740847849938118]                                       |  0.0005170719232410|      0.00048828|[418, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.0896646280501405, 0.8741500457667221]                                       |  0.0005068554892205|      0.00097656|[423, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
