k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.609553617497106, 0.0519686181864622, 0.1352853357785249, 0.7793853527255101, -2.6994897e-09, -1.086920568e-07, 1.44826971e-08, -6.64428622e-08, -2.8907761e-08, 8.21113743e-08, -5.29401489e-08, 2.376422719e-07, -2.4045045e-08, -1.995109413e-07, 2.43209221e-08, 8.10860233e-08, -1.964871755e-07, -5.85320581e-08, 2.29673622e-08, 2.824421e-10, 1.693881929e-07, 5.57579756e-08]| 13.1512060165405273|     10.00000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
      23|[1.4909856655903226, 0.1242022424076282, 0.3349311127498807, 1.9242570734866609, 3.52797640048e-05, -2.74799435126e-05, 4.588156566e-07, 4.9604623355e-06, 1.4123765514e-05, -2.52644693581e-05, -1.36637033934e-05, 6.5081211252e-06, -2.92550026091e-05, -5.27778225037e-05, -1.61535730851e-05, -1.17687570828e-05, -3.46590201522e-05, 1.63834417616e-05, -3.04596175909e-05, -7.6996416502e-06, 5.51154193073e-05, 2.2554694049e-05]| 12.1445922851562500|      0.10000000|[2945, 0, 0, 46]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      24|[1.4909856655903226, 0.1242022424076282, 0.3349311127498807, 1.9242570734866609, 3.52797640048e-05, -2.74799435126e-05, 4.588156566e-07, 4.9604623355e-06, 1.4123765514e-05, -2.52644693581e-05, -1.36637033934e-05, 6.5081211252e-06, -2.92550026091e-05, -5.27778225037e-05, -1.61535730851e-05, -1.17687570828e-05, -3.46590201522e-05, 1.63834417616e-05, -3.04596175909e-05, -7.6996416502e-06, 5.51154193073e-05, 2.2554694049e-05]| 12.1445922851562500|      0.01000000|[3073, 0, 0, 48]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.4909856655903226, 0.1242022424076282, 0.3349311127498807, 1.9242570734866609, 3.52797640048e-05, -2.74799435126e-05, 4.588156566e-07, 4.9604623355e-06, 1.4123765514e-05, -2.52644693581e-05, -1.36637033934e-05, 6.5081211252e-06, -2.92550026091e-05, -5.27778225037e-05, -1.61535730851e-05, -1.17687570828e-05, -3.46590201522e-05, 1.63834417616e-05, -3.04596175909e-05, -7.6996416502e-06, 5.51154193073e-05, 2.2554694049e-05]| 12.1445922851562500|      0.00100000|[3201, 0, 0, 50]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      26|[1.4906649630705775, 0.1240373746760025, 0.3351758624654333, 1.9251114937533291, 1.65394590794e-05, 6.6305151797e-05, 0.0001107159755144, 7.7914136055e-06, 4.4084433785e-05, -4.19896496895e-05, 2.06466252676e-05, 9.08463704304e-05, -4.79219300874e-05, -2.37514102548e-05, 1.74991801634e-05, 3.04876128584e-05, 3.90144631018e-05, -3.82483577948e-05, -8.61304268151e-05, -0.0001636949231823, 0.0001436470197298, 6.07643314948e-05]| 12.1445903778076172|      0.01000000|[3329, 0, 0, 52]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      27|[1.4906649630705775, 0.1240373746760025, 0.3351758624654333, 1.9251114937533291, 1.65394590794e-05, 6.6305151797e-05, 0.0001107159755144, 7.7914136055e-06, 4.4084433785e-05, -4.19896496895e-05, 2.06466252676e-05, 9.08463704304e-05, -4.79219300874e-05, -2.37514102548e-05, 1.74991801634e-05, 3.04876128584e-05, 3.90144631018e-05, -3.82483577948e-05, -8.61304268151e-05, -0.0001636949231823, 0.0001436470197298, 6.07643314948e-05]| 12.1445903778076172|      0.00100000|[3457, 0, 0, 54]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      28|[1.4902218282160322, 0.1236260796830622, 0.3353151748735271, 1.9258554248666782, 1.38193570638e-05, 0.0001730034775897, 0.0001400660171099, -1.04178887996e-05, 0.000121439604401, -4.22151142403e-05, 2.53585615529e-05, 3.9741474417e-05, -3.13652136304e-05, -1.09259145911e-05, 2.42595998037e-05, -3.34362681222e-05, -2.99874608899e-05, -8.6977717736e-06, -5.52169763827e-05, -0.000173060665138, 1.63413030448e-05, -5.31152934473e-05]| 12.1445884704589844|      0.01000000|[3585, 0, 0, 56]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      29|[1.4902218282160322, 0.1236260796830622, 0.3353151748735271, 1.9258554248666782, 1.38193570638e-05, 0.0001730034775897, 0.0001400660171099, -1.04178887996e-05, 0.000121439604401, -4.22151142403e-05, 2.53585615529e-05, 3.9741474417e-05, -3.13652136304e-05, -1.09259145911e-05, 2.42595998037e-05, -3.34362681222e-05, -2.99874608899e-05, -8.6977717736e-06, -5.52169763827e-05, -0.000173060665138, 1.63413030448e-05, -5.31152934473e-05]| 12.1445884704589844|      0.00100000|[3713, 0, 0, 58]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.4896610646750608, 0.1234044433981274, 0.3354716789127443, 1.9265138028249391, 0.0001152757246661, 0.0002437457770941, 0.0002018626896943, 0.0002289427083541, 0.0001886677644975, -0.0001448703003741, -5.8956617074e-05, -3.27825892666e-05, -0.0001350059834243, 6.63549848925e-05, 7.3878894098e-06, -4.83172554155e-05, -0.0001073150713998, -4.50761522392e-05, -7.77664746762e-05, -0.0003841388454217, 8.73373664026e-05, -5.10770243916e-05]| 12.1445865631103516|      0.01000000|[3841, 0, 0, 60]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      31|[1.4896610646750608, 0.1234044433981274, 0.3354716789127443, 1.9265138028249391, 0.0001152757246661, 0.0002437457770941, 0.0002018626896943, 0.0002289427083541, 0.0001886677644975, -0.0001448703003741, -5.8956617074e-05, -3.27825892666e-05, -0.0001350059834243, 6.63549848925e-05, 7.3878894098e-06, -4.83172554155e-05, -0.0001073150713998, -4.50761522392e-05, -7.77664746762e-05, -0.0003841388454217, 8.73373664026e-05, -5.10770243916e-05]| 12.1445865631103516|      0.00100000|[3969, 0, 0, 62]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      32|[1.489013942754463, 0.1231590062076909, 0.3357474362233626, 1.9271446156869223, 0.0001016115188521, 0.000248138404892, 0.0002145311962994, 0.0002216784624925, 0.0002743435946706, -0.0001562431383528, -6.89880906808e-05, -2.08686379174e-05, -0.0001311943699848, 0.0001768600580961, 9.34656524775e-05, -0.0001383293377458, -5.7406758651e-05, -7.81689587234e-05, -3.02356195156e-05, -0.0003278440422929, 9.00715747831e-05, -9.72952443212e-05]| 12.1445846557617188|      0.01000000|[4097, 0, 0, 64]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      33|[1.489013942754463, 0.1231590062076909, 0.3357474362233626, 1.9271446156869223, 0.0001016115188521, 0.000248138404892, 0.0002145311962994, 0.0002216784624925, 0.0002743435946706, -0.0001562431383528, -6.89880906808e-05, -2.08686379174e-05, -0.0001311943699848, 0.0001768600580961, 9.34656524775e-05, -0.0001383293377458, -5.7406758651e-05, -7.81689587234e-05, -3.02356195156e-05, -0.0003278440422929, 9.00715747831e-05, -9.72952443212e-05]| 12.1445846557617188|      0.00100000|[4225, 0, 0, 66]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      34|[1.488394143158988, 0.1228033788662851, 0.3358638869011334, 1.927766143054578, 7.74478105817e-05, 0.0002345101176114, 0.0002088639649017, 0.0003296415988715, 0.0003169431324493, -5.77466872585e-05, 6.3816509133e-06, -7.88873988745e-05, -4.20931865337e-05, 7.87934745793e-05, 8.79620973777e-05, -2.22986854009e-05, 5.13466012089e-05, -0.0001250215480563, -1.01931354022e-05, -0.0002565755742816, 2.89241926173e-05, -0.0001442843434155]| 12.1445827484130859|      0.01000000|[4353, 0, 0, 68]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      35|[1.488394143158988, 0.1228033788662851, 0.3358638869011334, 1.927766143054578, 7.74478105817e-05, 0.0002345101176114, 0.0002088639649017, 0.0003296415988715, 0.0003169431324493, -5.77466872585e-05, 6.3816509133e-06, -7.88873988745e-05, -4.20931865337e-05, 7.87934745793e-05, 8.79620973777e-05, -2.22986854009e-05, 5.13466012089e-05, -0.0001250215480563, -1.01931354022e-05, -0.0002565755742816, 2.89241926173e-05, -0.0001442843434155]| 12.1445827484130859|      0.00100000|[4481, 0, 0, 70]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      36|[1.4877519221683855, 0.1225125516018754, 0.3360794500897503, 1.9283388151056413, 7.01228262632e-05, 0.0001888600322828, -2.858214698e-07, 0.0002657662536846, 0.0004114457889567, -1.28241571923e-05, -3.52379700523e-05, -0.0001304262796434, -4.66459109871e-05, 0.000124502208005, -5.09580170467e-05, 5.4362949521e-05, 2.12183727291e-05, -0.0002496529250574, -0.000110807808239, -0.0002146677105786, 1.08793114741e-05, -0.0002298455040272]| 12.1445808410644531|      0.01000000|[4609, 0, 0, 72]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      37|[1.4877519221683855, 0.1225125516018754, 0.3360794500897503, 1.9283388151056413, 7.01228262632e-05, 0.0001888600322828, -2.858214698e-07, 0.0002657662536846, 0.0004114457889567, -1.28241571923e-05, -3.52379700523e-05, -0.0001304262796434, -4.66459109871e-05, 0.000124502208005, -5.09580170467e-05, 5.4362949521e-05, 2.12183727291e-05, -0.0002496529250574, -0.000110807808239, -0.0002146677105786, 1.08793114741e-05, -0.0002298455040272]| 12.1445808410644531|      0.00100000|[4737, 0, 0, 74]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.4870622339990072, 0.1221221273637659, 0.3363264039985624, 1.928809956219067, 4.98482994116e-05, 0.0001662956039328, -7.74948965513e-05, 0.0002666127891824, 0.0005612900840579, -4.71623906406e-05, -4.6587248768e-05, -0.0001741389312662, -0.0001146748848136, -2.35208923395e-05, -3.3996620416e-06, 5.0314288701e-05, 0.0001326486043921, -0.000244514876363, -0.0001059832421637, -0.0002568454251949, 1.53441844893e-05, -0.0003451820945483]| 12.1445789337158203|      0.01000000|[4865, 0, 0, 76]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      39|[1.4870622339990072, 0.1221221273637659, 0.3363264039985624, 1.928809956219067, 4.98482994116e-05, 0.0001662956039328, -7.74948965513e-05, 0.0002666127891824, 0.0005612900840579, -4.71623906406e-05, -4.6587248768e-05, -0.0001741389312662, -0.0001146748848136, -2.35208923395e-05, -3.3996620416e-06, 5.0314288701e-05, 0.0001326486043921, -0.000244514876363, -0.0001059832421637, -0.0002568454251949, 1.53441844893e-05, -0.0003451820945483]| 12.1445789337158203|      0.00100000|[4993, 0, 0, 78]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      40|[1.4862933146213815, 0.1217673811114959, 0.3363311730019175, 1.9292642100665565, 0.00010370213769, 0.0002042429668966, -3.63717493185e-05, 0.0003876841340963, 0.0006083031596054, 1.39449375392e-05, -0.0002147294613429, -0.0002448384029065, -0.0001018104176441, -0.0001008867342418, 6.1212721583e-06, 6.66956174058e-05, 0.0001343874841532, -0.0002256400209875, -0.0001712693414611, -0.0002523902743621, 4.59913642711e-05, -0.0004126653464373]| 12.1445770263671875|      0.01000000|[5121, 0, 0, 80]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      41|[1.4862933146213815, 0.1217673811114959, 0.3363311730019175, 1.9292642100665565, 0.00010370213769, 0.0002042429668966, -3.63717493185e-05, 0.0003876841340963, 0.0006083031596054, 1.39449375392e-05, -0.0002147294613429, -0.0002448384029065, -0.0001018104176441, -0.0001008867342418, 6.1212721583e-06, 6.66956174058e-05, 0.0001343874841532, -0.0002256400209875, -0.0001712693414611, -0.0002523902743621, 4.59913642711e-05, -0.0004126653464373]| 12.1445770263671875|      0.00100000|[5249, 0, 0, 82]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      42|[1.4855981666407205, 0.1215344731387518, 0.3364726912554417, 1.9298548481197395, 0.000114118329184, 0.0002187086375319, 6.4024977223e-06, 0.000388179939692, 0.0005538115937584, 8.12723380999e-05, -0.000325568804636, -0.0002304976884371, 1.89020332807e-05, 3.85710030641e-05, 7.41050780913e-05, 4.27966504034e-05, -2.47692909178e-05, -0.0001815308674567, -0.0001534947035467, -0.0002856993651163, 0.0001058711023007, -0.0004116419914762]| 12.1445751190185547|      0.01000000|[5377, 0, 0, 84]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
      43|[1.4855981666407205, 0.1215344731387518, 0.3364726912554417, 1.9298548481197395, 0.000114118329184, 0.0002187086375319, 6.4024977223e-06, 0.000388179939692, 0.0005538115937584, 8.12723380999e-05, -0.000325568804636, -0.0002304976884371, 1.89020332807e-05, 3.85710030641e-05, 7.41050780913e-05, 4.27966504034e-05, -2.47692909178e-05, -0.0001815308674567, -0.0001534947035467, -0.0002856993651163, 0.0001058711023007, -0.0004116419914762]| 12.1445751190185547|      0.00100000|[5505, 0, 0, 86]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      44|[1.484961151450692, 0.1213083932712023, 0.336502515907839, 1.9304582414536404, 0.0001363283306041, 0.0002083749690964, -3.66380795981e-05, 0.0004054128841067, 0.0004755425195471, 0.0001670012103675, -0.0001395585923507, -0.0002726501679411, 4.09354312759e-05, 0.0002213096845313, 0.0002226935486457, 4.70252357443e-05, -6.49169497914e-05, -4.30881383037e-05, -0.0001446840140126, -0.0003430033589674, 0.0003188318009919, -0.0004040463707298]| 12.1445732116699219|      0.01000000|[5633, 0, 0, 88]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
