k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.90000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.81000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.18530202|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.16677182|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.15009464|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.13508517|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.12157665|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10941899|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.09847709|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.08862938|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.07976644|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.07178980|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06461082|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.05814974|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.05233476|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04710129|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04239116|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03815204|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03433684|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03090315|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02781284|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02503156|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02252840|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.02027556|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01824800|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01642320|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01478088|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.01642320|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      42|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.01478088|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.01330279|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.01197252|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.01077526|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.00969774|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.00872796|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.00785517|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.00706965|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.00636269|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.00572642|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.2353729575384486, 0.3885305563350809, 0.416537683667509, 0.3899801603762331] |  0.0039796759374440|      0.00515378|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.2307279441194732, 0.3898120570131898, 0.4167172044216061, 0.3881606061627014]|  0.0037546649109572|      0.00572642|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      54|[0.2307279441194732, 0.3898120570131898, 0.4167172044216061, 0.3881606061627014]|  0.0037546649109572|      0.00515378|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2307279441194732, 0.3898120570131898, 0.4167172044216061, 0.3881606061627014]|  0.0037546649109572|      0.00463840|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2307279441194732, 0.3898120570131898, 0.4167172044216061, 0.3881606061627014]|  0.0037546649109572|      0.00417456|[741, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.2307279441194732, 0.3898120570131898, 0.4167172044216061, 0.3881606061627014]|  0.0037546649109572|      0.00375710|[754, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2278037569643432, 0.3914517292581484, 0.4165863022689134, 0.3864696639923348]|  0.0036416819784790|      0.00417456|[767, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      59|[0.2278037569643432, 0.3914517292581484, 0.4165863022689134, 0.3864696639923348]|  0.0036416819784790|      0.00375710|[780, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.2278037569643432, 0.3914517292581484, 0.4165863022689134, 0.3864696639923348]|  0.0036416819784790|      0.00338139|[793, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.2278037569643432, 0.3914517292581484, 0.4165863022689134, 0.3864696639923348]|  0.0036416819784790|      0.00304325|[806, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2278037569643432, 0.3914517292581484, 0.4165863022689134, 0.3864696639923348]|  0.0036416819784790|      0.00273893|[819, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.2267623153150916, 0.3928660611272862, 0.4162875545714421, 0.3843893904419312]|  0.0035629156045616|      0.00304325|[832, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      64|[0.2267623153150916, 0.3928660611272862, 0.4162875545714421, 0.3843893904419312]|  0.0035629156045616|      0.00273893|[846, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.2261772759638996, 0.3944645794688073, 0.416012178411635, 0.3822613961712397] |  0.0034848707728088|      0.00304325|[859, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      66|[0.2261772759638996, 0.3944645794688073, 0.416012178411635, 0.3822613961712397] |  0.0034848707728088|      0.00273893|[872, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.225923312251756, 0.3961164832238356, 0.4159233112153655, 0.3800933226912642] |  0.0034080254845321|      0.00304325|[885, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      68|[0.225923312251756, 0.3961164832238356, 0.4159233112153655, 0.3800933226912642] |  0.0034080254845321|      0.00273893|[898, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.225923312251756, 0.3961164832238356, 0.4159233112153655, 0.3800933226912642] |  0.0034080254845321|      0.00246503|[911, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.2254612015022946, 0.397488645160537, 0.415637472681785, 0.3781189069032225]  |  0.0033388999290764|      0.00273893|[925, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      71|[0.2251947069515927, 0.3992877886140775, 0.4154203788790919, 0.3760825726121571]|  0.0032633540686220|      0.00304325|[938, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      72|[0.2251947069515927, 0.3992877886140775, 0.4154203788790919, 0.3760825726121571]|  0.0032633540686220|      0.00273893|[951, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.224588427935217, 0.4008802740872425, 0.4150780041850441, 0.3739657545006876] |  0.0031878561712801|      0.00304325|[965, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      74|[0.224588427935217, 0.4008802740872425, 0.4150780041850441, 0.3739657545006876] |  0.0031878561712801|      0.00273893|[978, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.2241450647841925, 0.4024766710599522, 0.414815320116194, 0.3718006525451397] |  0.0031130050774664|      0.00304325|[991, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      76|[0.2241450647841925, 0.4024766710599522, 0.414815320116194, 0.3718006525451397] |  0.0031130050774664|      0.00273893|[1004, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.2241450647841925, 0.4024766710599522, 0.414815320116194, 0.3718006525451397] |  0.0031130050774664|      0.00246503|[1017, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.2241670894319855, 0.403968199180026, 0.4146788768704674, 0.3698429400741006] |  0.0030476560350507|      0.00273893|[1030, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      79|[0.2241670894319855, 0.403968199180026, 0.4146788768704674, 0.3698429400741006] |  0.0030476560350507|      0.00246503|[1043, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.2235925188546058, 0.40533503429315, 0.4144508656116841, 0.3678869141571822]  |  0.0029812615830451|      0.00273893|[1057, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
