k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.90000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.0, 3.0]                                                                      |889.3031475218829200|      0.81000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.1220139110964524, 2.1992424802108026]                                        |190.9480285644531250|      0.90000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.1220139110964524, 2.1992424802108026]                                        |190.9480285644531250|      0.81000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[2.1220139110964524, 2.1992424802108026]                                        |190.9480285644531250|      0.72900000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.1220139110964524, 2.1992424802108026]                                        |190.9480285644531250|      0.65610000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[2.1220139110964524, 2.1992424802108026]                                        |190.9480285644531250|      0.59049000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[2.1220139110964524, 2.1992424802108026]                                        |190.9480285644531250|      0.53144100|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[2.1220139110964524, 2.1992424802108026]                                        |190.9480285644531250|      0.47829690|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.8814428992368337, 1.7858497942541576]                                        | 59.6953773498535156|      0.53144100|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[1.8814428992368337, 1.7858497942541576]                                        | 59.6953773498535156|      0.47829690|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.8814428992368337, 1.7858497942541576]                                        | 59.6953773498535156|      0.43046721|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.8814428992368337, 1.7858497942541576]                                        | 59.6953773498535156|      0.38742049|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.8814428992368337, 1.7858497942541576]                                        | 59.6953773498535156|      0.34867844|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.7081311747277796, 1.483294508829713]                                         | 20.5694885253906250|      0.38742049|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.08862938|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.07976644|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.07178980|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.06461082|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.05814974|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.05233476|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.04710129|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.04239116|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.03815204|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.03433684|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.03090315|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.02781284|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.02503156|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.02252840|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.242032910388505, 0.8368269820505012]                                         |  0.0786549821496010|      0.02027556|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.2228441034048827, 0.8302780887660614]                                        |  0.0658059567213058|      0.02252840|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[1.2228441034048827, 0.8302780887660614]                                        |  0.0658059567213058|      0.02027556|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.2228441034048827, 0.8302780887660614]                                        |  0.0658059567213058|      0.01824800|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.2228441034048827, 0.8302780887660614]                                        |  0.0658059567213058|      0.01642320|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.2228441034048827, 0.8302780887660614]                                        |  0.0658059567213058|      0.01478088|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[1.2228441034048827, 0.8302780887660614]                                        |  0.0658059567213058|      0.01330279|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.2228441034048827, 0.8302780887660614]                                        |  0.0658059567213058|      0.01197252|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[1.2112749717628228, 0.8333596975740329]                                        |  0.0607310049235821|      0.01330279|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[1.2112749717628228, 0.8333596975740329]                                        |  0.0607310049235821|      0.01197252|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.2112749717628228, 0.8333596975740329]                                        |  0.0607310049235821|      0.01077526|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.203495488314851, 0.8408152957604993]                                         |  0.0565003901720047|      0.01197252|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[1.203495488314851, 0.8408152957604993]                                         |  0.0565003901720047|      0.01077526|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.203495488314851, 0.8408152957604993]                                         |  0.0565003901720047|      0.00969774|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.1957881337273528, 0.8467011087002021]                                        |  0.0527867116034031|      0.01077526|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.1957881337273528, 0.8467011087002021]                                        |  0.0527867116034031|      0.00969774|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[1.1886810354999395, 0.8532992344556344]                                        |  0.0491590090095997|      0.01077526|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.1829312395894582, 0.8624122007138361]                                        |  0.0453872308135033|      0.01197252|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[1.1829312395894582, 0.8624122007138361]                                        |  0.0453872308135033|      0.01077526|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.1829312395894582, 0.8624122007138361]                                        |  0.0453872308135033|      0.00969774|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[1.1829312395894582, 0.8624122007138361]                                        |  0.0453872308135033|      0.00872796|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[1.1758243879491164, 0.86747875850074]                                          |  0.0422650389373302|      0.00969774|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[1.1758243879491164, 0.86747875850074]                                          |  0.0422650389373302|      0.00872796|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.1678601053688378, 0.8710491297737782]                                        |  0.0394790247082710|      0.00969774|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[1.1678601053688378, 0.8710491297737782]                                        |  0.0394790247082710|      0.00872796|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.1678601053688378, 0.8710491297737782]                                        |  0.0394790247082710|      0.00785517|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[1.164673638473994, 0.8782289682570045]                                         |  0.0369486697018147|      0.00872796|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[1.164673638473994, 0.8782289682570045]                                         |  0.0369486697018147|      0.00785517|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[1.1589531846468344, 0.8836122813566196]                                        |  0.0343558117747307|      0.00872796|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.1509162140088898, 0.8870158751941216]                                        |  0.0317875593900681|      0.00969774|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[1.1509162140088898, 0.8870158751941216]                                        |  0.0317875593900681|      0.00872796|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[1.1509162140088898, 0.8870158751941216]                                        |  0.0317875593900681|      0.00785517|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
