k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.20000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[0.3610914613869166, 0.0639451140583074]                                        |  0.0521188080310822|      0.04000000|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      51|[0.3610914613869166, 0.0639451140583074]                                        |  0.0521188080310822|      0.00800000|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[0.3531080465050205, 0.0634302482277063]                                        |  0.0476911514997482|      0.04000000|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      53|[0.3531080465050205, 0.0634302482277063]                                        |  0.0476911514997482|      0.00800000|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[0.3451226606335376, 0.0629469134746406]                                        |  0.0435523316264153|      0.04000000|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      55|[0.3451226606335376, 0.0629469134746406]                                        |  0.0435523316264153|      0.00800000|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[0.3371390946501032, 0.0624343959743072]                                        |  0.0396893918514252|      0.04000000|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      57|[0.3371390946501032, 0.0624343959743072]                                        |  0.0396893918514252|      0.00800000|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[0.3291590219762273, 0.0618700909861493]                                        |  0.0360897853970528|      0.04000000|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      59|[0.3291590219762273, 0.0618700909861493]                                        |  0.0360897853970528|      0.00800000|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[0.3211789646498275, 0.0613055690048473]                                        |  0.0327412113547325|      0.04000000|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      61|[0.3211789646498275, 0.0613055690048473]                                        |  0.0327412113547325|      0.00800000|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[0.3132014619199394, 0.0607060273510587]                                        |  0.0296317283064127|      0.04000000|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      63|[0.3132014619199394, 0.0607060273510587]                                        |  0.0296317283064127|      0.00800000|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[0.30521950680708, 0.0601690053996467]                                          |  0.0267496202141047|      0.04000000|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      65|[0.30521950680708, 0.0601690053996467]                                          |  0.0267496202141047|      0.00800000|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[0.297243910312362, 0.0595446172563889]                                         |  0.0240835007280111|      0.04000000|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      67|[0.297243910312362, 0.0595446172563889]                                         |  0.0240835007280111|      0.00800000|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[0.2892624988738371, 0.0589995746443079]                                        |  0.0216222833842039|      0.04000000|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      69|[0.2892624988738371, 0.0589995746443079]                                        |  0.0216222833842039|      0.00800000|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[0.2892624988738371, 0.0589995746443079]                                        |  0.0216222833842039|      0.00160000|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[0.2876669815725689, 0.0588798894683088]                                        |  0.0211536623537540|      0.00800000|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[0.2876669815725689, 0.0588798894683088]                                        |  0.0211536623537540|      0.00160000|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[0.2860714126712626, 0.0587608941693088]                                        |  0.0206927191466093|      0.00800000|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      74|[0.2860714126712626, 0.0587608941693088]                                        |  0.0206927191466093|      0.00160000|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[0.2844761763015743, 0.058637521057069]                                         |  0.0202393680810928|      0.00800000|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      76|[0.2844761763015743, 0.058637521057069]                                         |  0.0202393680810928|      0.00160000|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[0.2828807270555434, 0.058516932071919]                                         |  0.0197935272008181|      0.00800000|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      78|[0.2828807270555434, 0.058516932071919]                                         |  0.0197935272008181|      0.00160000|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[0.2812855610007936, 0.0583926531204672]                                        |  0.0193551089614630|      0.00800000|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      80|[0.2812855610007936, 0.0583926531204672]                                        |  0.0193551089614630|      0.00160000|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
