k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.12500000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.8442529551741675, 0.8856974084974998]                                       |624.8868408203125000|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[-0.1359892082641077, 0.8302347646432185]                                       |  0.0029996465891600|      0.00390625|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[-0.1359892082641077, 0.8302347646432185]                                       |  0.0029996465891600|      0.00195312|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.1340400946085715, 0.8303598774859935]                                       |  0.0028243577107787|      0.00390625|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[-0.1340400946085715, 0.8303598774859935]                                       |  0.0028243577107787|      0.00195312|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[-0.1320936663460556, 0.8305214766335912]                                       |  0.0026580821722746|      0.00390625|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[-0.1320936663460556, 0.8305214766335912]                                       |  0.0026580821722746|      0.00195312|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.1301466151026603, 0.8306753880406328]                                       |  0.0025004104245454|      0.00390625|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[-0.1301466151026603, 0.8306753880406328]                                       |  0.0025004104245454|      0.00195312|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.1282010280816522, 0.8308468185201566]                                       |  0.0023509545717388|      0.00390625|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[-0.1282010280816522, 0.8308468185201566]                                       |  0.0023509545717388|      0.00195312|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[-0.1282010280816522, 0.8308468185201566]                                       |  0.0023509545717388|      0.00097656|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[-0.1272280230332171, 0.8309300981222574]                                       |  0.0022791847586632|      0.00195312|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[-0.1272280230332171, 0.8309300981222574]                                       |  0.0022791847586632|      0.00097656|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[-0.126254510373, 0.8310072176191657]                                           |  0.0022093264851719|      0.00195312|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[-0.126254510373, 0.8310072176191657]                                           |  0.0022093264851719|      0.00097656|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[-0.1252814158674424, 0.8310894453496451]                                       |  0.0021413355134428|      0.00195312|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[-0.1252814158674424, 0.8310894453496451]                                       |  0.0021413355134428|      0.00097656|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[-0.1243082400792857, 0.8311707054367224]                                       |  0.0020751673728228|      0.00195312|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[-0.1243082400792857, 0.8311707054367224]                                       |  0.0020751673728228|      0.00097656|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[-0.1233346823009326, 0.831247253255858]                                        |  0.0020107803866267|      0.00195312|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[-0.1233346823009326, 0.831247253255858]                                        |  0.0020107803866267|      0.00097656|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
