k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3745460440724845, 0.0805014905256098, -0.0046744768418433, 0.3414217719043455, 0.2806374926820427, 0.2369282320626381, 0.1412396821792244, -0.1602703582654666, -0.3428440853709424, 0.0293231933301588, 0.1002231869784366, -0.0840799884918297, 0.0931275987240298, -0.2873611031390292, 0.1488417562867712, 0.0735541899016584, -0.0583301272550185, 0.1481653520123203, -0.145756711977893, 0.3521121417460836, -0.1677835838101617, 0.3210179035019631]| 13.9616146087646484|      2.00000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
      12|[1.3296626522387929, 0.1978536082937071, 0.1344138627655626, 1.6487991468853986, -0.2274876350698295, 0.7425708407433611, 0.5899990639548996, 0.1529401599046686, -0.7568441713265508, -0.1604373502867284, 0.1197167297214008, 0.0732091300128172, 0.233164582630276, -0.0310459130343307, 0.3166154670536456, 0.238426149072408, 0.1060565306153445, 0.1386428970671556, -0.3186201102413492, 0.692731354365292, -0.1018750963553529, 0.1169736694964031]| 12.1984224319458008|      0.25000000|[350, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.3296626522387929, 0.1978536082937071, 0.1344138627655626, 1.6487991468853986, -0.2274876350698295, 0.7425708407433611, 0.5899990639548996, 0.1529401599046686, -0.7568441713265508, -0.1604373502867284, 0.1197167297214008, 0.0732091300128172, 0.233164582630276, -0.0310459130343307, 0.3166154670536456, 0.238426149072408, 0.1060565306153445, 0.1386428970671556, -0.3186201102413492, 0.692731354365292, -0.1018750963553529, 0.1169736694964031]| 12.1984224319458008|      0.12500000|[379, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.3911959569800594, 0.2040763139082231, 0.1330603790164636, 1.6818164819760624, -0.2509182984605398, 0.7407983912711293, 0.540251049753329, 0.1712797509219512, -0.7044284087449745, -0.1515814401116519, 0.1066498651318472, 0.0619894958934997, 0.2276134578029892, -0.0083722555651779, 0.3320644434109049, 0.2308123190167375, 0.0911817923421213, 0.1025104417724033, -0.3440571327370472, 0.7203395621887624, -0.1042555221935638, 0.1379227416311631]| 12.1802129745483398|      0.25000000|[408, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      15|[1.3911959569800594, 0.2040763139082231, 0.1330603790164636, 1.6818164819760624, -0.2509182984605398, 0.7407983912711293, 0.540251049753329, 0.1712797509219512, -0.7044284087449745, -0.1515814401116519, 0.1066498651318472, 0.0619894958934997, 0.2276134578029892, -0.0083722555651779, 0.3320644434109049, 0.2308123190167375, 0.0911817923421213, 0.1025104417724033, -0.3440571327370472, 0.7203395621887624, -0.1042555221935638, 0.1379227416311631]| 12.1802129745483398|      0.12500000|[437, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.4336267328033032, 0.21792864345638, 0.1690769846135378, 1.747285294764675, -0.2258501394282939, 0.7535290205520002, 0.5385445948643922, 0.1598660042811726, -0.7228294609237669, -0.1596743096980525, 0.0905081931980396, 0.0605325101993485, 0.2243428637042747, 0.0058887934674073, 0.3202334312401186, 0.2108217297208067, 0.0935028842435196, 0.1232840331269373, -0.3872660057295609, 0.667017004732442, -0.0950091040867024, 0.1596608573787364]| 12.1621065139770508|      0.25000000|[466, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[1.4336267328033032, 0.21792864345638, 0.1690769846135378, 1.747285294764675, -0.2258501394282939, 0.7535290205520002, 0.5385445948643922, 0.1598660042811726, -0.7228294609237669, -0.1596743096980525, 0.0905081931980396, 0.0605325101993485, 0.2243428637042747, 0.0058887934674073, 0.3202334312401186, 0.2108217297208067, 0.0935028842435196, 0.1232840331269373, -0.3872660057295609, 0.667017004732442, -0.0950091040867024, 0.1596608573787364]| 12.1621065139770508|      0.12500000|[495, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.47190042566678, 0.2439201915515069, 0.1928920744540861, 1.8031067358193897, -0.2302704868922905, 0.7267655455129046, 0.5824396845839572, 0.2244300256440571, -0.6886722734786785, -0.1676422382056565, 0.0913942724130792, 0.0344362648333486, 0.2117061290253518, 0.0171372287229924, 0.3132768908105685, 0.2150076624454396, 0.0854433132075789, 0.1448091926278898, -0.3824219143075794, 0.6772929280970019, -0.0962541064105578, 0.1665331116267552]| 12.1516227722167969|      0.25000000|[524, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      19|[1.47190042566678, 0.2439201915515069, 0.1928920744540861, 1.8031067358193897, -0.2302704868922905, 0.7267655455129046, 0.5824396845839572, 0.2244300256440571, -0.6886722734786785, -0.1676422382056565, 0.0913942724130792, 0.0344362648333486, 0.2117061290253518, 0.0171372287229924, 0.3132768908105685, 0.2150076624454396, 0.0854433132075789, 0.1448091926278898, -0.3824219143075794, 0.6772929280970019, -0.0962541064105578, 0.1665331116267552]| 12.1516227722167969|      0.12500000|[553, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.47190042566678, 0.2439201915515069, 0.1928920744540861, 1.8031067358193897, -0.2302704868922905, 0.7267655455129046, 0.5824396845839572, 0.2244300256440571, -0.6886722734786785, -0.1676422382056565, 0.0913942724130792, 0.0344362648333486, 0.2117061290253518, 0.0171372287229924, 0.3132768908105685, 0.2150076624454396, 0.0854433132075789, 0.1448091926278898, -0.3824219143075794, 0.6772929280970019, -0.0962541064105578, 0.1665331116267552]| 12.1516227722167969|      0.06250000|[582, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.4997805622756557, 0.2372944435225932, 0.1918086896536007, 1.8339769847678513, -0.2297318246747402, 0.7127952703940706, 0.5811416507959057, 0.245901333698354, -0.6749448025456461, -0.1691415896870457, 0.0928564330858532, 0.0408247109193897, 0.2010999190588987, 0.0125054500270685, 0.3320386684193006, 0.2256508494092211, 0.080279114356113, 0.1628312371744113, -0.3749033799601283, 0.6844082860714158, -0.0859747057207246, 0.1752271607509735]| 12.1478099822998047|      0.12500000|[611, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[1.4997805622756557, 0.2372944435225932, 0.1918086896536007, 1.8339769847678513, -0.2297318246747402, 0.7127952703940706, 0.5811416507959057, 0.245901333698354, -0.6749448025456461, -0.1691415896870457, 0.0928564330858532, 0.0408247109193897, 0.2010999190588987, 0.0125054500270685, 0.3320386684193006, 0.2256508494092211, 0.080279114356113, 0.1628312371744113, -0.3749033799601283, 0.6844082860714158, -0.0859747057207246, 0.1752271607509735]| 12.1478099822998047|      0.06250000|[640, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.528469435211653, 0.2202155832739201, 0.1896936009453951, 1.868178770388103, -0.2306050361629943, 0.7164621272687884, 0.5827764572352149, 0.2450388930781429, -0.6870750879330146, -0.1652243647214326, 0.1039660254977096, 0.0330093427829361, 0.192090695230976, -0.0078696051785931, 0.329683186239643, 0.2323936408758543, 0.0983664257839239, 0.152365046967818, -0.3847331232029784, 0.69038443361261, -0.0863903336246857, 0.1635595260651388]| 12.1454534530639648|      0.12500000|[669, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[1.528469435211653, 0.2202155832739201, 0.1896936009453951, 1.868178770388103, -0.2306050361629943, 0.7164621272687884, 0.5827764572352149, 0.2450388930781429, -0.6870750879330146, -0.1652243647214326, 0.1039660254977096, 0.0330093427829361, 0.192090695230976, -0.0078696051785931, 0.329683186239643, 0.2323936408758543, 0.0983664257839239, 0.152365046967818, -0.3847331232029784, 0.69038443361261, -0.0863903336246857, 0.1635595260651388]| 12.1454534530639648|      0.06250000|[698, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.528469435211653, 0.2202155832739201, 0.1896936009453951, 1.868178770388103, -0.2306050361629943, 0.7164621272687884, 0.5827764572352149, 0.2450388930781429, -0.6870750879330146, -0.1652243647214326, 0.1039660254977096, 0.0330093427829361, 0.192090695230976, -0.0078696051785931, 0.329683186239643, 0.2323936408758543, 0.0983664257839239, 0.152365046967818, -0.3847331232029784, 0.69038443361261, -0.0863903336246857, 0.1635595260651388]| 12.1454534530639648|      0.03125000|[727, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.547332284133344, 0.21355277765038, 0.1876620922980982, 1.882947049362483, -0.2251710624765843, 0.7192257498346651, 0.5816655178508261, 0.2473175135592567, -0.684657264020683, -0.1637400847780325, 0.1037247044633269, 0.0280593821388498, 0.1942744056115165, -0.0039309153928748, 0.3321694988496353, 0.2278557002493407, 0.0963199031198946, 0.1438061211622108, -0.3748696244239286, 0.6957349813874256, -0.0916227311632481, 0.1639298423771168]| 12.1449260711669922|      0.06250000|[757, 52, 0, 52]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      27|[1.547332284133344, 0.21355277765038, 0.1876620922980982, 1.882947049362483, -0.2251710624765843, 0.7192257498346651, 0.5816655178508261, 0.2473175135592567, -0.684657264020683, -0.1637400847780325, 0.1037247044633269, 0.0280593821388498, 0.1942744056115165, -0.0039309153928748, 0.3321694988496353, 0.2278557002493407, 0.0963199031198946, 0.1438061211622108, -0.3748696244239286, 0.6957349813874256, -0.0916227311632481, 0.1639298423771168]| 12.1449260711669922|      0.03125000|[787, 54, 0, 54]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.547332284133344, 0.21355277765038, 0.1876620922980982, 1.882947049362483, -0.2251710624765843, 0.7192257498346651, 0.5816655178508261, 0.2473175135592567, -0.684657264020683, -0.1637400847780325, 0.1037247044633269, 0.0280593821388498, 0.1942744056115165, -0.0039309153928748, 0.3321694988496353, 0.2278557002493407, 0.0963199031198946, 0.1438061211622108, -0.3748696244239286, 0.6957349813874256, -0.0916227311632481, 0.1639298423771168]| 12.1449260711669922|      0.01562500|[816, 56, 0, 56]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.547332284133344, 0.21355277765038, 0.1876620922980982, 1.882947049362483, -0.2251710624765843, 0.7192257498346651, 0.5816655178508261, 0.2473175135592567, -0.684657264020683, -0.1637400847780325, 0.1037247044633269, 0.0280593821388498, 0.1942744056115165, -0.0039309153928748, 0.3321694988496353, 0.2278557002493407, 0.0963199031198946, 0.1438061211622108, -0.3748696244239286, 0.6957349813874256, -0.0916227311632481, 0.1639298423771168]| 12.1449260711669922|      0.00781250|[845, 58, 0, 58]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.547548516318536, 0.2128034049941642, 0.1900561222301365, 1.8871947001904676, -0.2283882673040604, 0.7195040584102541, 0.5778186734716614, 0.2476566774076325, -0.6831321698983079, -0.1647328774093643, 0.1037035876000282, 0.0289042102637486, 0.1935258832250663, -0.0019479595198326, 0.3309542647089573, 0.2274046019453865, 0.0964441970270531, 0.1432023495400842, -0.3748170048713222, 0.6963376658976791, -0.0914734930910368, 0.1645173332031042]| 12.1448774337768555|      0.01562500|[874, 60, 0, 60]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      31|[1.547548516318536, 0.2128034049941642, 0.1900561222301365, 1.8871947001904676, -0.2283882673040604, 0.7195040584102541, 0.5778186734716614, 0.2476566774076325, -0.6831321698983079, -0.1647328774093643, 0.1037035876000282, 0.0289042102637486, 0.1935258832250663, -0.0019479595198326, 0.3309542647089573, 0.2274046019453865, 0.0964441970270531, 0.1432023495400842, -0.3748170048713222, 0.6963376658976791, -0.0914734930910368, 0.1645173332031042]| 12.1448774337768555|      0.00781250|[903, 62, 0, 62]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.547548516318536, 0.2128034049941642, 0.1900561222301365, 1.8871947001904676, -0.2283882673040604, 0.7195040584102541, 0.5778186734716614, 0.2476566774076325, -0.6831321698983079, -0.1647328774093643, 0.1037035876000282, 0.0289042102637486, 0.1935258832250663, -0.0019479595198326, 0.3309542647089573, 0.2274046019453865, 0.0964441970270531, 0.1432023495400842, -0.3748170048713222, 0.6963376658976791, -0.0914734930910368, 0.1645173332031042]| 12.1448774337768555|      0.00390625|[932, 64, 0, 64]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.547952420015345, 0.2126458364722764, 0.1923710435490901, 1.8886347854578143, -0.2275012384974422, 0.7197482626225769, 0.5776022362091934, 0.2468039744886126, -0.6821141919836523, -0.1639313687546865, 0.1022300813390465, 0.0287905810685915, 0.1936179579582729, -0.002021782828865, 0.3315525907142878, 0.2267304120855043, 0.09573500499546, 0.1426599978323385, -0.3751041221922721, 0.6966707526104072, -0.0911768404466239, 0.165017281094691]| 12.1448602676391602|      0.00781250|[961, 66, 0, 66]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      34|[1.547952420015345, 0.2126458364722764, 0.1923710435490901, 1.8886347854578143, -0.2275012384974422, 0.7197482626225769, 0.5776022362091934, 0.2468039744886126, -0.6821141919836523, -0.1639313687546865, 0.1022300813390465, 0.0287905810685915, 0.1936179579582729, -0.002021782828865, 0.3315525907142878, 0.2267304120855043, 0.09573500499546, 0.1426599978323385, -0.3751041221922721, 0.6966707526104072, -0.0911768404466239, 0.165017281094691]| 12.1448602676391602|      0.00390625|[990, 68, 0, 68]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.5494322685659794, 0.213900990176598, 0.1932811153453941, 1.889926811407377, -0.228184335177759, 0.7196125858544415, 0.5787040079001655, 0.2470879007430815, -0.6816841780809721, -0.1641734019255258, 0.1035189658085207, 0.0285458304316383, 0.19356242901112, -0.0021727024456523, 0.3306909784336254, 0.2264519946278945, 0.096256554134449, 0.1433595667168064, -0.3745774775564955, 0.6950413688462186, -0.0911661403251944, 0.1658611884581251]| 12.1448459625244141|      0.00781250|[1019, 70, 0, 70]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      36|[1.5494322685659794, 0.213900990176598, 0.1932811153453941, 1.889926811407377, -0.228184335177759, 0.7196125858544415, 0.5787040079001655, 0.2470879007430815, -0.6816841780809721, -0.1641734019255258, 0.1035189658085207, 0.0285458304316383, 0.19356242901112, -0.0021727024456523, 0.3306909784336254, 0.2264519946278945, 0.096256554134449, 0.1433595667168064, -0.3745774775564955, 0.6950413688462186, -0.0911661403251944, 0.1658611884581251]| 12.1448459625244141|      0.00390625|[1048, 72, 0, 72]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.5502099125017108, 0.2145835331776255, 0.1944901097201059, 1.8921678553484127, -0.2283715120486744, 0.7191307955914994, 0.5780222104309145, 0.2467177586047979, -0.681259258185155, -0.1631615616012473, 0.1038679199237823, 0.0289692923246847, 0.1934394827986346, -0.0030626351031795, 0.3301294648008303, 0.2253090877478034, 0.0958153645728087, 0.144895113789036, -0.3748804976270474, 0.6955091302808512, -0.0910129662180952, 0.1659816254447776]| 12.1448326110839844|      0.00781250|[1077, 74, 0, 74]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      38|[1.5502099125017108, 0.2145835331776255, 0.1944901097201059, 1.8921678553484127, -0.2283715120486744, 0.7191307955914994, 0.5780222104309145, 0.2467177586047979, -0.681259258185155, -0.1631615616012473, 0.1038679199237823, 0.0289692923246847, 0.1934394827986346, -0.0030626351031795, 0.3301294648008303, 0.2253090877478034, 0.0958153645728087, 0.144895113789036, -0.3748804976270474, 0.6955091302808512, -0.0910129662180952, 0.1659816254447776]| 12.1448326110839844|      0.00390625|[1106, 76, 0, 76]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.5507376282743977, 0.21305590454949, 0.1944156253554889, 1.8947536736765087, -0.2284134275291535, 0.7197395565532068, 0.5775879644628109, 0.2460981030363983, -0.6807815836847089, -0.163505100406603, 0.1036760920534693, 0.0290217052251015, 0.1930725962765539, -0.0030632488035451, 0.3307668454325294, 0.2244893111612584, 0.0945604031208274, 0.1454898637554093, -0.3748376381585834, 0.696587058159927, -0.0904587095893454, 0.1660889093049705]| 12.1448230743408203|      0.00781250|[1135, 78, 0, 78]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      40|[1.5507376282743977, 0.21305590454949, 0.1944156253554889, 1.8947536736765087, -0.2284134275291535, 0.7197395565532068, 0.5775879644628109, 0.2460981030363983, -0.6807815836847089, -0.163505100406603, 0.1036760920534693, 0.0290217052251015, 0.1930725962765539, -0.0030632488035451, 0.3307668454325294, 0.2244893111612584, 0.0945604031208274, 0.1454898637554093, -0.3748376381585834, 0.696587058159927, -0.0904587095893454, 0.1660889093049705]| 12.1448230743408203|      0.00390625|[1164, 80, 0, 80]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.5507376282743977, 0.21305590454949, 0.1944156253554889, 1.8947536736765087, -0.2284134275291535, 0.7197395565532068, 0.5775879644628109, 0.2460981030363983, -0.6807815836847089, -0.163505100406603, 0.1036760920534693, 0.0290217052251015, 0.1930725962765539, -0.0030632488035451, 0.3307668454325294, 0.2244893111612584, 0.0945604031208274, 0.1454898637554093, -0.3748376381585834, 0.696587058159927, -0.0904587095893454, 0.1660889093049705]| 12.1448230743408203|      0.00195312|[1193, 82, 0, 82]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.5509166330531057, 0.2126145309153426, 0.1942724956240026, 1.895910704088275, -0.2279604038112917, 0.71933923138449, 0.5776994954846334, 0.2462565977056574, -0.6816777611189259, -0.1633422275817716, 0.1032200722491364, 0.0288847243535582, 0.1928521536950296, -0.0031014268265174, 0.330420649855899, 0.2239812375731069, 0.094846499336397, 0.14580948110366, -0.37469378098814, 0.6964118705114422, -0.0902527704488232, 0.1658371890572896]| 12.1448202133178711|      0.00390625|[1222, 84, 0, 84]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      43|[1.5509166330531057, 0.2126145309153426, 0.1942724956240026, 1.895910704088275, -0.2279604038112917, 0.71933923138449, 0.5776994954846334, 0.2462565977056574, -0.6816777611189259, -0.1633422275817716, 0.1032200722491364, 0.0288847243535582, 0.1928521536950296, -0.0031014268265174, 0.330420649855899, 0.2239812375731069, 0.094846499336397, 0.14580948110366, -0.37469378098814, 0.6964118705114422, -0.0902527704488232, 0.1658371890572896]| 12.1448202133178711|      0.00195312|[1251, 86, 0, 86]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.5509166330531057, 0.2126145309153426, 0.1942724956240026, 1.895910704088275, -0.2279604038112917, 0.71933923138449, 0.5776994954846334, 0.2462565977056574, -0.6816777611189259, -0.1633422275817716, 0.1032200722491364, 0.0288847243535582, 0.1928521536950296, -0.0031014268265174, 0.330420649855899, 0.2239812375731069, 0.094846499336397, 0.14580948110366, -0.37469378098814, 0.6964118705114422, -0.0902527704488232, 0.1658371890572896]| 12.1448202133178711|      0.00097656|[1280, 88, 0, 88]                                                          |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.5507311848001777, 0.2124480957852375, 0.194338840794974, 1.8964494250574433, -0.2280033523338747, 0.7196647076140432, 0.5776391008218505, 0.2463721612741653, -0.6817599889475264, -0.1631819036413749, 0.1034718084493993, 0.0291647710589324, 0.1928173577409826, -0.0031879382364074, 0.3306247306694385, 0.2241793872353276, 0.094796713613823, 0.1458733019365789, -0.3742545141700676, 0.6964954206908256, -0.0902662006755653, 0.1658776992909684]| 12.1448192596435547|      0.00195312|[1309, 90, 0, 90]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      46|[1.5498647809386128, 0.2120894864862228, 0.1943743493060308, 1.897432340904345, -0.2277923182838624, 0.7200010957559726, 0.5780340365967861, 0.2465246156728654, -0.6816929560724067, -0.1628718042064817, 0.1035508758473656, 0.0289259222711581, 0.193133730151805, -0.0024686070982127, 0.3304977680347476, 0.223836212567709, 0.0943914852936289, 0.1458734128785787, -0.37383005712712, 0.6963436183900259, -0.0902471119424537, 0.1664676085113728]| 12.1448163986206055|      0.00390625|[1338, 92, 0, 92]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
