k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.10000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.8367268485136266, -0.5918645172223155]                                       |  0.2025711238384247|      0.10000000|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      38|[1.8367268485136266, -0.5918645172223155]                                       |  0.2025711238384247|      0.01000000|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.8416258710363107, -0.6005822909244847]                                       |  0.1936640590429306|      0.10000000|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      40|[1.8416258710363107, -0.6005822909244847]                                       |  0.1936640590429306|      0.01000000|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.8465070161538486, -0.6093100868857533]                                       |  0.1849455982446671|      0.10000000|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      42|[1.8465070161538486, -0.6093100868857533]                                       |  0.1849455982446671|      0.01000000|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.8513943428212283, -0.6180344228516775]                                       |  0.1764165610074997|      0.10000000|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      44|[1.8513943428212283, -0.6180344228516775]                                       |  0.1764165610074997|      0.01000000|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.856266914689798, -0.6267670080007397]                                        |  0.1680777668952942|      0.10000000|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      46|[1.856266914689798, -0.6267670080007397]                                        |  0.1680777668952942|      0.01000000|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.8611183515520178, -0.6355113524799958]                                       |  0.1599300652742386|      0.10000000|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      48|[1.8611183515520178, -0.6355113524799958]                                       |  0.1599300652742386|      0.01000000|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.8659524847346118, -0.6442652748221772]                                       |  0.1519743502140045|      0.10000000|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      50|[1.8659524847346118, -0.6442652748221772]                                       |  0.1519743502140045|      0.01000000|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.8707760073215927, -0.6530250482126757]                                       |  0.1442115455865860|      0.10000000|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      52|[1.8707760073215927, -0.6530250482126757]                                       |  0.1442115455865860|      0.01000000|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.8755745562918837, -0.6617985268716637]                                       |  0.1366425603628159|      0.10000000|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      54|[1.8755745562918837, -0.6617985268716637]                                       |  0.1366425603628159|      0.01000000|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.880371346579982, -0.6705729671918212]                                        |  0.1292683929204941|      0.10000000|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      56|[1.880371346579982, -0.6705729671918212]                                        |  0.1292683929204941|      0.01000000|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.8851298260493075, -0.679368242806605]                                        |  0.1220899894833565|      0.10000000|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      58|[1.8851298260493075, -0.679368242806605]                                        |  0.1220899894833565|      0.01000000|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.8898798465585995, -0.688168089689438]                                        |  0.1151083782315254|      0.10000000|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      60|[1.8898798465585995, -0.688168089689438]                                        |  0.1151083782315254|      0.01000000|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.8945798555975106, -0.6969947490254583]                                       |  0.1083244979381561|      0.10000000|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      62|[1.8945798555975106, -0.6969947490254583]                                       |  0.1083244979381561|      0.01000000|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.8992642454723654, -0.7058297075143455]                                       |  0.1017393916845322|      0.10000000|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      64|[1.8992642454723654, -0.7058297075143455]                                       |  0.1017393916845322|      0.01000000|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.9039142889042033, -0.7146827915014101]                                       |  0.0953540503978729|      0.10000000|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      66|[1.9039142889042033, -0.7146827915014101]                                       |  0.0953540503978729|      0.01000000|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.9085139988757107, -0.7235621309012763]                                       |  0.0891694650053978|      0.10000000|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      68|[1.9085139988757107, -0.7235621309012763]                                       |  0.0891694650053978|      0.01000000|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.913099870043618, -0.732448625465015]                                         |  0.0831866785883904|      0.10000000|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      70|[1.913099870043618, -0.732448625465015]                                         |  0.0831866785883904|      0.01000000|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.9176491498822168, -0.7413539077710466]                                       |  0.0774067044258118|      0.10000000|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[1.9176491498822168, -0.7413539077710466]                                       |  0.0774067044258118|      0.01000000|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.922147483434359, -0.7502850328543534]                                        |  0.0718304887413979|      0.10000000|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      74|[1.922147483434359, -0.7502850328543534]                                        |  0.0718304887413979|      0.01000000|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.9265802341082958, -0.7592488892489369]                                       |  0.0664589405059814|      0.10000000|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      76|[1.9265802341082958, -0.7592488892489369]                                       |  0.0664589405059814|      0.01000000|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.9309596769521686, -0.7682389104044877]                                       |  0.0612929537892342|      0.10000000|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      78|[1.9309596769521686, -0.7682389104044877]                                       |  0.0612929537892342|      0.01000000|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.9352839308784486, -0.7772556075814506]                                       |  0.0563334189355373|      0.10000000|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      80|[1.9352839308784486, -0.7772556075814506]                                       |  0.0563334189355373|      0.01000000|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
