k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.20000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.8614172365822671, 4.877967203868825]                                         |  0.3977567255496979|      0.00160000|[217, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.8614172365822671, 4.877967203868825]                                         |  0.3977567255496979|      0.00032000|[224, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.8610995586173718, 4.877928723865967]                                         |  0.3964371085166931|      0.00160000|[229, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.8610995586173718, 4.877928723865967]                                         |  0.3964371085166931|      0.00032000|[237, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.8608081292442386, 4.877796553822178]                                         |  0.3957514464855194|      0.00160000|[242, 92, 0, 92]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.8608081292442386, 4.877796553822178]                                         |  0.3957514464855194|      0.00032000|[249, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.8605772202279776, 4.877575011442013]                                         |  0.3955482840538025|      0.00160000|[254, 97, 0, 97]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.8605772202279776, 4.877575011442013]                                         |  0.3955482840538025|      0.00032000|[260, 99, 0, 99]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.8605772202279776, 4.877575011442013]                                         |  0.3955482840538025|      0.00006400|[266, 101, 0, 101]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.8606160177892592, 4.877524112038887]                                         |  0.3954915702342987|      0.00032000|[272, 103, 0, 103]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.8606581916160507, 4.877206903324735]                                         |  0.3952485918998718|      0.00160000|[278, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.8609663514327933, 4.8756368595268285]                                        |  0.3941937983036041|      0.00800000|[285, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      46|[0.8609663514327933, 4.8756368595268285]                                        |  0.3941937983036041|      0.00160000|[293, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.8609663514327933, 4.8756368595268285]                                        |  0.3941937983036041|      0.00032000|[299, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.8607183391986902, 4.875434646936382]                                         |  0.3939517140388489|      0.00160000|[304, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.8609678274116359, 4.873854217997264]                                         |  0.3927888274192810|      0.00800000|[312, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      50|[0.8609678274116359, 4.873854217997264]                                         |  0.3927888274192810|      0.00160000|[320, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.8612480845054624, 4.872278954222096]                                         |  0.3918576836585999|      0.00800000|[327, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      52|[0.8612480845054624, 4.872278954222096]                                         |  0.3918576836585999|      0.00160000|[335, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.8612480845054624, 4.872278954222096]                                         |  0.3918576836585999|      0.00032000|[341, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.8609342807323765, 4.872216286910066]                                         |  0.3915614783763885|      0.00160000|[346, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.8615305682016563, 4.870731550821066]                                         |  0.3912054598331451|      0.00800000|[353, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      56|[0.8615305682016563, 4.870731550821066]                                         |  0.3912054598331451|      0.00160000|[359, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.8615305682016563, 4.870731550821066]                                         |  0.3912054598331451|      0.00032000|[365, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.8612125027583317, 4.870696417165368]                                         |  0.3905140161514282|      0.00160000|[371, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.8612125027583317, 4.870696417165368]                                         |  0.3905140161514282|      0.00032000|[379, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.8610326113513699, 4.870431768187094]                                         |  0.3902471065521240|      0.00160000|[385, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.8610797808108227, 4.868832463637581]                                         |  0.3890881538391113|      0.00800000|[390, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.8610797808108227, 4.868832463637581]                                         |  0.3890881538391113|      0.00160000|[396, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.8609937718151243, 4.867234777043578]                                         |  0.3881135880947113|      0.00800000|[401, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.8609937718151243, 4.867234777043578]                                         |  0.3881135880947113|      0.00160000|[408, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.8615779605050597, 4.865745239002925]                                         |  0.3869906067848206|      0.00800000|[415, 157, 0, 157]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      66|[0.8615779605050597, 4.865745239002925]                                         |  0.3869906067848206|      0.00160000|[423, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
