k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.10000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.1012822715675175, 0.9840372278995588]                                       |10561.7939453125000000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[-1.1012822715675175, 0.9840372278995588]                                       |10561.7939453125000000|      0.10000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-1.1012822715675175, 0.9840372278995588]                                       |10561.7939453125000000|      0.01000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-1.0914983856652483, 0.9819694811424879]                                       |9597.0380859375000000|      0.10000000|[29, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       6|[-0.9947486378174277, 0.956681414957365]                                        |3566.5068359375000000|      1.00000000|[34, 12, 0, 12]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.9947486378174277, 0.956681414957365]                                        |3566.5068359375000000|      0.10000000|[40, 14, 0, 14]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.9947486378174277, 0.956681414957365]                                        |3566.5068359375000000|      0.01000000|[46, 16, 0, 16]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.9849371947449752, 0.9547486488473494]                                       |3218.6047363281250000|      0.10000000|[52, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      10|[-0.8854568028684411, 0.9445677042894403]                                       |1112.7915039062500000|      1.00000000|[57, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[-0.8854568028684411, 0.9445677042894403]                                       |1112.7915039062500000|      0.10000000|[65, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.7860252369004677, 0.9339204657199067]                                       |354.0181579589843750|      1.00000000|[70, 25, 0, 25]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      13|[-0.7860252369004677, 0.9339204657199067]                                       |354.0181579589843750|      0.10000000|[78, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.6860254524077839, 0.933712856912745]                                        |103.3464126586914062|      1.00000000|[83, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[-0.6860254524077839, 0.933712856912745]                                        |103.3464126586914062|      0.10000000|[90, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.5909151287864809, 0.9028255400876949]                                       | 26.9758911132812500|      1.00000000|[95, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[-0.5909151287864809, 0.9028255400876949]                                       | 26.9758911132812500|      0.10000000|[103, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[-0.2460379364623879, 0.8714879214089503]                                       |  0.0537234954535961|      0.01000000|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[-0.2360492490310086, 0.8719634457492361]                                       |  0.0423708856105804|      0.10000000|[216, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[-0.2360492490310086, 0.8719634457492361]                                       |  0.0423708856105804|      0.01000000|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[-0.2260507937125758, 0.872139204803919]                                        |  0.0332255326211452|      0.10000000|[228, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[-0.2260507937125758, 0.872139204803919]                                        |  0.0332255326211452|      0.01000000|[234, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[-0.2160517389063349, 0.8722766929190072]                                       |  0.0259014740586281|      0.10000000|[240, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[-0.2160517389063349, 0.8722766929190072]                                       |  0.0259014740586281|      0.01000000|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.2060517684813059, 0.8722523721758731]                                       |  0.0200678147375584|      0.10000000|[252, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[-0.2060517684813059, 0.8722523721758731]                                       |  0.0200678147375584|      0.01000000|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.1960520601129982, 0.872176001050455]                                        |  0.0154460826888680|      0.10000000|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[-0.1960520601129982, 0.872176001050455]                                        |  0.0154460826888680|      0.01000000|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.1860595542616061, 0.8725630757330332]                                       |  0.0117999892681837|      0.10000000|[277, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[-0.1860595542616061, 0.8725630757330332]                                       |  0.0117999892681837|      0.01000000|[284, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.1760599338721051, 0.8724759432713692]                                       |  0.0089480942115188|      0.10000000|[290, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[-0.1760599338721051, 0.8724759432713692]                                       |  0.0089480942115188|      0.01000000|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.1660705479179292, 0.8729365605295284]                                       |  0.0067243007943034|      0.10000000|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[-0.1660705479179292, 0.8729365605295284]                                       |  0.0067243007943034|      0.01000000|[309, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[-0.1560708415110458, 0.8728599330139998]                                       |  0.0050098155625165|      0.10000000|[315, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[-0.1560708415110458, 0.8728599330139998]                                       |  0.0050098155625165|      0.01000000|[323, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[-0.1460906527219247, 0.8734890846121871]                                       |  0.0036907233297825|      0.10000000|[328, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[-0.1460906527219247, 0.8734890846121871]                                       |  0.0036907233297825|      0.01000000|[335, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[-0.1361246295963577, 0.8743127247403149]                                       |  0.0026870148722082|      0.10000000|[340, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[-0.1361246295963577, 0.8743127247403149]                                       |  0.0026870148722082|      0.01000000|[347, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[-0.1361246295963577, 0.8743127247403149]                                       |  0.0026870148722082|      0.00100000|[354, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.1351292457232697, 0.874408698409602]                                        |  0.0026012375019491|      0.01000000|[360, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[-0.1351292457232697, 0.874408698409602]                                        |  0.0026012375019491|      0.00100000|[366, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[-0.1341334124581784, 0.8744998911074328]                                       |  0.0025178585201502|      0.01000000|[372, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[-0.1341334124581784, 0.8744998911074328]                                       |  0.0025178585201502|      0.00100000|[380, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[-0.1331381393415368, 0.8745970066226226]                                       |  0.0024368204176426|      0.01000000|[386, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[-0.1331381393415368, 0.8745970066226226]                                       |  0.0024368204176426|      0.00100000|[393, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[-0.132143129627831, 0.8746967847245838]                                        |  0.0023580649867654|      0.01000000|[399, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[-0.132143129627831, 0.8746967847245838]                                        |  0.0023580649867654|      0.00100000|[406, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      66|[-0.131148045973794, 0.8747958227045127]                                        |  0.0022815349511802|      0.01000000|[411, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[-0.131148045973794, 0.8747958227045127]                                        |  0.0022815349511802|      0.00100000|[418, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      68|[-0.1301527949058872, 0.8748931639179346]                                       |  0.0022071748971939|      0.01000000|[424, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
