k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7036309226937327, 2.044926510672277]                                         | 99.3338851928710938|      5.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.5155925769604186, 0.1376373112276561]                                        |  0.2040091454982758|      0.00800000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.507776119388034, 0.1359334946239362]                                         |  0.1980125457048416|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[1.507776119388034, 0.1359334946239362]                                         |  0.1980125457048416|      0.00800000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.4998415962570344, 0.1349120531505111]                                        |  0.1935371011495590|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.4998415962570344, 0.1349120531505111]                                        |  0.1935371011495590|      0.00800000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.4919472964702358, 0.1336158931001504]                                        |  0.1905473470687866|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[1.4919472964702358, 0.1336158931001504]                                        |  0.1905473470687866|      0.00800000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.484574799404911, 0.1305100458692361]                                         |  0.1889337450265884|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[1.484574799404911, 0.1305100458692361]                                         |  0.1889337450265884|      0.00800000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.484574799404911, 0.1305100458692361]                                         |  0.1889337450265884|      0.00160000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.4833279709455676, 0.1295073401332542]                                        |  0.1887553334236145|      0.00800000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[1.4833279709455676, 0.1295073401332542]                                        |  0.1887553334236145|      0.00160000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.4821720996363394, 0.1284010121906879]                                        |  0.1886126250028610|      0.00800000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.4821720996363394, 0.1284010121906879]                                        |  0.1886126250028610|      0.00160000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.4816760308323114, 0.126879856136343]                                         |  0.1884878575801849|      0.00800000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.4816760308323114, 0.126879856136343]                                         |  0.1884878575801849|      0.00160000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.4810562867946577, 0.1254047570455044]                                        |  0.1883739084005356|      0.00800000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[1.4810562867946577, 0.1254047570455044]                                        |  0.1883739084005356|      0.00160000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.4810562867946577, 0.1254047570455044]                                        |  0.1883739084005356|      0.00032000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.4810015224287767, 0.1250894780195137]                                        |  0.1883516907691956|      0.00160000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[1.4804648846083799, 0.1235821559405539]                                        |  0.1882487833499908|      0.00800000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[1.4804648846083799, 0.1235821559405539]                                        |  0.1882487833499908|      0.00160000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.48059254665533, 0.1219872570717322]                                          |  0.1881407499313354|      0.00800000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[1.48059254665533, 0.1219872570717322]                                          |  0.1881407499313354|      0.00160000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.4807491892784157, 0.1203949433185313]                                        |  0.1880334317684174|      0.00800000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[1.4807491892784157, 0.1203949433185313]                                        |  0.1880334317684174|      0.00160000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.4807491892784157, 0.1203949433185313]                                        |  0.1880334317684174|      0.00032000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.4807615236560125, 0.120075181120751]                                         |  0.1880120784044266|      0.00160000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[1.4807615236560125, 0.120075181120751]                                         |  0.1880120784044266|      0.00032000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.4807829579229417, 0.119755899783681]                                         |  0.1879907399415970|      0.00160000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[1.4807829579229417, 0.119755899783681]                                         |  0.1879907399415970|      0.00032000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[1.4808220310012499, 0.1194382942192594]                                        |  0.1879694312810898|      0.00160000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[1.4813030669361422, 0.1179123176698517]                                        |  0.1878675222396851|      0.00800000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[1.4813030669361422, 0.1179123176698517]                                        |  0.1878675222396851|      0.00160000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[1.4813030669361422, 0.1179123176698517]                                        |  0.1878675222396851|      0.00032000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.4812886698175165, 0.1175926417042626]                                        |  0.1878462731838226|      0.00160000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[1.4816123021119014, 0.1160257140932891]                                        |  0.1877439767122269|      0.00800000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[1.4816123021119014, 0.1160257140932891]                                        |  0.1877439767122269|      0.00160000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[1.4816123021119014, 0.1160257140932891]                                        |  0.1877439767122269|      0.00032000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.481595018936262, 0.1157061811656591]                                         |  0.1877227574586868|      0.00160000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.4810696951430238, 0.1141948787762421]                                        |  0.1876244992017746|      0.00800000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[1.4810696951430238, 0.1141948787762421]                                        |  0.1876244992017746|      0.00160000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.4813985372481007, 0.1126290362330952]                                        |  0.1875217556953430|      0.00800000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[1.4813985372481007, 0.1126290362330952]                                        |  0.1875217556953430|      0.00160000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.4818462307817242, 0.1110929468802411]                                        |  0.1874233186244965|      0.00800000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[1.4818462307817242, 0.1110929468802411]                                        |  0.1874233186244965|      0.00160000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.4818462307817242, 0.1110929468802411]                                        |  0.1874233186244965|      0.00032000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[1.4818173685617513, 0.1107742511440628]                                        |  0.1874026954174042|      0.00160000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[1.4818173685617513, 0.1107742511440628]                                        |  0.1874026954174042|      0.00032000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[1.481798015683189, 0.1104548368893851]                                         |  0.1873821318149567|      0.00160000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[1.481798015683189, 0.1104548368893851]                                         |  0.1873821318149567|      0.00032000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.4817954027065667, 0.1101348475577611]                                        |  0.1873616427183151|      0.00160000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[1.4817954027065667, 0.1101348475577611]                                        |  0.1873616427183151|      0.00032000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[1.4817792114437183, 0.1098152574405682]                                        |  0.1873411983251572|      0.00160000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[1.4817792114437183, 0.1098152574405682]                                        |  0.1873411983251572|      0.00032000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.481760031787823, 0.1094958327377042]                                         |  0.1873208284378052|      0.00160000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[1.4817824854970407, 0.1078959902982926]                                        |  0.1872196048498154|      0.00800000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[1.4817824854970407, 0.1078959902982926]                                        |  0.1872196048498154|      0.00160000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[1.4817824854970407, 0.1078959902982926]                                        |  0.1872196048498154|      0.00032000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[1.4817849749321705, 0.1075759999817005]                                        |  0.1871994733810425|      0.00160000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[1.4817849749321705, 0.1075759999817005]                                        |  0.1871994733810425|      0.00032000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[1.481779005207278, 0.10725605567032]                                           |  0.1871794164180756|      0.00160000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[1.482104721670601, 0.1056895599679575]                                         |  0.1870816648006439|      0.00800000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[1.482104721670601, 0.1056895599679575]                                         |  0.1870816648006439|      0.00160000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
