k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.64302462172135, 0.4865038459953798, -7.658242184450481]                      |  4.2215895652770996|      0.04000000|[244, 93, 0, 93]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.6357758733528909, 0.4521076942224545, -7.639153957966476]                    |  4.1058044433593750|      0.20000000|[249, 95, 0, 95]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.6357758733528909, 0.4521076942224545, -7.639153957966476]                    |  4.1058044433593750|      0.04000000|[260, 99, 0, 99]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.6077464283935212, 0.4329662569676885, -7.660318919461634]                    |  3.9688348770141602|      0.20000000|[265, 101, 0, 101]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[1.6077464283935212, 0.4329662569676885, -7.660318919461634]                    |  3.9688348770141602|      0.04000000|[275, 105, 0, 105]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.5796983148027037, 0.409994278055159, -7.643419466546262]                     |  3.8286762237548828|      0.20000000|[281, 107, 0, 107]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[1.5796983148027037, 0.409994278055159, -7.643419466546262]                     |  3.8286762237548828|      0.04000000|[291, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.5489242657382358, 0.3903506723828806, -7.659762252733744]                    |  3.6927733421325684|      0.20000000|[297, 113, 0, 113]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[1.5489242657382358, 0.3903506723828806, -7.659762252733744]                    |  3.6927733421325684|      0.04000000|[308, 117, 0, 117]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.5114502788973183, 0.3913111548428159, -7.645805971578261]                    |  3.5799362659454346|      0.20000000|[313, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[1.5114502788973183, 0.3913111548428159, -7.645805971578261]                    |  3.5799362659454346|      0.04000000|[325, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.4815505071338864, 0.365428255914059, -7.651812567247892]                     |  3.4430088996887207|      0.20000000|[330, 125, 0, 125]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[1.4815505071338864, 0.365428255914059, -7.651812567247892]                     |  3.4430088996887207|      0.04000000|[340, 129, 0, 129]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.4508737301699923, 0.3612709009660095, -7.677143413166325]                    |  3.3459632396697998|      0.20000000|[345, 131, 0, 131]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[1.4508737301699923, 0.3612709009660095, -7.677143413166325]                    |  3.3459632396697998|      0.04000000|[356, 135, 0, 135]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.4155832399172068, 0.3424936861739459, -7.675730082925103]                    |  3.2143602371215820|      0.20000000|[361, 137, 0, 137]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[1.4155832399172068, 0.3424936861739459, -7.675730082925103]                    |  3.2143602371215820|      0.04000000|[373, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      47|[1.3786274439370942, 0.3360066537991973, -7.661866910328426]                    |  3.1011905670166016|      0.20000000|[378, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[1.3786274439370942, 0.3360066537991973, -7.661866910328426]                    |  3.1011905670166016|      0.04000000|[390, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.3396033733697423, 0.3364272077522742, -7.670638743131603]                    |  2.9957542419433594|      0.20000000|[396, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[1.3396033733697423, 0.3364272077522742, -7.670638743131603]                    |  2.9957542419433594|      0.04000000|[407, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      51|[1.303957931363779, 0.318810311432187, -7.675003079077288]                      |  2.8761563301086426|      0.20000000|[412, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[1.303957931363779, 0.318810311432187, -7.675003079077288]                      |  2.8761563301086426|      0.04000000|[423, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
