k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837735710342441, 10.088547766945183, 9.017233703635014]                      |33320054.0000000000000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.81561832209714, 10.665254504742816, 7.3706751907947865]                     |5525594.5000000000000000|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[8.72679777600936, 11.243285067725107, 4.008724954027454]                       |2163650.5000000000000000|      8.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[8.72679777600936, 11.243285067725107, 4.008724954027454]                       |2163650.5000000000000000|      4.00000000|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[6.434718291670415, 9.696657932751787, 1.118341563742225]                       |934855.6875000000000000|      8.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[5.286312656891927, 1.984332388355301, 2.907531099609927]                       |5358.4243164062500000|     16.00000000|[43, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
       7|[5.286312656891927, 1.984332388355301, 2.907531099609927]                       |5358.4243164062500000|      8.00000000|[54, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[5.286312656891927, 1.984332388355301, 2.907531099609927]                       |5358.4243164062500000|      4.00000000|[65, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[3.949119205066339, -0.2732659723053246, -0.1116017749646958]                   |249.8770751953125000|      8.00000000|[71, 27, 0, 27]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[3.949119205066339, -0.2732659723053246, -0.1116017749646958]                   |249.8770751953125000|      4.00000000|[82, 31, 0, 31]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.3216488089905024, -0.0187585334535712, 0.1270621869796279]                   |  0.0119432602077723|      0.12500000|[198, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.1978163760132963, -0.0276632573699394, 0.1125282805908063]                   |  0.0019451978150755|      0.25000000|[207, 79, 0, 79]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | iterate success | actual_k=1
      23|[0.1978163760132963, -0.0276632573699394, 0.1125282805908063]                   |  0.0019451978150755|      0.12500000|[218, 83, 0, 83]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.1978163760132963, -0.0276632573699394, 0.1125282805908063]                   |  0.0019451978150755|      0.06250000|[228, 87, 0, 87]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.1978163760132963, -0.0276632573699394, 0.1125282805908063]                   |  0.0019451978150755|      0.03125000|[239, 91, 0, 91]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.1671310012141502, -0.0323319348037396, 0.1161578431615655]                   |  0.0011647422797978|      0.06250000|[244, 93, 0, 93]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.1671310012141502, -0.0323319348037396, 0.1161578431615655]                   |  0.0011647422797978|      0.03125000|[255, 97, 0, 97]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.1371336911853858, -0.0337221565671343, 0.1075096540744345]                   |  0.0006162028876133|      0.06250000|[263, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      29|[0.1371336911853858, -0.0337221565671343, 0.1075096540744345]                   |  0.0006162028876133|      0.03125000|[273, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.1371336911853858, -0.0337221565671343, 0.1075096540744345]                   |  0.0006162028876133|      0.01562500|[284, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.1241049446277461, -0.031639495799239, 0.0991397728170532]                    |  0.0004260128771421|      0.03125000|[292, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      32|[0.1241049446277461, -0.031639495799239, 0.0991397728170532]                    |  0.0004260128771421|      0.01562500|[304, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.1113375406286521, -0.0291709479024455, 0.0904771928661867]                   |  0.0002838920336217|      0.03125000|[312, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      34|[0.1113375406286521, -0.0291709479024455, 0.0904771928661867]                   |  0.0002838920336217|      0.01562500|[324, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.1113375406286521, -0.0291709479024455, 0.0904771928661867]                   |  0.0002838920336217|      0.00781250|[334, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1051286993119992, -0.0264126808474832, 0.0866200684699384]                   |  0.0002292343415320|      0.01562500|[340, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.1051286993119992, -0.0264126808474832, 0.0866200684699384]                   |  0.0002292343415320|      0.00781250|[351, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.0989920015016261, -0.0249281726633528, 0.0820187282645839]                   |  0.0001818223245209|      0.01562500|[359, 135, 0, 135]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      39|[0.0989920015016261, -0.0249281726633528, 0.0820187282645839]                   |  0.0001818223245209|      0.00781250|[370, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.0929088536991532, -0.0244989569086273, 0.0771354667623537]                   |  0.0001423885987606|      0.01562500|[378, 143, 0, 143]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      41|[0.0929088536991532, -0.0244989569086273, 0.0771354667623537]                   |  0.0001423885987606|      0.00781250|[390, 147, 0, 147]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.0929088536991532, -0.0244989569086273, 0.0771354667623537]                   |  0.0001423885987606|      0.00390625|[401, 151, 0, 151]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.089153114108875, -0.0243807044867045, 0.0760681216648213]                    |  0.0001264963357244|      0.00781250|[407, 153, 0, 153]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.089153114108875, -0.0243807044867045, 0.0760681216648213]                    |  0.0001264963357244|      0.00390625|[417, 157, 0, 157]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.0864339448152189, -0.0260344843257026, 0.0738031890700051]                   |  0.0001136321370723|      0.00781250|[423, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.0864339448152189, -0.0260344843257026, 0.0738031890700051]                   |  0.0001136321370723|      0.00390625|[433, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
