k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.1254740311663003, -0.9952568129301316]                                       |  2.4036831855773926|      0.12500000|[88, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[1.1254740311663003, -0.9952568129301316]                                       |  2.4036831855773926|      0.06250000|[95, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.064745980850038, -0.9804800100017071]                                        |  2.1796035766601562|      0.12500000|[101, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[1.064745980850038, -0.9804800100017071]                                        |  2.1796035766601562|      0.06250000|[108, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.0038180851434866, -0.9665501311518533]                                       |  1.9783880710601807|      0.12500000|[114, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[1.0038180851434866, -0.9665501311518533]                                       |  1.9783880710601807|      0.06250000|[121, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.9427761230695678, -0.9531289215876501]                                       |  1.7978413105010986|      0.12500000|[126, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.9427761230695678, -0.9531289215876501]                                       |  1.7978413105010986|      0.06250000|[134, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.8829451110722216, -0.9350596104947096]                                       |  1.6356104612350464|      0.12500000|[140, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[0.8829451110722216, -0.9350596104947096]                                       |  1.6356104612350464|      0.06250000|[147, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.8239247673682176, -0.9144963172501624]                                       |  1.4909753799438477|      0.12500000|[153, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.8239247673682176, -0.9144963172501624]                                       |  1.4909753799438477|      0.06250000|[161, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.8239247673682176, -0.9144963172501624]                                       |  1.4909753799438477|      0.03125000|[167, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.7939982886008359, -0.9054980747225657]                                       |  1.4245916604995728|      0.06250000|[173, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.7939982886008359, -0.9054980747225657]                                       |  1.4245916604995728|      0.03125000|[179, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.7638565042898571, -0.8972497210352885]                                       |  1.3619832992553711|      0.06250000|[185, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[0.7638565042898571, -0.8972497210352885]                                       |  1.3619832992553711|      0.03125000|[192, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.7333909358336913, -0.8902918737645679]                                       |  1.3030344247817993|      0.06250000|[197, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.7333909358336913, -0.8902918737645679]                                       |  1.3030344247817993|      0.03125000|[205, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.7027779137654228, -0.8840145033081028]                                       |  1.2476402521133423|      0.06250000|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.7027779137654228, -0.8840145033081028]                                       |  1.2476402521133423|      0.03125000|[218, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.6724628831067032, -0.8764275792831179]                                       |  1.1956140995025635|      0.06250000|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.6724628831067032, -0.8764275792831179]                                       |  1.1956140995025635|      0.03125000|[230, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.6417434553376398, -0.870693535549304]                                        |  1.1469722986221313|      0.06250000|[235, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.6417434553376398, -0.870693535549304]                                        |  1.1469722986221313|      0.03125000|[241, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.6110634776812383, -0.8647520314465785]                                       |  1.1015387773513794|      0.06250000|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.6110634776812383, -0.8647520314465785]                                       |  1.1015387773513794|      0.03125000|[253, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.5807441127256141, -0.8571824470004104]                                       |  1.0592054128646851|      0.06250000|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.5807441127256141, -0.8571824470004104]                                       |  1.0592054128646851|      0.03125000|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.5504850680935417, -0.8493752248340922]                                       |  1.0199733972549438|      0.06250000|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.5504850680935417, -0.8493752248340922]                                       |  1.0199733972549438|      0.03125000|[279, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.5504850680935417, -0.8493752248340922]                                       |  1.0199733972549438|      0.01562500|[286, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.5353693310589712, -0.845418569819852]                                        |  1.0015029907226562|      0.03125000|[291, 110, 0, 110]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.5353693310589712, -0.845418569819852]                                        |  1.0015029907226562|      0.01562500|[299, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.5200666888907975, -0.8422610759286732]                                       |  0.9837988018989563|      0.03125000|[304, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.5200666888907975, -0.8422610759286732]                                       |  0.9837988018989563|      0.01562500|[312, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.5050707128856208, -0.8378723029051319]                                       |  0.9668453335762024|      0.03125000|[317, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.5050707128856208, -0.8378723029051319]                                       |  0.9668453335762024|      0.01562500|[323, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.4899154065025346, -0.8340700255040489]                                       |  0.9506222009658813|      0.03125000|[328, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.4899154065025346, -0.8340700255040489]                                       |  0.9506222009658813|      0.01562500|[336, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.4747729466530677, -0.8302169053778029]                                       |  0.9351404309272766|      0.03125000|[342, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.4747729466530677, -0.8302169053778029]                                       |  0.9351404309272766|      0.01562500|[349, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.4598230087237004, -0.8256737808023522]                                       |  0.9204101562500000|      0.03125000|[354, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.4598230087237004, -0.8256737808023522]                                       |  0.9204101562500000|      0.01562500|[360, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.4448269168043256, -0.8212854038648428]                                       |  0.9064036607742310|      0.03125000|[366, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.4448269168043256, -0.8212854038648428]                                       |  0.9064036607742310|      0.01562500|[372, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.4298044131354763, -0.8169883108335706]                                       |  0.8931216001510620|      0.03125000|[377, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.4298044131354763, -0.8169883108335706]                                       |  0.8931216001510620|      0.01562500|[385, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.4149206216965686, -0.8122329583331668]                                       |  0.8805772662162781|      0.03125000|[390, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.4149206216965686, -0.8122329583331668]                                       |  0.8805772662162781|      0.01562500|[396, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.39962628976313, -0.8090354537264772]                                         |  0.8687601685523987|      0.03125000|[401, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.39962628976313, -0.8090354537264772]                                         |  0.8687601685523987|      0.01562500|[408, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.3843848024899136, -0.8055948591993085]                                       |  0.8576688170433044|      0.03125000|[413, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.3843848024899136, -0.8055948591993085]                                       |  0.8576688170433044|      0.01562500|[420, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.3696476405000459, -0.8004028767759562]                                       |  0.8472881913185120|      0.03125000|[425, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
