k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.90000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.22876792|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.20589113|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.18530202|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.16677182|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.1364517201710802, 10.006032232892577, 1.0956941961304463]                    |  0.9633490443229675|      0.18530202|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.1364517201710802, 10.006032232892577, 1.0956941961304463]                    |  0.9633490443229675|      0.16677182|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.1364517201710802, 10.006032232892577, 1.0956941961304463]                    |  0.9633490443229675|      0.15009464|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.1364517201710802, 10.006032232892577, 1.0956941961304463]                    |  0.9633490443229675|      0.13508517|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.1364517201710802, 10.006032232892577, 1.0956941961304463]                    |  0.9633490443229675|      0.12157665|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.1364517201710802, 10.006032232892577, 1.0956941961304463]                    |  0.9633490443229675|      0.10941899|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.1364517201710802, 10.006032232892577, 1.0956941961304463]                    |  0.9633490443229675|      0.09847709|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.2068166925294826, 10.01748431636736, 1.1636306204326063]                     |  0.5919895768165588|      0.10941899|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.2068166925294826, 10.01748431636736, 1.1636306204326063]                     |  0.5919895768165588|      0.09847709|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.2068166925294826, 10.01748431636736, 1.1636306204326063]                     |  0.5919895768165588|      0.08862938|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2068166925294826, 10.01748431636736, 1.1636306204326063]                     |  0.5919895768165588|      0.07976644|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.2068166925294826, 10.01748431636736, 1.1636306204326063]                     |  0.5919895768165588|      0.07178980|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.2068166925294826, 10.01748431636736, 1.1636306204326063]                     |  0.5919895768165588|      0.06461082|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.2601255704230517, 10.021010935692729, 1.199966338559427]                     |  0.4074216783046722|      0.07178980|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.2601255704230517, 10.021010935692729, 1.199966338559427]                     |  0.4074216783046722|      0.06461082|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.2601255704230517, 10.021010935692729, 1.199966338559427]                     |  0.4074216783046722|      0.05814974|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.2601255704230517, 10.021010935692729, 1.199966338559427]                     |  0.4074216783046722|      0.05233476|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.3102315237062752, 10.033264144138677, 1.2088082715105979]                    |  0.3043826818466187|      0.05814974|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.3102315237062752, 10.033264144138677, 1.2088082715105979]                    |  0.3043826818466187|      0.05233476|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.3102315237062752, 10.033264144138677, 1.2088082715105979]                    |  0.3043826818466187|      0.04710129|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.3102315237062752, 10.033264144138677, 1.2088082715105979]                    |  0.3043826818466187|      0.04239116|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.3375185990167422, 10.032053207401145, 1.2412267763054374]                    |  0.2290662080049515|      0.04710129|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.3375185990167422, 10.032053207401145, 1.2412267763054374]                    |  0.2290662080049515|      0.04239116|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.3375185990167422, 10.032053207401145, 1.2412267763054374]                    |  0.2290662080049515|      0.03815204|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.3375185990167422, 10.032053207401145, 1.2412267763054374]                    |  0.2290662080049515|      0.03433684|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.3716367827245693, 10.029304818533376, 1.2439497079763286]                    |  0.1848064810037613|      0.03815204|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.3716367827245693, 10.029304818533376, 1.2439497079763286]                    |  0.1848064810037613|      0.03433684|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.3716367827245693, 10.029304818533376, 1.2439497079763286]                    |  0.1848064810037613|      0.03090315|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.3716367827245693, 10.029304818533376, 1.2439497079763286]                    |  0.1848064810037613|      0.02781284|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.3950015091978543, 10.031696934738196, 1.258846732747626]                     |  0.1507315784692764|      0.03090315|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.3950015091978543, 10.031696934738196, 1.258846732747626]                     |  0.1507315784692764|      0.02781284|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.3950015091978543, 10.031696934738196, 1.258846732747626]                     |  0.1507315784692764|      0.02503156|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.3950015091978543, 10.031696934738196, 1.258846732747626]                     |  0.1507315784692764|      0.02252840|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.4158090659364823, 10.038631347739612, 1.2639934098261874]                    |  0.1296391785144806|      0.02503156|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.4158090659364823, 10.038631347739612, 1.2639934098261874]                    |  0.1296391785144806|      0.02252840|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.4158090659364823, 10.038631347739612, 1.2639934098261874]                    |  0.1296391785144806|      0.02027556|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.4158090659364823, 10.038631347739612, 1.2639934098261874]                    |  0.1296391785144806|      0.01824800|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.4158090659364823, 10.038631347739612, 1.2639934098261874]                    |  0.1296391785144806|      0.01642320|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.4292715808101473, 10.029367523905258, 1.2656255454924277]                    |  0.1184454262256622|      0.01824800|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.4292715808101473, 10.029367523905258, 1.2656255454924277]                    |  0.1184454262256622|      0.01642320|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.4441574161517049, 10.025883942249887, 1.271625393042575]                     |  0.1060054600238800|      0.01824800|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.4441574161517049, 10.025883942249887, 1.271625393042575]                     |  0.1060054600238800|      0.01642320|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.4441574161517049, 10.025883942249887, 1.271625393042575]                     |  0.1060054600238800|      0.01478088|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.4441574161517049, 10.025883942249887, 1.271625393042575]                     |  0.1060054600238800|      0.01330279|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.4441574161517049, 10.025883942249887, 1.271625393042575]                     |  0.1060054600238800|      0.01197252|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.4546717101042423, 10.020763292415893, 1.2741885332560503]                    |  0.0987923815846443|      0.01330279|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.4668211045234091, 10.016631393873519, 1.2776933834826703]                    |  0.0912911146879196|      0.01478088|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.4668211045234091, 10.016631393873519, 1.2776933834826703]                    |  0.0912911146879196|      0.01330279|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.4668211045234091, 10.016631393873519, 1.2776933834826703]                    |  0.0912911146879196|      0.01197252|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.4763284282142923, 10.023625199403336, 1.2797030103745448]                    |  0.0860773995518684|      0.01330279|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.4763284282142923, 10.023625199403336, 1.2797030103745448]                    |  0.0860773995518684|      0.01197252|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.4874248369152249, 10.024095881228444, 1.2841739490185051]                    |  0.0807436928153038|      0.01330279|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.4874248369152249, 10.024095881228444, 1.2841739490185051]                    |  0.0807436928153038|      0.01197252|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.4874248369152249, 10.024095881228444, 1.2841739490185051]                    |  0.0807436928153038|      0.01077526|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.4981066357570783, 10.022686551289802, 1.2840351338120737]                    |  0.0764601677656174|      0.01197252|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.4981066357570783, 10.022686551289802, 1.2840351338120737]                    |  0.0764601677656174|      0.01077526|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.4981066357570783, 10.022686551289802, 1.2840351338120737]                    |  0.0764601677656174|      0.00969774|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.4981066357570783, 10.022686551289802, 1.2840351338120737]                    |  0.0764601677656174|      0.00872796|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.4981066357570783, 10.022686551289802, 1.2840351338120737]                    |  0.0764601677656174|      0.00785517|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.5059450580728848, 10.023003117086377, 1.2836319296297343]                    |  0.0735644474625587|      0.00872796|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.5059450580728848, 10.023003117086377, 1.2836319296297343]                    |  0.0735644474625587|      0.00785517|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.5059450580728848, 10.023003117086377, 1.2836319296297343]                    |  0.0735644474625587|      0.00706965|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.5129459350672673, 10.023405274178314, 1.282734182986285]                     |  0.0711219236254692|      0.00785517|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
