k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[2.4663284962388543, 0.2012329057415227, -7.573366480851583]                    |  7.1401805877685547|      0.06250000|[110, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      13|[2.4230651293290495, 0.2012334606597565, -7.618472257458572]                    |  6.9286947250366211|      0.12500000|[116, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[2.4230651293290495, 0.2012334606597565, -7.618472257458572]                    |  6.9286947250366211|      0.06250000|[126, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[2.365793240354595, 0.2006578776188723, -7.5934552744777895]                    |  6.6540136337280273|      0.12500000|[132, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[2.365793240354595, 0.2006578776188723, -7.5934552744777895]                    |  6.6540136337280273|      0.06250000|[143, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      17|[2.3212978152285855, 0.1573688697234089, -7.586211729884002]                    |  6.4205818176269531|      0.12500000|[149, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[2.3212978152285855, 0.1573688697234089, -7.586211729884002]                    |  6.4205818176269531|      0.06250000|[161, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      19|[2.2728112639439484, 0.1182728225653368, -7.581034525895744]                    |  6.1821441650390625|      0.12500000|[166, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[2.2728112639439484, 0.1182728225653368, -7.581034525895744]                    |  6.1821441650390625|      0.06250000|[177, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      21|[2.2105750000129207, 0.1162746486062868, -7.586410839943195]                    |  5.9024739265441895|      0.12500000|[183, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[2.2105750000129207, 0.1162746486062868, -7.586410839943195]                    |  5.9024739265441895|      0.06250000|[194, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[2.1481657592921013, 0.1129080413378274, -7.586359574450171]                    |  5.6293911933898926|      0.12500000|[202, 77, 0, 77]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      24|[2.1481657592921013, 0.1129080413378274, -7.586359574450171]                    |  5.6293911933898926|      0.06250000|[212, 81, 0, 81]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[2.086800511120254, 0.1080650277112448, -7.57553822814667]                      |  5.3680491447448730|      0.12500000|[217, 83, 0, 83]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[2.086800511120254, 0.1080650277112448, -7.57553822814667]                      |  5.3680491447448730|      0.06250000|[227, 87, 0, 87]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[2.0299675991844692, 0.0963215754605432, -7.5987408454588365]                   |  5.1309175491333008|      0.12500000|[233, 89, 0, 89]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[2.0299675991844692, 0.0963215754605432, -7.5987408454588365]                   |  5.1309175491333008|      0.06250000|[243, 93, 0, 93]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.9675171350147191, 0.0939002906054398, -7.5993126012049474]                   |  4.8806734085083008|      0.12500000|[251, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      30|[1.9675171350147191, 0.0939002906054398, -7.5993126012049474]                   |  4.8806734085083008|      0.06250000|[262, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.9053014630070768, 0.0880013343174479, -7.598498677774995]                    |  4.6383385658264160|      0.12500000|[267, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.9053014630070768, 0.0880013343174479, -7.598498677774995]                    |  4.6383385658264160|      0.06250000|[278, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.843002280056706, 0.0843857115025189, -7.595036153352495]                     |  4.4040250778198242|      0.12500000|[283, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[1.843002280056706, 0.0843857115025189, -7.595036153352495]                     |  4.4040250778198242|      0.06250000|[293, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.7806042887663587, 0.0808163049663827, -7.5950316913448965]                   |  4.1771755218505859|      0.12500000|[302, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      36|[1.7806042887663587, 0.0808163049663827, -7.5950316913448965]                   |  4.1771755218505859|      0.06250000|[312, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.7192471392165194, 0.082330994082139, -7.606832365732459]                     |  3.9627573490142822|      0.12500000|[318, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[1.7192471392165194, 0.082330994082139, -7.606832365732459]                     |  3.9627573490142822|      0.06250000|[329, 125, 0, 125]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.66385657523651, 0.1106211080431316, -7.60068379890347]                       |  3.7825129032135010|      0.12500000|[334, 127, 0, 127]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[1.66385657523651, 0.1106211080431316, -7.60068379890347]                       |  3.7825129032135010|      0.06250000|[344, 131, 0, 131]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.603805992133456, 0.10667870209468, -7.5838126725533765]                      |  3.5851147174835205|      0.12500000|[350, 133, 0, 133]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[1.603805992133456, 0.10667870209468, -7.5838126725533765]                      |  3.5851147174835205|      0.06250000|[360, 137, 0, 137]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.5416371342499595, 0.110880157357398, -7.588673833231342]                     |  3.3908050060272217|      0.12500000|[367, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      44|[1.5416371342499595, 0.110880157357398, -7.588673833231342]                     |  3.3908050060272217|      0.06250000|[377, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      45|[1.4795256459165018, 0.1039874149804715, -7.5896241592428115]                   |  3.2011642456054688|      0.12500000|[386, 147, 0, 147]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      46|[1.4795256459165018, 0.1039874149804715, -7.5896241592428115]                   |  3.2011642456054688|      0.06250000|[397, 151, 0, 151]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      47|[1.4193948977450752, 0.1063497279606665, -7.606504994581386]                    |  3.0275316238403320|      0.12500000|[403, 153, 0, 153]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[1.4193948977450752, 0.1063497279606665, -7.606504994581386]                    |  3.0275316238403320|      0.06250000|[413, 157, 0, 157]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.3606502891656458, 0.0853534156715864, -7.602700282620009]                    |  2.8589532375335693|      0.12500000|[419, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[1.3606502891656458, 0.0853534156715864, -7.602700282620009]                    |  2.8589532375335693|      0.06250000|[429, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
