k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      5.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.1684309155808707, -0.6989778708435695]                                       |  0.7734606266021729|      0.00800000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.1604545510634678, -0.698363371791076]                                        |  0.7732445597648621|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.1604545510634678, -0.698363371791076]                                        |  0.7732445597648621|      0.00800000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1604545510634678, -0.698363371791076]                                        |  0.7732445597648621|      0.00160000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.1589678675599194, -0.697771956403825]                                        |  0.7732250094413757|      0.00800000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.1589678675599194, -0.697771956403825]                                        |  0.7732250094413757|      0.00160000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.1575159788785541, -0.6970996326299457]                                       |  0.7732118368148804|      0.00800000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.1575159788785541, -0.6970996326299457]                                       |  0.7732118368148804|      0.00160000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.1567465684543805, -0.6956967756881398]                                       |  0.7732024788856506|      0.00800000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.1567465684543805, -0.6956967756881398]                                       |  0.7732024788856506|      0.00160000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.1567465684543805, -0.6956967756881398]                                       |  0.7732024788856506|      0.00032000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.1565048052337594, -0.6954871318350104]                                       |  0.7732013463973999|      0.00160000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.1565048052337594, -0.6954871318350104]                                       |  0.7732013463973999|      0.00032000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.1562427279588123, -0.6953035140200896]                                       |  0.7732003927230835|      0.00160000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.1562427279588123, -0.6953035140200896]                                       |  0.7732003927230835|      0.00032000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.1559569436093863, -0.6951595442120633]                                       |  0.7731997966766357|      0.00160000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.1559569436093863, -0.6951595442120633]                                       |  0.7731997966766357|      0.00032000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.1558429583998834, -0.6948605335567104]                                       |  0.7731993198394775|      0.00160000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.1558429583998834, -0.6948605335567104]                                       |  0.7731993198394775|      0.00032000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.155727474016736, -0.6945620987108075]                                        |  0.7731992006301880|      0.00160000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.155727474016736, -0.6945620987108075]                                        |  0.7731992006301880|      0.00032000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00160000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00032000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00006400|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00001280|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000256|[247, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000051|[251, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000010|[255, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000002|[260, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[265, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[270, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[274, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[278, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[282, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[286, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[290, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[295, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[299, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[304, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[308, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[313, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[317, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.1554176996945046, -0.6946423475069733]                                       |  0.7731990814208984|      0.00000000|[318, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
