k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.25000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.4031971478206495, 0.180749087383937]                                         |  0.0931093096733093|      0.03125000|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.371979870847837, 0.1793193606958198]                                         |  0.0694385170936584|      0.06250000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[0.371979870847837, 0.1793193606958198]                                         |  0.0694385170936584|      0.03125000|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.3414795053153304, 0.1725156703454671]                                        |  0.0503906346857548|      0.06250000|[89, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[0.3414795053153304, 0.1725156703454671]                                        |  0.0503906346857548|      0.03125000|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.3414795053153304, 0.1725156703454671]                                        |  0.0503906346857548|      0.01562500|[100, 36, 0, 36]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.3262036812384551, 0.1692308836290491]                                        |  0.0425240248441696|      0.03125000|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.3262036812384551, 0.1692308836290491]                                        |  0.0425240248441696|      0.01562500|[110, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.3110095801329242, 0.1655867216410325]                                        |  0.0356280207633972|      0.03125000|[115, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[0.3110095801329242, 0.1655867216410325]                                        |  0.0356280207633972|      0.01562500|[120, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.2961097588747976, 0.160881835725744]                                         |  0.0296125411987305|      0.03125000|[125, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.2961097588747976, 0.160881835725744]                                         |  0.0296125411987305|      0.01562500|[131, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.2815205577061973, 0.1552875677430576]                                        |  0.0244102850556374|      0.03125000|[136, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[0.2815205577061973, 0.1552875677430576]                                        |  0.0244102850556374|      0.01562500|[142, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.2669768335178752, 0.1495761133106016]                                        |  0.0199320763349533|      0.03125000|[148, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[0.2669768335178752, 0.1495761133106016]                                        |  0.0199320763349533|      0.01562500|[154, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.2669768335178752, 0.1495761133106016]                                        |  0.0199320763349533|      0.00781250|[160, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.2595700142605876, 0.1470913226272894]                                        |  0.0179386492818594|      0.01562500|[165, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.2595700142605876, 0.1470913226272894]                                        |  0.0179386492818594|      0.00781250|[171, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.2520769369296809, 0.1448802259846589]                                        |  0.0161023940891027|      0.01562500|[176, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.2520769369296809, 0.1448802259846589]                                        |  0.0161023940891027|      0.00781250|[181, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.2446695476515928, 0.1423971351017342]                                        |  0.0144119532778859|      0.01562500|[186, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.2446695476515928, 0.1423971351017342]                                        |  0.0144119532778859|      0.00781250|[192, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2375823677864231, 0.1391097291625881]                                        |  0.0128662958741188|      0.01562500|[198, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.2375823677864231, 0.1391097291625881]                                        |  0.0128662958741188|      0.00781250|[204, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2302161092599724, 0.1365071551345359]                                        |  0.0114437341690063|      0.01562500|[210, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.2302161092599724, 0.1365071551345359]                                        |  0.0114437341690063|      0.00781250|[215, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2227773953372109, 0.1341195430585667]                                        |  0.0101455384865403|      0.01562500|[221, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
