k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.5083745371498309, 0.0088714958020431]                                        |  0.2004216611385345|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.1403972524476404, -0.0072372821037575]                                       |  0.0011676897993311|      0.00195312|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1384442249658573, -0.0072177649055736]                                       |  0.0011041043326259|      0.00390625|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.1384442249658573, -0.0072177649055736]                                       |  0.0011041043326259|      0.00195312|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1364917071601418, -0.0071690670207237]                                       |  0.0010431521805003|      0.00390625|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.1364917071601418, -0.0071690670207237]                                       |  0.0010431521805003|      0.00195312|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1345390103667492, -0.007128170826534]                                        |  0.0009847582550719|      0.00390625|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.1345390103667492, -0.007128170826534]                                        |  0.0009847582550719|      0.00195312|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.1325865695927957, -0.0070764766312237]                                       |  0.0009288528817706|      0.00390625|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.1325865695927957, -0.0070764766312237]                                       |  0.0009288528817706|      0.00195312|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.1306340832893591, -0.0070265316563245]                                       |  0.0008753621950746|      0.00390625|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.1306340832893591, -0.0070265316563245]                                       |  0.0008753621950746|      0.00195312|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.1286810370736299, -0.007008988998292]                                        |  0.0008242167532444|      0.00390625|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.1286810370736299, -0.007008988998292]                                        |  0.0008242167532444|      0.00195312|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.1267281929645701, -0.006975865723461]                                        |  0.0007753443787806|      0.00390625|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.1267281929645701, -0.006975865723461]                                        |  0.0007753443787806|      0.00195312|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.1247757051616924, -0.0069259794002983]                                       |  0.0007286797626875|      0.00390625|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.1247757051616924, -0.0069259794002983]                                       |  0.0007286797626875|      0.00195312|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.122822666899299, -0.0069075725740581]                                        |  0.0006841550348327|      0.00390625|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.122822666899299, -0.0069075725740581]                                        |  0.0006841550348327|      0.00195312|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.1208697435338085, -0.0068795084662606]                                       |  0.0006417016847990|      0.00390625|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
