k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585485476752, 0.050599473707634, 0.1384813977418705, 0.7794992754388204, -0.0047327376407361, 0.0009223873009766, -0.0040463495215168, 0.0039738893039355, 0.0032375379429151, 0.0004216718425405, -0.0012149941420723, -0.0014573707017666, -0.0010809541638961, -0.0027838741981676, 0.0010316381100019, 0.0031647868917324, 0.0079071868142221, 0.00114406518138, -0.0003495236642305, 0.0036037853978884, 0.0029761956023178, 0.0016656623243788]| 13.1513357162475586|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
      12|[1.2932761104616513, 0.1083196965498975, 0.2919198901798862, 1.656855997639152, -0.0051275476052774, 0.0015283691858069, -0.0038523092491145, 0.0003982475747103, 0.0084434934889699, 0.0009643767248508, -0.0037328003230112, -0.0048928384568404, -0.0020930786311672, -0.0052389310885598, 0.0012960041319012, 0.0029700580291177, 0.0089774023073865, -0.0017112578515259, -0.0011629581953742, 0.002640903333914, 0.0029559167416156, 0.0027624289036652]| 12.1980304718017578|      0.25000000|[1399, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      13|[1.2932761104616513, 0.1083196965498975, 0.2919198901798862, 1.656855997639152, -0.0051275476052774, 0.0015283691858069, -0.0038523092491145, 0.0003982475747103, 0.0084434934889699, 0.0009643767248508, -0.0037328003230112, -0.0048928384568404, -0.0020930786311672, -0.0052389310885598, 0.0012960041319012, 0.0029700580291177, 0.0089774023073865, -0.0017112578515259, -0.0011629581953742, 0.002640903333914, 0.0029559167416156, 0.0027624289036652]| 12.1980304718017578|      0.12500000|[1515, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      14|[1.3682275952103258, 0.1143613284906555, 0.3085770857570541, 1.7552695922167934, -0.005787396620051, 0.0021306894146083, -0.0036503016991838, 0.0017906582217121, 0.0071580783353143, 0.00159186936945, -0.0034917597465762, -0.0042945798896282, -0.0030966604252255, -0.0047671953632199, 0.0014902387835463, 0.0035391140995939, 0.009034293492358, -0.0018535998881493, -0.00144735397963, 0.0027495783763926, 0.0025455096243656, 0.0037422816525262]| 12.1657314300537109|      0.25000000|[1631, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      15|[1.3682275952103258, 0.1143613284906555, 0.3085770857570541, 1.7552695922167934, -0.005787396620051, 0.0021306894146083, -0.0036503016991838, 0.0017906582217121, 0.0071580783353143, 0.00159186936945, -0.0034917597465762, -0.0042945798896282, -0.0030966604252255, -0.0047671953632199, 0.0014902387835463, 0.0035391140995939, 0.009034293492358, -0.0018535998881493, -0.00144735397963, 0.0027495783763926, 0.0025455096243656, 0.0037422816525262]| 12.1657314300537109|      0.12500000|[1747, 120, 0, 30]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      16|[1.3682275952103258, 0.1143613284906555, 0.3085770857570541, 1.7552695922167934, -0.005787396620051, 0.0021306894146083, -0.0036503016991838, 0.0017906582217121, 0.0071580783353143, 0.00159186936945, -0.0034917597465762, -0.0042945798896282, -0.0030966604252255, -0.0047671953632199, 0.0014902387835463, 0.0035391140995939, 0.009034293492358, -0.0018535998881493, -0.00144735397963, 0.0027495783763926, 0.0025455096243656, 0.0037422816525262]| 12.1657314300537109|      0.06250000|[1863, 128, 0, 32]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      17|[1.4058656018735172, 0.1171892587686728, 0.3172359488634142, 1.804318533040531, -0.0057864375380118, 0.002192096731278, -0.0038450884244225, 0.0014734748957206, 0.0072037079173173, 0.0019674042524136, -0.0031421762384876, -0.0044568529158429, -0.0028624497111326, -0.0049459990740927, 0.0017874491739109, 0.0034895280116036, 0.0092412297850215, -0.0018215422809327, -0.0011583811467021, 0.0029112694953191, 0.0028382002759805, 0.0036528149890452]| 12.1550998687744141|      0.12500000|[1979, 136, 0, 34]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      18|[1.4058656018735172, 0.1171892587686728, 0.3172359488634142, 1.804318533040531, -0.0057864375380118, 0.002192096731278, -0.0038450884244225, 0.0014734748957206, 0.0072037079173173, 0.0019674042524136, -0.0031421762384876, -0.0044568529158429, -0.0028624497111326, -0.0049459990740927, 0.0017874491739109, 0.0034895280116036, 0.0092412297850215, -0.0018215422809327, -0.0011583811467021, 0.0029112694953191, 0.0028382002759805, 0.0036528149890452]| 12.1550998687744141|      0.06250000|[2095, 144, 0, 36]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      19|[1.4430625840068392, 0.120495153851697, 0.3259370273804574, 1.853661586058568, -0.0056755776937262, 0.0021903575026677, -0.0036171713996846, 0.0018311620559698, 0.0071035750208383, 0.0021566942349481, -0.0029746110760529, -0.0050647027095444, -0.0031153474267184, -0.0046278764814615, 0.002383438691035, 0.0034238573272554, 0.009178546099977, -0.0016445262262122, -0.0013791299707561, 0.0028172665040171, 0.0028015028302774, 0.0035787825621726]| 12.1481494903564453|      0.12500000|[2211, 152, 0, 38]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      20|[1.4430625840068392, 0.120495153851697, 0.3259370273804574, 1.853661586058568, -0.0056755776937262, 0.0021903575026677, -0.0036171713996846, 0.0018311620559698, 0.0071035750208383, 0.0021566942349481, -0.0029746110760529, -0.0050647027095444, -0.0031153474267184, -0.0046278764814615, 0.002383438691035, 0.0034238573272554, 0.009178546099977, -0.0016445262262122, -0.0013791299707561, 0.0028172665040171, 0.0028015028302774, 0.0035787825621726]| 12.1481494903564453|      0.06250000|[2328, 160, 0, 40]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      21|[1.4430625840068392, 0.120495153851697, 0.3259370273804574, 1.853661586058568, -0.0056755776937262, 0.0021903575026677, -0.0036171713996846, 0.0018311620559698, 0.0071035750208383, 0.0021566942349481, -0.0029746110760529, -0.0050647027095444, -0.0031153474267184, -0.0046278764814615, 0.002383438691035, 0.0034238573272554, 0.009178546099977, -0.0016445262262122, -0.0013791299707561, 0.0028172665040171, 0.0028015028302774, 0.0035787825621726]| 12.1481494903564453|      0.03125000|[2444, 168, 0, 42]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      22|[1.4615603737322287, 0.1219005299876029, 0.3302867751907188, 1.8784302367638221, -0.005679675491556, 0.0022514972516992, -0.003638268421009, 0.0018425752007683, 0.0070882578213063, 0.0021848613228292, -0.0029822566811813, -0.0050630849265798, -0.0031426731507957, -0.0046470111720785, 0.0023845869937858, 0.0034597445168982, 0.009131707628882, -0.001683942998473, -0.0014007273534699, 0.0028265834475351, 0.002804179964938, 0.0035523220849222]| 12.1460533142089844|      0.06250000|[2560, 176, 0, 44]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      23|[1.4615603737322287, 0.1219005299876029, 0.3302867751907188, 1.8784302367638221, -0.005679675491556, 0.0022514972516992, -0.003638268421009, 0.0018425752007683, 0.0070882578213063, 0.0021848613228292, -0.0029822566811813, -0.0050630849265798, -0.0031426731507957, -0.0046470111720785, 0.0023845869937858, 0.0034597445168982, 0.009131707628882, -0.001683942998473, -0.0014007273534699, 0.0028265834475351, 0.002804179964938, 0.0035523220849222]| 12.1460533142089844|      0.03125000|[2678, 184, 0, 46]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      24|[1.4615603737322287, 0.1219005299876029, 0.3302867751907188, 1.8784302367638221, -0.005679675491556, 0.0022514972516992, -0.003638268421009, 0.0018425752007683, 0.0070882578213063, 0.0021848613228292, -0.0029822566811813, -0.0050630849265798, -0.0031426731507957, -0.0046470111720785, 0.0023845869937858, 0.0034597445168982, 0.009131707628882, -0.001683942998473, -0.0014007273534699, 0.0028265834475351, 0.002804179964938, 0.0035523220849222]| 12.1460533142089844|      0.01562500|[2794, 192, 0, 48]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      25|[1.470600313241248, 0.1225222031418236, 0.332511208650177, 1.8909631202649348, -0.005724845007884, 0.0022315351049067, -0.0036459630762193, 0.0018689561559957, 0.0070845063979267, 0.0022066896078747, -0.0030013635214076, -0.005074456401925, -0.0031659661046562, -0.0046076773578466, 0.0024212188376541, 0.0034270199373913, 0.009107736681943, -0.0016958154318941, -0.0013930085075973, 0.0027822005221213, 0.0027787402739262, 0.003535159150628]| 12.1453495025634766|      0.03125000|[2910, 200, 0, 50]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      26|[1.470600313241248, 0.1225222031418236, 0.332511208650177, 1.8909631202649348, -0.005724845007884, 0.0022315351049067, -0.0036459630762193, 0.0018689561559957, 0.0070845063979267, 0.0022066896078747, -0.0030013635214076, -0.005074456401925, -0.0031659661046562, -0.0046076773578466, 0.0024212188376541, 0.0034270199373913, 0.009107736681943, -0.0016958154318941, -0.0013930085075973, 0.0027822005221213, 0.0027787402739262, 0.003535159150628]| 12.1453495025634766|      0.01562500|[3026, 208, 0, 52]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      27|[1.479523356963784, 0.123089975756329, 0.3347348377230497, 1.903582425365164, -0.005718966776527, 0.0022187116689365, -0.003627650629118, 0.0018847762351806, 0.0070659666490087, 0.0022204882880401, -0.0029704147513614, -0.0050526327853931, -0.0031535789111062, -0.0046219065895543, 0.0023987476884147, 0.0034199809478813, 0.0091038797006657, -0.0016824415786945, -0.0013777335051904, 0.0027689651074096, 0.0027363576680001, 0.0035251220513344]| 12.1448755264282227|      0.03125000|[3143, 216, 0, 54]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      28|[1.479523356963784, 0.123089975756329, 0.3347348377230497, 1.903582425365164, -0.005718966776527, 0.0022187116689365, -0.003627650629118, 0.0018847762351806, 0.0070659666490087, 0.0022204882880401, -0.0029704147513614, -0.0050526327853931, -0.0031535789111062, -0.0046219065895543, 0.0023987476884147, 0.0034199809478813, 0.0091038797006657, -0.0016824415786945, -0.0013777335051904, 0.0027689651074096, 0.0027363576680001, 0.0035251220513344]| 12.1448755264282227|      0.01562500|[3260, 224, 0, 56]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      29|[1.479523356963784, 0.123089975756329, 0.3347348377230497, 1.903582425365164, -0.005718966776527, 0.0022187116689365, -0.003627650629118, 0.0018847762351806, 0.0070659666490087, 0.0022204882880401, -0.0029704147513614, -0.0050526327853931, -0.0031535789111062, -0.0046219065895543, 0.0023987476884147, 0.0034199809478813, 0.0091038797006657, -0.0016824415786945, -0.0013777335051904, 0.0027689651074096, 0.0027363576680001, 0.0035251220513344]| 12.1448755264282227|      0.00781250|[3377, 232, 0, 58]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      30|[1.4837103301618928, 0.1233209406818957, 0.3358825308283263, 1.9100711653536493, -0.0056799650219411, 0.0022487600751819, -0.0036454369844866, 0.0018745236001308, 0.0070670698024546, 0.0022755813293753, -0.0030229542724485, -0.0050706958327958, -0.0031423736905274, -0.004657410842225, 0.00229152431521, 0.0035084240262629, 0.0091008036710293, -0.0016742060381743, -0.0013811880028872, 0.0027724279689015, 0.0027538982973987, 0.0035189482171412]| 12.1447248458862305|      0.01562500|[3493, 240, 0, 60]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      31|[1.4837103301618928, 0.1233209406818957, 0.3358825308283263, 1.9100711653536493, -0.0056799650219411, 0.0022487600751819, -0.0036454369844866, 0.0018745236001308, 0.0070670698024546, 0.0022755813293753, -0.0030229542724485, -0.0050706958327958, -0.0031423736905274, -0.004657410842225, 0.00229152431521, 0.0035084240262629, 0.0091008036710293, -0.0016742060381743, -0.0013811880028872, 0.0027724279689015, 0.0027538982973987, 0.0035189482171412]| 12.1447248458862305|      0.00781250|[3609, 248, 0, 62]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      32|[1.4876894856971756, 0.1234215364197785, 0.3371125009809496, 1.916679820685426, -0.0056969935221893, 0.0022504836207702, -0.0036418515100353, 0.0018785341535127, 0.0070393881580055, 0.002275076839086, -0.0030356615683593, -0.0050664429566452, -0.003147029628342, -0.0046477439308889, 0.002299650917904, 0.003501731006174, 0.0091010683927862, -0.0016319294548054, -0.0013530621863098, 0.0027704097255996, 0.0027427292435031, 0.0035211628918249]| 12.1446304321289062|      0.01562500|[3726, 256, 0, 64]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      33|[1.4876894856971756, 0.1234215364197785, 0.3371125009809496, 1.916679820685426, -0.0056969935221893, 0.0022504836207702, -0.0036418515100353, 0.0018785341535127, 0.0070393881580055, 0.002275076839086, -0.0030356615683593, -0.0050664429566452, -0.003147029628342, -0.0046477439308889, 0.002299650917904, 0.003501731006174, 0.0091010683927862, -0.0016319294548054, -0.0013530621863098, 0.0027704097255996, 0.0027427292435031, 0.0035211628918249]| 12.1446304321289062|      0.00781250|[3843, 264, 0, 66]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      34|[1.4876894856971756, 0.1234215364197785, 0.3371125009809496, 1.916679820685426, -0.0056969935221893, 0.0022504836207702, -0.0036418515100353, 0.0018785341535127, 0.0070393881580055, 0.002275076839086, -0.0030356615683593, -0.0050664429566452, -0.003147029628342, -0.0046477439308889, 0.002299650917904, 0.003501731006174, 0.0091010683927862, -0.0016319294548054, -0.0013530621863098, 0.0027704097255996, 0.0027427292435031, 0.0035211628918249]| 12.1446304321289062|      0.00390625|[3959, 272, 0, 68]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      35|[1.489354460509682, 0.1233279079506054, 0.3377841423344214, 1.9201465974843224, -0.0056936966187422, 0.0022181821063427, -0.0036437836082625, 0.0018428811401802, 0.0070630217370936, 0.002256637398835, -0.0030457417447817, -0.0050590291849409, -0.0031447466430297, -0.004611795782237, 0.0022660268912315, 0.003496267725183, 0.0091091023155846, -0.001616855693228, -0.0013406653627979, 0.0027475106188185, 0.0027722632699005, 0.0035446985860019]| 12.1446037292480469|      0.00781250|[4076, 280, 0, 70]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      36|[1.489354460509682, 0.1233279079506054, 0.3377841423344214, 1.9201465974843224, -0.0056936966187422, 0.0022181821063427, -0.0036437836082625, 0.0018428811401802, 0.0070630217370936, 0.002256637398835, -0.0030457417447817, -0.0050590291849409, -0.0031447466430297, -0.004611795782237, 0.0022660268912315, 0.003496267725183, 0.0091091023155846, -0.001616855693228, -0.0013406653627979, 0.0027475106188185, 0.0027722632699005, 0.0035446985860019]| 12.1446037292480469|      0.00390625|[4192, 288, 0, 72]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      37|[1.489354460509682, 0.1233279079506054, 0.3377841423344214, 1.9201465974843224, -0.0056936966187422, 0.0022181821063427, -0.0036437836082625, 0.0018428811401802, 0.0070630217370936, 0.002256637398835, -0.0030457417447817, -0.0050590291849409, -0.0031447466430297, -0.004611795782237, 0.0022660268912315, 0.003496267725183, 0.0091091023155846, -0.001616855693228, -0.0013406653627979, 0.0027475106188185, 0.0027722632699005, 0.0035446985860019]| 12.1446037292480469|      0.00195312|[4308, 296, 0, 74]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      38|[1.4898519133759247, 0.1231825756992612, 0.3381272455398964, 1.9219946057686228, -0.0056944804653052, 0.0022694770631782, -0.0036482257278766, 0.0018669475235085, 0.0070619859167061, 0.0022492164192136, -0.0030073569486089, -0.0050716353299859, -0.0031076272916158, -0.0046479170123061, 0.0022668249229107, 0.0034982452615135, 0.0091443547881164, -0.0016185717519489, -0.001324760359238, 0.0027561015704871, 0.0028161918451323, 0.0034982922698416]| 12.1445951461791992|      0.00390625|[4424, 304, 0, 76]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      39|[1.4898519133759247, 0.1231825756992612, 0.3381272455398964, 1.9219946057686228, -0.0056944804653052, 0.0022694770631782, -0.0036482257278766, 0.0018669475235085, 0.0070619859167061, 0.0022492164192136, -0.0030073569486089, -0.0050716353299859, -0.0031076272916158, -0.0046479170123061, 0.0022668249229107, 0.0034982452615135, 0.0091443547881164, -0.0016185717519489, -0.001324760359238, 0.0027561015704871, 0.0028161918451323, 0.0034982922698416]| 12.1445951461791992|      0.00195312|[4541, 312, 0, 78]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      40|[1.4898519133759247, 0.1231825756992612, 0.3381272455398964, 1.9219946057686228, -0.0056944804653052, 0.0022694770631782, -0.0036482257278766, 0.0018669475235085, 0.0070619859167061, 0.0022492164192136, -0.0030073569486089, -0.0050716353299859, -0.0031076272916158, -0.0046479170123061, 0.0022668249229107, 0.0034982452615135, 0.0091443547881164, -0.0016185717519489, -0.001324760359238, 0.0027561015704871, 0.0028161918451323, 0.0034982922698416]| 12.1445951461791992|      0.00097656|[4657, 320, 0, 80]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      41|[1.4899334555494945, 0.123076301003835, 0.3383385041281722, 1.9229156203304532, -0.0057647092157903, 0.0021995032856146, -0.0036912173782213, 0.0018832467450738, 0.0070813178374501, 0.0022648955751451, -0.0030116211733574, -0.0051516025637606, -0.0030593237970687, -0.00467552171387, 0.0022824857665804, 0.0034314603629216, 0.0091483983568428, -0.0015445364505911, -0.0013534228104255, 0.0026585764541936, 0.0028115811893299, 0.00351263659912]| 12.1445922851562500|      0.00195312|[4773, 328, 0, 82]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      42|[1.4899334555494945, 0.123076301003835, 0.3383385041281722, 1.9229156203304532, -0.0057647092157903, 0.0021995032856146, -0.0036912173782213, 0.0018832467450738, 0.0070813178374501, 0.0022648955751451, -0.0030116211733574, -0.0051516025637606, -0.0030593237970687, -0.00467552171387, 0.0022824857665804, 0.0034314603629216, 0.0091483983568428, -0.0015445364505911, -0.0013534228104255, 0.0026585764541936, 0.0028115811893299, 0.00351263659912]| 12.1445922851562500|      0.00097656|[4890, 336, 0, 84]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      43|[1.4898582336349147, 0.1228515652355002, 0.3385491821408824, 1.9237523346155885, -0.0057681394006297, 0.0022611851615243, -0.0037721726023343, 0.0019279833182701, 0.0069134071090641, 0.00211642439745, -0.0030511538560657, -0.0050149202160153, -0.0028877595887044, -0.0045974220368508, 0.00240376792228, 0.0035195285616252, 0.0091335628002644, -0.0014652262775684, -0.0013908195403317, 0.002615464740731, 0.0028019361831014, 0.0034644691837053]| 12.1445894241333008|      0.00195312|[5006, 344, 0, 86]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      44|[1.4898582336349147, 0.1228515652355002, 0.3385491821408824, 1.9237523346155885, -0.0057681394006297, 0.0022611851615243, -0.0037721726023343, 0.0019279833182701, 0.0069134071090641, 0.00211642439745, -0.0030511538560657, -0.0050149202160153, -0.0028877595887044, -0.0045974220368508, 0.00240376792228, 0.0035195285616252, 0.0091335628002644, -0.0014652262775684, -0.0013908195403317, 0.002615464740731, 0.0028019361831014, 0.0034644691837053]| 12.1445894241333008|      0.00097656|[5122, 352, 0, 88]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      45|[1.4896092694174423, 0.1226730200857264, 0.3386860248313711, 1.9246306906925885, -0.0057847199111582, 0.0023754508226215, -0.0038052685700919, 0.0018776966534264, 0.0069671678115796, 0.0020711252578421, -0.0030647234282048, -0.0049453864949799, -0.0029350263973585, -0.0044893302705425, 0.0025310116779501, 0.0034362105828377, 0.0091316859136912, -0.0015222681777955, -0.001385436833696, 0.0026336004854884, 0.0027759064619043, 0.0034281795869422]| 12.1445875167846680|      0.00195312|[5238, 360, 0, 90]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      46|[1.4896092694174423, 0.1226730200857264, 0.3386860248313711, 1.9246306906925885, -0.0057847199111582, 0.0023754508226215, -0.0038052685700919, 0.0018776966534264, 0.0069671678115796, 0.0020711252578421, -0.0030647234282048, -0.0049453864949799, -0.0029350263973585, -0.0044893302705425, 0.0025310116779501, 0.0034362105828377, 0.0091316859136912, -0.0015222681777955, -0.001385436833696, 0.0026336004854884, 0.0027759064619043, 0.0034281795869422]| 12.1445875167846680|      0.00097656|[5354, 368, 0, 92]                                                         |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
