k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.530218063484071, 0.7952683554427464, 5.253291017953994, 5.197970746852507, 6.362115094741397, 7.875064317074434]|189.0641174316406250|      2.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[-0.1221279868674069, 1.4962822390103105, 1.1262676583986324, 6.696521958821025, 2.5497309603625666, 6.378440889352796]|  2.3578321933746338|      0.50000000|[176, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[-0.1221279868674069, 1.4962822390103105, 1.1262676583986324, 6.696521958821025, 2.5497309603625666, 6.378440889352796]|  2.3578321933746338|      0.25000000|[190, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[-0.1221279868674069, 1.4962822390103105, 1.1262676583986324, 6.696521958821025, 2.5497309603625666, 6.378440889352796]|  2.3578321933746338|      0.12500000|[203, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[-0.0833693347798245, 1.5091241470996681, 1.0488891287964115, 6.690586171666034, 2.471044993823924, 6.336683248826699]|  1.9686411619186401|      0.25000000|[217, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[-0.0833693347798245, 1.5091241470996681, 1.0488891287964115, 6.690586171666034, 2.471044993823924, 6.336683248826699]|  1.9686411619186401|      0.12500000|[230, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0534471829089155, 1.5448753270560383, 0.9531503611471797, 6.677480147641692, 2.408226458911167, 6.323734498545842]|  1.6446149349212646|      0.25000000|[243, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[0.0431291778004618, 1.5466773048486646, 0.8026928318209192, 6.642588441376535, 2.265468591852514, 6.2292090970710285]|  1.0983964204788208|      0.50000000|[256, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[0.0431291778004618, 1.5466773048486646, 0.8026928318209192, 6.642588441376535, 2.265468591852514, 6.2292090970710285]|  1.0983964204788208|      0.25000000|[269, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.0431291778004618, 1.5466773048486646, 0.8026928318209192, 6.642588441376535, 2.265468591852514, 6.2292090970710285]|  1.0983964204788208|      0.12500000|[282, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.0763949174598603, 1.5543903183043069, 0.6913030977417496, 6.645433433360236, 2.2287581730587678, 6.202837174450209]|  0.9179945588111877|      0.25000000|[295, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      23|[0.0763949174598603, 1.5543903183043069, 0.6913030977417496, 6.645433433360236, 2.2287581730587678, 6.202837174450209]|  0.9179945588111877|      0.12500000|[308, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.1545852865377774, 1.5732127625628385, 0.6704352939188933, 6.693143975892699, 2.17718706395692, 6.141309608461721]|  0.7257658839225769|      0.25000000|[321, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[0.1545852865377774, 1.5732127625628385, 0.6704352939188933, 6.693143975892699, 2.17718706395692, 6.141309608461721]|  0.7257658839225769|      0.12500000|[334, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.2604393863646236, 1.5376080134014023, 0.644739662218513, 6.6949312535282095, 2.1439266463670283, 6.10412767522907]|  0.5702143907546997|      0.25000000|[347, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      27|[0.2604393863646236, 1.5376080134014023, 0.644739662218513, 6.6949312535282095, 2.1439266463670283, 6.10412767522907]|  0.5702143907546997|      0.12500000|[360, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2854744810125857, 1.5344160522014099, 0.5439192528261062, 6.743176021266049, 2.1144878458188625, 6.063765565796832]|  0.4289904534816742|      0.25000000|[373, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[0.2854744810125857, 1.5344160522014099, 0.5439192528261062, 6.743176021266049, 2.1144878458188625, 6.063765565796832]|  0.4289904534816742|      0.12500000|[387, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.2854744810125857, 1.5344160522014099, 0.5439192528261062, 6.743176021266049, 2.1144878458188625, 6.063765565796832]|  0.4289904534816742|      0.06250000|[400, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.3145563015241067, 1.526536083636695, 0.5178264826305365, 6.754562618071679, 2.070272471529014, 6.048503939269144]|  0.3580355048179626|      0.12500000|[413, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      32|[0.3145563015241067, 1.526536083636695, 0.5178264826305365, 6.754562618071679, 2.070272471529014, 6.048503939269144]|  0.3580355048179626|      0.06250000|[427, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.3447211522040058, 1.5275355188192132, 0.4740173998704544, 6.764997281166889, 2.0461635716386803, 6.028857669071905]|  0.2951293289661407|      0.12500000|[441, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      34|[0.3447211522040058, 1.5275355188192132, 0.4740173998704544, 6.764997281166889, 2.0461635716386803, 6.028857669071905]|  0.2951293289661407|      0.06250000|[454, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.3675197699975316, 1.4966686415140793, 0.4374872877365027, 6.780643566448108, 2.0256971042359386, 6.007987180611721]|  0.2431773990392685|      0.12500000|[467, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      36|[0.3675197699975316, 1.4966686415140793, 0.4374872877365027, 6.780643566448108, 2.0256971042359386, 6.007987180611721]|  0.2431773990392685|      0.06250000|[480, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.3833480272083633, 1.4808954386098019, 0.392139995642325, 6.775218569848992, 1.9922740419851817, 5.993703841883847]|  0.1990180909633636|      0.12500000|[494, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[0.3833480272083633, 1.4808954386098019, 0.392139995642325, 6.775218569848992, 1.9922740419851817, 5.993703841883847]|  0.1990180909633636|      0.06250000|[507, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.4320910417161581, 1.4614088620353232, 0.3639935840642275, 6.773403734407341, 1.9778999264317538, 6.005890414812798]|  0.1556571573019028|      0.12500000|[521, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      40|[0.4320910417161581, 1.4614088620353232, 0.3639935840642275, 6.773403734407341, 1.9778999264317538, 6.005890414812798]|  0.1556571573019028|      0.06250000|[534, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.4320910417161581, 1.4614088620353232, 0.3639935840642275, 6.773403734407341, 1.9778999264317538, 6.005890414812798]|  0.1556571573019028|      0.03125000|[547, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.4410084048750645, 1.460463430268207, 0.3494138349596534, 6.7819177004305, 1.955253439741614, 6.015801480964498]|  0.1423931419849396|      0.06250000|[560, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[0.4410084048750645, 1.460463430268207, 0.3494138349596534, 6.7819177004305, 1.955253439741614, 6.015801480964498]|  0.1423931419849396|      0.03125000|[573, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.4410084048750645, 1.460463430268207, 0.3494138349596534, 6.7819177004305, 1.955253439741614, 6.015801480964498]|  0.1423931419849396|      0.01562500|[586, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.4529894548778561, 1.461860384957373, 0.3408928075132373, 6.781639907422199, 1.9502387509873773, 6.0149007021752725]|  0.1334218233823776|      0.03125000|[599, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      46|[0.4704551369504331, 1.458954230243623, 0.3186224391349328, 6.777475079630593, 1.9438029519719286, 6.004492431074218]|  0.1175752952694893|      0.06250000|[612, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[0.4704551369504331, 1.458954230243623, 0.3186224391349328, 6.777475079630593, 1.9438029519719286, 6.004492431074218]|  0.1175752952694893|      0.03125000|[625, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.4756883863929645, 1.4466693968584456, 0.3023622275070178, 6.775960984901009, 1.9209154499879144, 6.007273394372733]|  0.1077101901173592|      0.06250000|[638, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[0.5355531993877315, 1.442057243185043, 0.2982564323670898, 6.7648751042828055, 1.9083790109766028, 6.005208062027072]|  0.0976209491491318|      0.12500000|[651, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      50|[0.5355531993877315, 1.442057243185043, 0.2982564323670898, 6.7648751042828055, 1.9083790109766028, 6.005208062027072]|  0.0976209491491318|      0.06250000|[665, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.5042476578448807, 1.451071771639445, 0.2876514842491227, 6.742685571298508, 1.871171234448927, 5.975955841381895]|  0.0865597724914551|      0.12500000|[678, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      52|[0.5042476578448807, 1.451071771639445, 0.2876514842491227, 6.742685571298508, 1.871171234448927, 5.975955841381895]|  0.0865597724914551|      0.06250000|[691, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.5042476578448807, 1.451071771639445, 0.2876514842491227, 6.742685571298508, 1.871171234448927, 5.975955841381895]|  0.0865597724914551|      0.03125000|[705, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.5042476578448807, 1.451071771639445, 0.2876514842491227, 6.742685571298508, 1.871171234448927, 5.975955841381895]|  0.0865597724914551|      0.01562500|[719, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.5098270987872451, 1.4396324548841397, 0.2907554255801938, 6.735030872266121, 1.8712128637350458, 5.979687046801306]|  0.0845955759286880|      0.03125000|[732, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      56|[0.5348972843678748, 1.4435937470266593, 0.2815916877986666, 6.72771027812245, 1.857448880030017, 5.981998761173189]|  0.0770817175507545|      0.06250000|[746, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      57|[0.5348972843678748, 1.4435937470266593, 0.2815916877986666, 6.72771027812245, 1.857448880030017, 5.981998761173189]|  0.0770817175507545|      0.03125000|[759, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.5348972843678748, 1.4435937470266593, 0.2815916877986666, 6.72771027812245, 1.857448880030017, 5.981998761173189]|  0.0770817175507545|      0.01562500|[772, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.5373870760742457, 1.4389230492633578, 0.2683155920584654, 6.723379929934423, 1.8530296196361706, 5.980737948458458]|  0.0745725333690643|      0.03125000|[785, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      60|[0.5373870760742457, 1.4389230492633578, 0.2683155920584654, 6.723379929934423, 1.8530296196361706, 5.980737948458458]|  0.0745725333690643|      0.01562500|[799, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.5463428306999274, 1.439149786431413, 0.264745211426305, 6.721352206758005, 1.8465585537982327, 5.970483695578624]|  0.0717109665274620|      0.03125000|[812, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      62|[0.5463428306999274, 1.439149786431413, 0.264745211426305, 6.721352206758005, 1.8465585537982327, 5.970483695578624]|  0.0717109665274620|      0.01562500|[825, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.5463428306999274, 1.439149786431413, 0.264745211426305, 6.721352206758005, 1.8465585537982327, 5.970483695578624]|  0.0717109665274620|      0.00781250|[838, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.5511269769319546, 1.4370355721493981, 0.25971726903494, 6.718947690688809, 1.845682457918287, 5.969124374850634]|  0.0706993713974953|      0.01562500|[852, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      65|[0.5511269769319546, 1.4370355721493981, 0.25971726903494, 6.718947690688809, 1.845682457918287, 5.969124374850634]|  0.0706993713974953|      0.00781250|[865, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.5521696537975934, 1.441037297946058, 0.2559764255911157, 6.7184363864496435, 1.8433608488413165, 5.964195991601561]|  0.0694791227579117|      0.01562500|[878, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[0.5521696537975934, 1.441037297946058, 0.2559764255911157, 6.7184363864496435, 1.8433608488413165, 5.964195991601561]|  0.0694791227579117|      0.00781250|[892, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.5553237919137052, 1.4443615726771142, 0.2528809353020459, 6.717265626589567, 1.8384590069223068, 5.961947664772939]|  0.0683085918426514|      0.01562500|[906, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      69|[0.5553237919137052, 1.4443615726771142, 0.2528809353020459, 6.717265626589567, 1.8384590069223068, 5.961947664772939]|  0.0683085918426514|      0.00781250|[920, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.5556103052033013, 1.442101937768561, 0.2512196399887208, 6.718133890285258, 1.8380317247317544, 5.954726116294168]|  0.0676856711506844|      0.01562500|[933, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      71|[0.5556103052033013, 1.442101937768561, 0.2512196399887208, 6.718133890285258, 1.8380317247317544, 5.954726116294168]|  0.0676856711506844|      0.00781250|[947, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.5596052866687968, 1.444563684713181, 0.2473251828602043, 6.718220923197158, 1.8362895968394144, 5.950164789658843]|  0.0665524974465370|      0.01562500|[960, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.5596052866687968, 1.444563684713181, 0.2473251828602043, 6.718220923197158, 1.8362895968394144, 5.950164789658843]|  0.0665524974465370|      0.00781250|[973, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.5626381624644445, 1.4457329727861754, 0.2435298561168764, 6.715256361434385, 1.8326440113861497, 5.94642498201278]|  0.0655547529459000|      0.01562500|[986, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[0.5626381624644445, 1.4457329727861754, 0.2435298561168764, 6.715256361434385, 1.8326440113861497, 5.94642498201278]|  0.0655547529459000|      0.00781250|[999, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.5654638816473057, 1.4500512031136388, 0.2388806166546266, 6.713603905221003, 1.8300475261328017, 5.9446041087598465]|  0.0645851343870163|      0.01562500|[1012, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[0.5654638816473057, 1.4500512031136388, 0.2388806166546266, 6.713603905221003, 1.8300475261328017, 5.9446041087598465]|  0.0645851343870163|      0.00781250|[1025, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.5669333255432885, 1.4535730276520094, 0.2352106654128551, 6.7164026406316255, 1.8269545807093799, 5.9406538088472365]|  0.0637498423457146|      0.01562500|[1038, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      79|[0.5669333255432885, 1.4535730276520094, 0.2352106654128551, 6.7164026406316255, 1.8269545807093799, 5.9406538088472365]|  0.0637498423457146|      0.00781250|[1051, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.5719220668448887, 1.4549999043816144, 0.2337909145261719, 6.716631572079191, 1.82449725401719, 5.935554290966677]|  0.0628835260868073|      0.01562500|[1064, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
