k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0]                                                                      | 24.0625000000000000|      0.90000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.613246331088003, 0.5813063340628757]                                         |  0.3832848966121674|      0.03090315|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.613246331088003, 0.5813063340628757]                                         |  0.3832848966121674|      0.02781284|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.613246331088003, 0.5813063340628757]                                         |  0.3832848966121674|      0.02503156|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.5885857796751546, 0.5856000448393557]                                        |  0.3340299725532532|      0.02781284|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.5885857796751546, 0.5856000448393557]                                        |  0.3340299725532532|      0.02503156|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.5748562165557702, 0.6065303540766469]                                        |  0.3124390244483948|      0.02781284|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[0.5748562165557702, 0.6065303540766469]                                        |  0.3124390244483948|      0.02503156|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.5748562165557702, 0.6065303540766469]                                        |  0.3124390244483948|      0.02252840|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.5748562165557702, 0.6065303540766469]                                        |  0.3124390244483948|      0.02027556|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.5618907740535533, 0.6221186707730514]                                        |  0.3016444444656372|      0.02252840|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.02503156|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.02252840|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.02027556|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.01824800|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.01642320|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.01478088|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.01330279|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.01197252|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      75|[0.5394044975524594, 0.6234956802765682]                                        |  0.2774188816547394|      0.01077526|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[0.5421144133237129, 0.6339246142368549]                                        |  0.2732995152473450|      0.01197252|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      77|[0.5301567210999111, 0.6333290334467782]                                        |  0.2667959034442902|      0.01330279|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.5301567210999111, 0.6333290334467782]                                        |  0.2667959034442902|      0.01197252|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.5301567210999111, 0.6333290334467782]                                        |  0.2667959034442902|      0.01077526|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.5301567210999111, 0.6333290334467782]                                        |  0.2667959034442902|      0.00969774|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
