k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      0.50000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.0305745347408942, -0.0053316152723801]                                       |  0.9426589012145996|      0.06250000|[90, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[0.0872102562748028, 0.0211002792176743]                                        |  0.8749521970748901|      0.12500000|[95, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[0.0872102562748028, 0.0211002792176743]                                        |  0.8749521970748901|      0.06250000|[103, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.0872102562748028, 0.0211002792176743]                                        |  0.8749521970748901|      0.03125000|[110, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.0918511601174094, -0.0098031916476456]                                       |  0.8359239697456360|      0.06250000|[116, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[0.1493531168080494, 0.0146871120815398]                                        |  0.7364950776100159|      0.12500000|[121, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[0.1493531168080494, 0.0146871120815398]                                        |  0.7364950776100159|      0.06250000|[127, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.1493531168080494, 0.0146871120815398]                                        |  0.7364950776100159|      0.03125000|[134, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.1671479493453203, -0.0110015320043298]                                       |  0.7182017564773560|      0.06250000|[140, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.1671479493453203, -0.0110015320043298]                                       |  0.7182017564773560|      0.03125000|[147, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1955747523123026, 0.001978428437689]                                         |  0.6501274108886719|      0.06250000|[152, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.2478554618643147, 0.0362271862069592]                                        |  0.6098249554634094|      0.12500000|[159, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      26|[0.3717047189460229, 0.0193049664852751]                                        |  0.4974841475486755|      0.25000000|[165, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.3717047189460229, 0.0193049664852751]                                        |  0.4974841475486755|      0.12500000|[173, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.3717047189460229, 0.0193049664852751]                                        |  0.4974841475486755|      0.06250000|[179, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.3889432743146785, 0.0793806038834899]                                        |  0.4155896902084351|      0.12500000|[185, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.3889432743146785, 0.0793806038834899]                                        |  0.4155896902084351|      0.06250000|[192, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.3889432743146785, 0.0793806038834899]                                        |  0.4155896902084351|      0.03125000|[199, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.4191159303029777, 0.0712459047119315]                                        |  0.3379904627799988|      0.06250000|[205, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.4191159303029777, 0.0712459047119315]                                        |  0.3379904627799988|      0.03125000|[211, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.445912394249976, 0.087324213700666]                                          |  0.3071926534175873|      0.06250000|[216, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.445912394249976, 0.087324213700666]                                          |  0.3071926534175873|      0.03125000|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.445912394249976, 0.087324213700666]                                          |  0.3071926534175873|      0.01562500|[230, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.4589109309417225, 0.0959947770545252]                                        |  0.2928198277950287|      0.03125000|[235, 89, 0, 89]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.481336274663244, 0.1177586567401791]                                         |  0.2729063928127289|      0.06250000|[241, 91, 0, 91]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.5388838298390453, 0.1421416199171211]                                        |  0.2332145571708679|      0.12500000|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.6136427690272523, 0.2423219623574118]                                        |  0.1619286239147186|      0.25000000|[253, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      41|[0.6136427690272523, 0.2423219623574118]                                        |  0.1619286239147186|      0.12500000|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.6136427690272523, 0.2423219623574118]                                        |  0.1619286239147186|      0.06250000|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.6136427690272523, 0.2423219623574118]                                        |  0.1619286239147186|      0.03125000|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.6136427690272523, 0.2423219623574118]                                        |  0.1619286239147186|      0.01562500|[279, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.6287773579801856, 0.2384380413713785]                                        |  0.1481206417083740|      0.03125000|[284, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.6287773579801856, 0.2384380413713785]                                        |  0.1481206417083740|      0.01562500|[290, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.6298553927952607, 0.2540258079188184]                                        |  0.1387300640344620|      0.03125000|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.6298553927952607, 0.2540258079188184]                                        |  0.1387300640344620|      0.01562500|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.6444801366937447, 0.259526488867915]                                         |  0.1330551058053970|      0.03125000|[307, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.6444801366937447, 0.259526488867915]                                         |  0.1330551058053970|      0.01562500|[315, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.6444801366937447, 0.259526488867915]                                         |  0.1330551058053970|      0.00781250|[323, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.6436216360077737, 0.2672916761046908]                                        |  0.1270507276058197|      0.01562500|[328, 123, 0, 123]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[0.6436216360077737, 0.2672916761046908]                                        |  0.1270507276058197|      0.00781250|[335, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.6436216360077737, 0.2672916761046908]                                        |  0.1270507276058197|      0.00390625|[343, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.6473728298934224, 0.2683813244400596]                                        |  0.1252027601003647|      0.00781250|[348, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      56|[0.6490755492995368, 0.2760060147861682]                                        |  0.1237987726926804|      0.01562500|[355, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      57|[0.6490755492995368, 0.2760060147861682]                                        |  0.1237987726926804|      0.00781250|[361, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.6565629606091358, 0.2782362228775554]                                        |  0.1202449500560760|      0.01562500|[367, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.6565629606091358, 0.2782362228775554]                                        |  0.1202449500560760|      0.00781250|[373, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.6587232251066227, 0.2857441129640509]                                        |  0.1164705902338028|      0.01562500|[378, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.6587232251066227, 0.2857441129640509]                                        |  0.1164705902338028|      0.00781250|[386, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.6587232251066227, 0.2857441129640509]                                        |  0.1164705902338028|      0.00390625|[393, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.6617752897190478, 0.2881820815167773]                                        |  0.1146649494767189|      0.00781250|[399, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.665693836568867, 0.294940790478981]                                          |  0.1117609739303589|      0.01562500|[406, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      65|[0.665693836568867, 0.294940790478981]                                          |  0.1117609739303589|      0.00781250|[413, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.6708367507446514, 0.3008217419352094]                                        |  0.1084628328680992|      0.01562500|[420, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      67|[0.6808292383477006, 0.3128338531777392]                                        |  0.1026261523365974|      0.03125000|[425, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
