k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.20000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.1537237110020865, 10.003566211046095, 1.1359749712291105]                    |  0.8026759028434753|      0.04000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.1693293857517054, 9.99211043158796, 1.1709782286863197]                      |  0.6770341992378235|      0.20000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.1693293857517054, 9.99211043158796, 1.1709782286863197]                      |  0.6770341992378235|      0.04000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.199170007180729, 9.972455910719765, 1.1889570251469097]                      |  0.5621587038040161|      0.20000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.199170007180729, 9.972455910719765, 1.1889570251469097]                      |  0.5621587038040161|      0.04000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.2052696104372855, 10.002534181826384, 1.2146103377468311]                    |  0.5021561384201050|      0.20000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.2052696104372855, 10.002534181826384, 1.2146103377468311]                    |  0.5021561384201050|      0.04000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.2445064702038886, 10.010020151073517, 1.2167148804731471]                    |  0.4137078225612640|      0.20000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.2445064702038886, 10.010020151073517, 1.2167148804731471]                    |  0.4137078225612640|      0.04000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.2724438392830931, 10.008419521875592, 1.2452970671477712]                    |  0.3235380947589874|      0.20000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.2724438392830931, 10.008419521875592, 1.2452970671477712]                    |  0.3235380947589874|      0.04000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.3031583846291501, 10.01417502288311, 1.2702668671537276]                     |  0.2499712407588959|      0.20000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.3031583846291501, 10.01417502288311, 1.2702668671537276]                     |  0.2499712407588959|      0.04000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.3319707792924944, 10.029969161266768, 1.2930789496207349]                    |  0.1960731893777847|      0.20000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.3319707792924944, 10.029969161266768, 1.2930789496207349]                    |  0.1960731893777847|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.3319707792924944, 10.029969161266768, 1.2930789496207349]                    |  0.1960731893777847|      0.00800000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.3398509823226636, 10.02968389958012, 1.2944284035745406]                     |  0.1865181177854538|      0.04000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.3398509823226636, 10.02968389958012, 1.2944284035745406]                     |  0.1865181177854538|      0.00800000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.3449438997638485, 10.03451411888829, 1.2982665246477036]                     |  0.1789119839668274|      0.04000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.3449438997638485, 10.03451411888829, 1.2982665246477036]                     |  0.1789119839668274|      0.00800000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.3483632387476069, 10.036969487884114, 1.3050694125645]                       |  0.1719662249088287|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.3483632387476069, 10.036969487884114, 1.3050694125645]                       |  0.1719662249088287|      0.00800000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.356229893605142, 10.038418511379955, 1.3051961889854942]                     |  0.1642475128173828|      0.04000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.356229893605142, 10.038418511379955, 1.3051961889854942]                     |  0.1642475128173828|      0.00800000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.3586623477089389, 10.03792925873804, 1.3128017000718908]                     |  0.1588517278432846|      0.04000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.3586623477089389, 10.03792925873804, 1.3128017000718908]                     |  0.1588517278432846|      0.00800000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.364733483771034, 10.041686121364025, 1.3091923663210419]                     |  0.1547406315803528|      0.04000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.364733483771034, 10.041686121364025, 1.3091923663210419]                     |  0.1547406315803528|      0.00800000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.3694268590812225, 10.04740927083388, 1.3122284474041837]                     |  0.1494769603013992|      0.04000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.3694268590812225, 10.04740927083388, 1.3122284474041837]                     |  0.1494769603013992|      0.00800000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.3694268590812225, 10.04740927083388, 1.3122284474041837]                     |  0.1494769603013992|      0.00160000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.3697164292219817, 10.048788774224935, 1.3129854939864014]                    |  0.1489534229040146|      0.00800000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.3772235411634898, 10.046545294135274, 1.3113699236892733]                    |  0.1432767957448959|      0.04000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.3772235411634898, 10.046545294135274, 1.3113699236892733]                    |  0.1432767957448959|      0.00800000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.3845642059765548, 10.047848386773287, 1.3142710596183504]                    |  0.1366125345230103|      0.04000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.3845642059765548, 10.047848386773287, 1.3142710596183504]                    |  0.1366125345230103|      0.00800000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.3922094113905955, 10.04602715762158, 1.3127764163317772]                     |  0.1312855184078217|      0.04000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.3922094113905955, 10.04602715762158, 1.3127764163317772]                     |  0.1312855184078217|      0.00800000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.3953121819101253, 10.052901449714062, 1.3154441725669657]                    |  0.1283325552940369|      0.04000000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.3953121819101253, 10.052901449714062, 1.3154441725669657]                    |  0.1283325552940369|      0.00800000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.4032426382447407, 10.053917074150707, 1.3151678225562038]                    |  0.1229022443294525|      0.04000000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.4032426382447407, 10.053917074150707, 1.3151678225562038]                    |  0.1229022443294525|      0.00800000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.4103675958388955, 10.050368719443856, 1.3143652279163875]                    |  0.1184225305914879|      0.04000000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.4103675958388955, 10.050368719443856, 1.3143652279163875]                    |  0.1184225305914879|      0.00800000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.4181849997665711, 10.049395330785268, 1.3157583217218771]                    |  0.1134084612131119|      0.04000000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.4181849997665711, 10.049395330785268, 1.3157583217218771]                    |  0.1134084612131119|      0.00800000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.4245401784572619, 10.047860737970675, 1.3111478197207076]                    |  0.1101993620395660|      0.04000000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.4245401784572619, 10.047860737970675, 1.3111478197207076]                    |  0.1101993620395660|      0.00800000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.4245401784572619, 10.047860737970675, 1.3111478197207076]                    |  0.1101993620395660|      0.00160000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.4260402763678217, 10.047305024833838, 1.3111776386455927]                    |  0.1093283742666245|      0.00800000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.4336893951172924, 10.045125194319006, 1.312037476585614]                     |  0.1049893423914909|      0.04000000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.4336893951172924, 10.045125194319006, 1.312037476585614]                     |  0.1049893423914909|      0.00800000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.4411367595264485, 10.04800734978425, 1.3125170005489408]                     |  0.1010043472051620|      0.04000000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[0.4411367595264485, 10.04800734978425, 1.3125170005489408]                     |  0.1010043472051620|      0.00800000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.4475633208143168, 10.052656194316631, 1.313559859373045]                     |  0.0977434813976288|      0.04000000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.4475633208143168, 10.052656194316631, 1.313559859373045]                     |  0.0977434813976288|      0.00800000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.4547096258866142, 10.055385030798043, 1.3159016055743602]                    |  0.0944793671369553|      0.04000000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.4547096258866142, 10.055385030798043, 1.3159016055743602]                    |  0.0944793671369553|      0.00800000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.4626552261934964, 10.054946821038179, 1.315079773493194]                     |  0.0911152213811874|      0.04000000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.4626552261934964, 10.054946821038179, 1.315079773493194]                     |  0.0911152213811874|      0.00800000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.4704991500506702, 10.054439867354887, 1.3165683488140485]                    |  0.0882332026958466|      0.04000000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.4704991500506702, 10.054439867354887, 1.3165683488140485]                    |  0.0882332026958466|      0.00800000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.4704991500506702, 10.054439867354887, 1.3165683488140485]                    |  0.0882332026958466|      0.00160000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.4720950365130648, 10.054411968740768, 1.3164571370049816]                    |  0.0876440852880478|      0.00800000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.4800879320233235, 10.054246124045067, 1.3161636801955638]                    |  0.0848685130476952|      0.04000000|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[0.4800879320233235, 10.054246124045067, 1.3161636801955638]                    |  0.0848685130476952|      0.00800000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.4875552690955643, 10.05580879291606, 1.313755996028327]                      |  0.0821160003542900|      0.04000000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
