k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.90000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.1752088938379184, -0.260166116113009]                                        | 19.5317535400390625|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       3|[2.1752088938379184, -0.260166116113009]                                        | 19.5317535400390625|      0.90000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.1752088938379184, -0.260166116113009]                                        | 19.5317535400390625|      0.81000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.3310802654299303, -0.638781850429757]                                        |  0.8439303636550903|      0.10941899|[223, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.3310802654299303, -0.638781850429757]                                        |  0.8439303636550903|      0.09847709|[230, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.3310802654299303, -0.638781850429757]                                        |  0.8439303636550903|      0.08862938|[238, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.3310802654299303, -0.638781850429757]                                        |  0.8439303636550903|      0.07976644|[245, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.2633456012587023, -0.6809090472359405]                                       |  0.7965777516365051|      0.08862938|[250, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.2633456012587023, -0.6809090472359405]                                       |  0.7965777516365051|      0.07976644|[258, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.2633456012587023, -0.6809090472359405]                                       |  0.7965777516365051|      0.07178980|[264, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2633456012587023, -0.6809090472359405]                                       |  0.7965777516365051|      0.06461082|[270, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.2633456012587023, -0.6809090472359405]                                       |  0.7965777516365051|      0.05814974|[278, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.2633456012587023, -0.6809090472359405]                                       |  0.7965777516365051|      0.05233476|[285, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.2633456012587023, -0.6809090472359405]                                       |  0.7965777516365051|      0.04710129|[293, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.2633456012587023, -0.6809090472359405]                                       |  0.7965777516365051|      0.04239116|[299, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.2271923830309531, -0.7030439769103528]                                       |  0.7818369865417480|      0.04710129|[304, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.2271923830309531, -0.7030439769103528]                                       |  0.7818369865417480|      0.04239116|[312, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.2271923830309531, -0.7030439769103528]                                       |  0.7818369865417480|      0.03815204|[320, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.2271923830309531, -0.7030439769103528]                                       |  0.7818369865417480|      0.03433684|[327, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.2271923830309531, -0.7030439769103528]                                       |  0.7818369865417480|      0.03090315|[335, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.2271923830309531, -0.7030439769103528]                                       |  0.7818369865417480|      0.02781284|[341, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.03090315|[346, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.02781284|[353, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.02503156|[359, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.02252840|[365, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.02027556|[371, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.01824800|[379, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.01642320|[385, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.01478088|[392, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1996853332490251, -0.707156910466826]                                        |  0.7762600183486938|      0.01330279|[398, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1864153422968123, -0.7062232694457754]                                       |  0.7746787667274475|      0.01478088|[403, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.1864153422968123, -0.7062232694457754]                                       |  0.7746787667274475|      0.01330279|[410, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1864153422968123, -0.7062232694457754]                                       |  0.7746787667274475|      0.01197252|[417, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1864153422968123, -0.7062232694457754]                                       |  0.7746787667274475|      0.01077526|[423, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
