k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7036309226937327, 2.044926510672277]                                         | 99.3338851928710938|      1.11111111|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.16677182|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.15009464|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.13508517|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.12157665|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.10941899|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.09847709|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.08862938|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.07976644|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.07178980|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.06461082|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.05814974|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.05233476|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.04710129|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.04239116|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.03815204|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.03433684|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.03090315|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.02781284|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.02503156|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.02252840|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[1.1922677074197368, 0.8068776139161726]                                        |  0.0742680877447128|      0.02027556|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[1.1976226141497592, 0.8264332599197813]                                        |  0.0608682073652744|      0.02252840|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[1.1976226141497592, 0.8264332599197813]                                        |  0.0608682073652744|      0.02027556|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[1.1976226141497592, 0.8264332599197813]                                        |  0.0608682073652744|      0.01824800|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[1.1976226141497592, 0.8264332599197813]                                        |  0.0608682073652744|      0.01642320|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[1.1976226141497592, 0.8264332599197813]                                        |  0.0608682073652744|      0.01478088|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.1976226141497592, 0.8264332599197813]                                        |  0.0608682073652744|      0.01330279|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.1976226141497592, 0.8264332599197813]                                        |  0.0608682073652744|      0.01197252|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[1.1960570838919111, 0.8383029791586025]                                        |  0.0555165968835354|      0.01330279|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[1.1960570838919111, 0.8383029791586025]                                        |  0.0555165968835354|      0.01197252|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[1.1960570838919111, 0.8383029791586025]                                        |  0.0555165968835354|      0.01077526|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.191712789295394, 0.8481636795137488]                                         |  0.0513481162488461|      0.01197252|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[1.191712789295394, 0.8481636795137488]                                         |  0.0513481162488461|      0.01077526|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.191712789295394, 0.8481636795137488]                                         |  0.0513481162488461|      0.00969774|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[1.1853422160898663, 0.8554754443986186]                                        |  0.0477367229759693|      0.01077526|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[1.1853422160898663, 0.8554754443986186]                                        |  0.0477367229759693|      0.00969774|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[1.1853422160898663, 0.8554754443986186]                                        |  0.0477367229759693|      0.00872796|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.1803849995979412, 0.862658991760337]                                         |  0.0446146540343761|      0.00969774|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[1.1803849995979412, 0.862658991760337]                                         |  0.0446146540343761|      0.00872796|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.1803849995979412, 0.862658991760337]                                         |  0.0446146540343761|      0.00785517|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[1.1745137717105636, 0.8678774527414722]                                        |  0.0418307818472385|      0.00872796|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.1682210478112156, 0.8739255081291518]                                        |  0.0388126187026501|      0.00969774|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[1.1682210478112156, 0.8739255081291518]                                        |  0.0388126187026501|      0.00872796|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[1.16324780836831, 0.8810979719658953]                                          |  0.0359874404966831|      0.00969774|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[1.16324780836831, 0.8810979719658953]                                          |  0.0359874404966831|      0.00872796|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.16324780836831, 0.8810979719658953]                                          |  0.0359874404966831|      0.00785517|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[1.158496065927705, 0.8873529376488792]                                         |  0.0335569716989994|      0.00872796|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[1.158496065927705, 0.8873529376488792]                                         |  0.0335569716989994|      0.00785517|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[1.158496065927705, 0.8873529376488792]                                         |  0.0335569716989994|      0.00706965|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[1.1516475265139163, 0.889107208423496]                                         |  0.0314387716352940|      0.00785517|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[1.1516475265139163, 0.889107208423496]                                         |  0.0314387716352940|      0.00706965|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[1.1469779466038494, 0.8944152194932277]                                        |  0.0292647797614336|      0.00785517|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[1.1425126089012083, 0.9008777585545041]                                        |  0.0270551797002554|      0.00872796|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[1.1425126089012083, 0.9008777585545041]                                        |  0.0270551797002554|      0.00785517|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[1.135936852576035, 0.9051746272596304]                                         |  0.0247438289225101|      0.00872796|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.1275481288167337, 0.9075843288461348]                                        |  0.0225821752101183|      0.00969774|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      79|[1.1275481288167337, 0.9075843288461348]                                        |  0.0225821752101183|      0.00872796|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[1.1275481288167337, 0.9075843288461348]                                        |  0.0225821752101183|      0.00785517|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
