k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|     10.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.585762901606531, 1.2809351420969164, -8.14582549078534]                      | 16.2220954895019531|      1.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-0.1649158706797831, -0.745348624356513, -8.984627565201185]                   |  1.0629721879959106|      0.10000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0832168596964633, -0.7242026358639742, -9.038275666519134]                  |  1.0465809106826782|      1.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[-0.0832168596964633, -0.7242026358639742, -9.038275666519134]                  |  1.0465809106826782|      0.10000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.0177954997361962, -0.7996416345710686, -9.043661122397717]                  |  1.0257492065429688|      1.00000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[-0.0177954997361962, -0.7996416345710686, -9.043661122397717]                  |  1.0257492065429688|      0.10000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.0229048358430439, -0.8650404209854808, -9.119138890118215]                  |  1.0139350891113281|      1.00000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[-0.0229048358430439, -0.8650404209854808, -9.119138890118215]                  |  1.0139350891113281|      0.10000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.006657214832388, -0.9595125837321307, -9.104958071177347]                    |  1.0013313293457031|      1.00000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.006657214832388, -0.9595125837321307, -9.104958071177347]                    |  1.0013313293457031|      0.10000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.006657214832388, -0.9595125837321307, -9.104958071177347]                    |  1.0013313293457031|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0002814335210616, -0.9666772230100763, -9.105681329806115]                  |  1.0008156299591064|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[-0.0002814335210616, -0.9666772230100763, -9.105681329806115]                  |  1.0008156299591064|      0.01000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.0042543870446062, -0.9727833028536357, -9.112173026097544]                   |  1.0004984140396118|      0.10000000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.0042543870446062, -0.9727833028536357, -9.112173026097544]                   |  1.0004984140396118|      0.01000000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.0056027058395066, -0.9826874515332736, -9.112472818290476]                   |  1.0001002550125122|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.0056027058395066, -0.9826874515332736, -9.112472818290476]                   |  1.0001002550125122|      0.01000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.0050054141824238, -0.9918618651464549, -9.116406439717437]                   |  0.9998705387115479|      0.10000000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.0050054141824238, -0.9918618651464549, -9.116406439717437]                   |  0.9998705387115479|      0.01000000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.0045476981246651, -1.0014762435071842, -9.119118307108593]                   |  0.9998037815093994|      0.10000000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.0045476981246651, -1.0014762435071842, -9.119118307108593]                   |  0.9998037815093994|      0.01000000|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.0045476981246651, -1.0014762435071842, -9.119118307108593]                   |  0.9998037815093994|      0.00100000|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.0038095005604025, -1.0013339716879652, -9.1184588959428]                     |  0.9997970461845398|      0.01000000|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.0038095005604025, -1.0013339716879652, -9.1184588959428]                     |  0.9997970461845398|      0.00100000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.0031607856533259, -1.0018533573753785, -9.11790265186234]                    |  0.9997940659523010|      0.01000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.0031607856533259, -1.0018533573753785, -9.11790265186234]                    |  0.9997940659523010|      0.00100000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.0032018980161327, -1.0009617307862255, -9.11745175076549]                    |  0.9997917413711548|      0.01000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.0032018980161327, -1.0009617307862255, -9.11745175076549]                    |  0.9997917413711548|      0.00100000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.0022888657054266, -1.0005812947667883, -9.117304643883525]                   |  0.9997860789299011|      0.01000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.0022888657054266, -1.0005812947667883, -9.117304643883525]                   |  0.9997860789299011|      0.00100000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.0013025655077084, -1.0007253047641762, -9.117224188674662]                   |  0.9997827410697937|      0.01000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.0013025655077084, -1.0007253047641762, -9.117224188674662]                   |  0.9997827410697937|      0.00100000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.0003787873235821, -1.0003616209805861, -9.11710432219859]                    |  0.9997807145118713|      0.01000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.0003787873235821, -1.0003616209805861, -9.11710432219859]                    |  0.9997807145118713|      0.00100000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.0003787873235821, -1.0003616209805861, -9.11710432219859]                    |  0.9997807145118713|      0.00010000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.0002992961560305, -1.000302462609187, -9.117117792216211]                    |  0.9997806549072266|      0.00100000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.0002992961560305, -1.000302462609187, -9.117117792216211]                    |  0.9997806549072266|      0.00010000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.0002712783549157, -1.0002646359587142, -9.11702956440124]                    |  0.9997805953025818|      0.00100000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.0002712783549157, -1.0002646359587142, -9.11702956440124]                    |  0.9997805953025818|      0.00010000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.0002313985879456, -1.000173228226875, -9.117022200248442]                    |  0.9997805356979370|      0.00100000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.0002313985879456, -1.000173228226875, -9.117022200248442]                    |  0.9997805356979370|      0.00010000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00100000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00010000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00001000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000100|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000010|[345, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000001|[350, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[355, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[360, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[365, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[370, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[374, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[378, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[383, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[392, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[397, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[402, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[406, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[406, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[406, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[406, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.0001953065778188, -1.000105558906585, -9.116958026812377]                    |  0.9997804760932922|      0.00000000|[406, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
