k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|     10.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      0.10000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.3138995621203898, 0.377145265701062]                                        | 18.3788299560546875|      1.00000000|[26, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-0.3138995621203898, 0.377145265701062]                                        | 18.3788299560546875|      0.10000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.2811555070374824, 0.2826580874347621]                                       | 10.9367227554321289|      1.00000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.2811555070374824, 0.2826580874347621]                                       | 10.9367227554321289|      0.10000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-0.104949335819886, 0.0098175153550213]                                        |  1.2329547405242920|      0.10000000|[117, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[-0.0052194394697848, 0.002472600515618]                                        |  1.0110775232315063|      1.00000000|[122, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[-0.0052194394697848, 0.002472600515618]                                        |  1.0110775232315063|      0.10000000|[128, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[-0.0052194394697848, 0.002472600515618]                                        |  1.0110775232315063|      0.01000000|[135, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.003618393013776, -0.0022063648606716]                                        |  0.9932631254196167|      0.10000000|[141, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.003618393013776, -0.0022063648606716]                                        |  0.9932631254196167|      0.01000000|[148, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.0135842959534687, -0.0030314579442845]                                       |  0.9739364385604858|      0.10000000|[153, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[0.1050065564831719, 0.0374897745103073]                                        |  0.9330142140388489|      1.00000000|[160, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      27|[0.1050065564831719, 0.0374897745103073]                                        |  0.9330142140388489|      0.10000000|[166, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.1050065564831719, 0.0374897745103073]                                        |  0.9330142140388489|      0.01000000|[174, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.1081344641858008, 0.0279915539714993]                                        |  0.8668580651283264|      0.10000000|[180, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.2081294182896008, 0.026986987508324]                                         |  0.6593556404113770|      1.00000000|[186, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.2081294182896008, 0.026986987508324]                                         |  0.6593556404113770|      0.10000000|[193, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.3054767627346838, 0.0041069846785519]                                        |  0.5418931841850281|      1.00000000|[198, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.3054767627346838, 0.0041069846785519]                                        |  0.5418931841850281|      0.10000000|[206, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.3054767627346838, 0.0041069846785519]                                        |  0.5418931841850281|      0.01000000|[212, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.3065802546249798, 0.0140459134763677]                                        |  0.5026462674140930|      0.10000000|[217, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.4014099518291313, 0.0457843527601266]                                        |  0.3940114378929138|      1.00000000|[222, 83, 0, 83]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      37|[0.4014099518291313, 0.0457843527601266]                                        |  0.3940114378929138|      0.10000000|[229, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.4014099518291313, 0.0457843527601266]                                        |  0.3940114378929138|      0.01000000|[235, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.3987947028255464, 0.0554363200543754]                                        |  0.3678268194198608|      0.10000000|[241, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.3987947028255464, 0.0554363200543754]                                        |  0.3678268194198608|      0.01000000|[248, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.4034542425914308, 0.0642844096318007]                                        |  0.3560594916343689|      0.10000000|[253, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.4806341696973935, 0.1278710344197095]                                        |  0.2980998158454895|      1.00000000|[261, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      43|[0.4806341696973935, 0.1278710344197095]                                        |  0.2980998158454895|      0.10000000|[267, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.4806341696973935, 0.1278710344197095]                                        |  0.2980998158454895|      0.01000000|[273, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.4865019557644375, 0.1197735603276605]                                        |  0.2658204734325409|      0.10000000|[278, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.4865019557644375, 0.1197735603276605]                                        |  0.2658204734325409|      0.01000000|[285, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.4953178526141208, 0.1150533947865227]                                        |  0.2588872909545898|      0.10000000|[291, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[0.4953178526141208, 0.1150533947865227]                                        |  0.2588872909545898|      0.01000000|[297, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.4953178526141208, 0.1150533947865227]                                        |  0.2588872909545898|      0.00100000|[303, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.4954069375285468, 0.1160494188213842]                                        |  0.2576803565025330|      0.01000000|[308, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.4976438640610379, 0.1257960161603655]                                        |  0.2530143857002258|      0.10000000|[313, 117, 0, 117]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.4976438640610379, 0.1257960161603655]                                        |  0.2530143857002258|      0.01000000|[320, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[0.5073077773305108, 0.12322526134512]                                          |  0.2481274157762527|      0.10000000|[326, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.5073077773305108, 0.12322526134512]                                          |  0.2481274157762527|      0.01000000|[333, 125, 0, 125]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.5073077773305108, 0.12322526134512]                                          |  0.2481274157762527|      0.00100000|[339, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.5072828344316309, 0.1242249502226192]                                        |  0.2467608004808426|      0.01000000|[345, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[0.5087958941015128, 0.1341098199959332]                                        |  0.2418556362390518|      0.10000000|[352, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      58|[0.5087958941015128, 0.1341098199959332]                                        |  0.2418556362390518|      0.01000000|[360, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.5181239689244098, 0.1377135708333852]                                        |  0.2323944121599197|      0.10000000|[365, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.5181239689244098, 0.1377135708333852]                                        |  0.2323944121599197|      0.01000000|[373, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.5262587207987401, 0.143529567045822]                                         |  0.2249222397804260|      0.10000000|[378, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.6018348593153182, 0.2090142773752035]                                        |  0.1665877401828766|      1.00000000|[386, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      63|[0.6018348593153182, 0.2090142773752035]                                        |  0.1665877401828766|      0.10000000|[393, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.6018348593153182, 0.2090142773752035]                                        |  0.1665877401828766|      0.01000000|[399, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.5979706849471721, 0.2182375173944464]                                        |  0.1635827720165253|      0.10000000|[406, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      66|[0.5979706849471721, 0.2182375173944464]                                        |  0.1635827720165253|      0.01000000|[413, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.6076618197275352, 0.2157713651954051]                                        |  0.1613416224718094|      0.10000000|[420, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      68|[0.6076618197275352, 0.2157713651954051]                                        |  0.1613416224718094|      0.01000000|[428, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
