k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.5083745371498309, 0.0088714958020431]                                        |  0.2004216611385345|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.1012368676552387, -0.0361392040581758]                                       |  0.0003470083174761|      0.00390625|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.0973929292112906, -0.0354442750678193]                                       |  0.0002984852180816|      0.00781250|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.0973929292112906, -0.0354442750678193]                                       |  0.0002984852180816|      0.00390625|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.0935514967720198, -0.0347356243237863]                                       |  0.0002552731602918|      0.00781250|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.0935514967720198, -0.0347356243237863]                                       |  0.0002552731602918|      0.00390625|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.0896836454071878, -0.0341892591692725]                                       |  0.0002169795043301|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.0896836454071878, -0.0341892591692725]                                       |  0.0002169795043301|      0.00390625|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.0858565329159228, -0.0334069554931318]                                       |  0.0001831998961279|      0.00781250|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.0858565329159228, -0.0334069554931318]                                       |  0.0001831998961279|      0.00390625|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0819998853042282, -0.0327864248639843]                                       |  0.0001535582123324|      0.00781250|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.0819998853042282, -0.0327864248639843]                                       |  0.0001535582123324|      0.00390625|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.0819998853042282, -0.0327864248639843]                                       |  0.0001535582123324|      0.00195312|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.0800835864558353, -0.0324089384545953]                                       |  0.0001401764602633|      0.00390625|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.0800835864558353, -0.0324089384545953]                                       |  0.0001401764602633|      0.00195312|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.0781659896395285, -0.0320381019465289]                                       |  0.0001276971161133|      0.00390625|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.0781659896395285, -0.0320381019465289]                                       |  0.0001276971161133|      0.00195312|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.0762501664168073, -0.0316582090077855]                                       |  0.0001160785832326|      0.00390625|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.0762501664168073, -0.0316582090077855]                                       |  0.0001160785832326|      0.00195312|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.0743287867549117, -0.0313074990699748]                                       |  0.0001052816587617|      0.00390625|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.0743287867549117, -0.0313074990699748]                                       |  0.0001052816587617|      0.00195312|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.0724223217980833, -0.0308831305579359]                                       |  0.0000952638802119|      0.00390625|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.0724223217980833, -0.0308831305579359]                                       |  0.0000952638802119|      0.00195312|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.0705044825253411, -0.0305135499989877]                                       |  0.0000859862702782|      0.00390625|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[0.0705044825253411, -0.0305135499989877]                                       |  0.0000859862702782|      0.00195312|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.0685894039740501, -0.0301299207404448]                                       |  0.0000774111322244|      0.00390625|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.0685894039740501, -0.0301299207404448]                                       |  0.0000774111322244|      0.00195312|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.0666870947934757, -0.0296872955636556]                                       |  0.0000695010821801|      0.00390625|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.0666870947934757, -0.0296872955636556]                                       |  0.0000695010821801|      0.00195312|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.0666870947934757, -0.0296872955636556]                                       |  0.0000695010821801|      0.00097656|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.0657340600443903, -0.0294742249569498]                                       |  0.0000657838463667|      0.00195312|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.0657340600443903, -0.0294742249569498]                                       |  0.0000657838463667|      0.00097656|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.0647795632735901, -0.0292678024995034]                                       |  0.0000622197258053|      0.00195312|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.0647795632735901, -0.0292678024995034]                                       |  0.0000622197258053|      0.00097656|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.0638276020029038, -0.0290499859355797]                                       |  0.0000588040820730|      0.00195312|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.0638276020029038, -0.0290499859355797]                                       |  0.0000588040820730|      0.00097656|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.0628769724779884, -0.0288264287331341]                                       |  0.0000555327605980|      0.00195312|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.0628769724779884, -0.0288264287331341]                                       |  0.0000555327605980|      0.00097656|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.0619268369908268, -0.0286007810598856]                                       |  0.0000524015231349|      0.00195312|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.0619268369908268, -0.0286007810598856]                                       |  0.0000524015231349|      0.00097656|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.0609779214418744, -0.0283700569879669]                                       |  0.0000494062551297|      0.00195312|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.0609779214418744, -0.0283700569879669]                                       |  0.0000494062551297|      0.00097656|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.0600302124366407, -0.0281344260099416]                                       |  0.0000465428820462|      0.00195312|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.0600302124366407, -0.0281344260099416]                                       |  0.0000465428820462|      0.00097656|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.0590835452655871, -0.0278946436426673]                                       |  0.0000438073584519|      0.00195312|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.0590835452655871, -0.0278946436426673]                                       |  0.0000438073584519|      0.00097656|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.0581326989391194, -0.0276720103570851]                                       |  0.0000411958280893|      0.00195312|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.0581326989391194, -0.0276720103570851]                                       |  0.0000411958280893|      0.00097656|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.0571867976662012, -0.0274292242407233]                                       |  0.0000387042673538|      0.00195312|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.0571867976662012, -0.0274292242407233]                                       |  0.0000387042673538|      0.00097656|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.0562417365739617, -0.0271831879662815]                                       |  0.0000363289072993|      0.00195312|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.0562417365739617, -0.0271831879662815]                                       |  0.0000363289072993|      0.00097656|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.0552942006444975, -0.0269468619652138]                                       |  0.0000340660189977|      0.00195312|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.0552942006444975, -0.0269468619652138]                                       |  0.0000340660189977|      0.00097656|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
