k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.10000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[1.3185688216472329, 0.4570536903600393]                                        |  2.6843554973602295|      0.10000000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[1.3185688216472329, 0.4570536903600393]                                        |  2.6843554973602295|      0.01000000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[1.3229941877018911, 0.4480861859534456]                                        |  2.6473159790039062|      0.10000000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[1.3229941877018911, 0.4480861859534456]                                        |  2.6473159790039062|      0.01000000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[1.3274064676716597, 0.4391122355709007]                                        |  2.6106541156768799|      0.10000000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[1.3274064676716597, 0.4391122355709007]                                        |  2.6106541156768799|      0.01000000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[1.3318056069100686, 0.4301318361387433]                                        |  2.5743663311004639|      0.10000000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[1.3318056069100686, 0.4301318361387433]                                        |  2.5743663311004639|      0.01000000|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[1.3361921667046257, 0.4211452854562638]                                        |  2.5384483337402344|      0.10000000|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      28|[1.3361921667046257, 0.4211452854562638]                                        |  2.5384483337402344|      0.01000000|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[1.3405664448385248, 0.4121527501737479]                                        |  2.5028963088989258|      0.10000000|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      30|[1.3405664448385248, 0.4121527501737479]                                        |  2.5028963088989258|      0.01000000|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.3449285570098886, 0.4031543071192834]                                        |  2.4677066802978516|      0.10000000|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[1.3449285570098886, 0.4031543071192834]                                        |  2.4677066802978516|      0.01000000|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.3492791232422878, 0.3941502761632333]                                        |  2.4328756332397461|      0.10000000|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      34|[1.3492791232422878, 0.3941502761632333]                                        |  2.4328756332397461|      0.01000000|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.353618169578786, 0.3851406881099579]                                         |  2.3983993530273438|      0.10000000|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[1.353618169578786, 0.3851406881099579]                                         |  2.3983993530273438|      0.01000000|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.3579462019420745, 0.3761258039807898]                                        |  2.3642742633819580|      0.10000000|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      38|[1.3579462019420745, 0.3761258039807898]                                        |  2.3642742633819580|      0.01000000|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.362263699439899, 0.3671058696486408]                                         |  2.3304967880249023|      0.10000000|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      40|[1.362263699439899, 0.3671058696486408]                                         |  2.3304967880249023|      0.01000000|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.3665707156765758, 0.3580809258185108]                                        |  2.2970633506774902|      0.10000000|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      42|[1.3665707156765758, 0.3580809258185108]                                        |  2.2970633506774902|      0.01000000|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.370867809813143, 0.3490512535109749]                                         |  2.2639703750610352|      0.10000000|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      44|[1.370867809813143, 0.3490512535109749]                                         |  2.2639703750610352|      0.01000000|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.3751552435767367, 0.3400169903023454]                                        |  2.2312147617340088|      0.10000000|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      46|[1.3751552435767367, 0.3400169903023454]                                        |  2.2312147617340088|      0.01000000|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.379433472886013, 0.3309783646337357]                                         |  2.1987929344177246|      0.10000000|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      48|[1.379433472886013, 0.3309783646337357]                                         |  2.1987929344177246|      0.01000000|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.3837027948009677, 0.3219355282210559]                                        |  2.1667015552520752|      0.10000000|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      50|[1.3837027948009677, 0.3219355282210559]                                        |  2.1667015552520752|      0.01000000|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.3879636343679123, 0.312888691968268]                                         |  2.1349372863769531|      0.10000000|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      52|[1.3879636343679123, 0.312888691968268]                                         |  2.1349372863769531|      0.01000000|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.3922163048619312, 0.3038380127855049]                                        |  2.1034967899322510|      0.10000000|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      54|[1.3922163048619312, 0.3038380127855049]                                        |  2.1034967899322510|      0.01000000|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.396461308240322, 0.2947837349944578]                                         |  2.0723769664764404|      0.10000000|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      56|[1.396461308240322, 0.2947837349944578]                                         |  2.0723769664764404|      0.01000000|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.400698964719157, 0.2857260163210065]                                         |  2.0415749549865723|      0.10000000|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      58|[1.400698964719157, 0.2857260163210065]                                         |  2.0415749549865723|      0.01000000|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.4049297459122807, 0.2766650842223805]                                        |  2.0110871791839600|      0.10000000|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      60|[1.4049297459122807, 0.2766650842223805]                                        |  2.0110871791839600|      0.01000000|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.4091539259525356, 0.2676010728042769]                                        |  1.9809106588363647|      0.10000000|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      62|[1.4091539259525356, 0.2676010728042769]                                        |  1.9809106588363647|      0.01000000|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.4133720482858898, 0.2585342407235081]                                        |  1.9510425329208374|      0.10000000|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      64|[1.4133720482858898, 0.2585342407235081]                                        |  1.9510425329208374|      0.01000000|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.4175844825219872, 0.2494647645640734]                                        |  1.9214798212051392|      0.10000000|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      66|[1.4175844825219872, 0.2494647645640734]                                        |  1.9214798212051392|      0.01000000|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.421791462380911, 0.2403927570427687]                                         |  1.8922195434570312|      0.10000000|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      68|[1.421791462380911, 0.2403927570427687]                                         |  1.8922195434570312|      0.01000000|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.4259937522596668, 0.2313185761003967]                                        |  1.8632587194442749|      0.10000000|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      70|[1.4259937522596668, 0.2313185761003967]                                        |  1.8632587194442749|      0.01000000|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.4301915729848713, 0.222242326811233]                                         |  1.8345944881439209|      0.10000000|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      72|[1.4301915729848713, 0.222242326811233]                                         |  1.8345944881439209|      0.01000000|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.4343853091326075, 0.2131641894955074]                                        |  1.8062241077423096|      0.10000000|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      74|[1.4343853091326075, 0.2131641894955074]                                        |  1.8062241077423096|      0.01000000|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.4385755454744413, 0.2040844362279579]                                        |  1.7781448364257812|      0.10000000|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      76|[1.4385755454744413, 0.2040844362279579]                                        |  1.7781448364257812|      0.01000000|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.4427624798081868, 0.1950031598372239]                                        |  1.7503538131713867|      0.10000000|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      78|[1.4427624798081868, 0.1950031598372239]                                        |  1.7503538131713867|      0.01000000|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.4469469074148709, 0.1859207281361638]                                        |  1.7228485345840454|      0.10000000|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      80|[1.4469469074148709, 0.1859207281361638]                                        |  1.7228485345840454|      0.01000000|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
