k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.20000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      30|[1.7818255643785281, -0.4841324918371864]                                       |  0.3248760700225830|      0.04000000|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[1.8010176132904465, -0.5192275806469122]                                       |  0.2814105451107025|      0.20000000|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[1.8010176132904465, -0.5192275806469122]                                       |  0.2814105451107025|      0.04000000|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[1.8202877085708997, -0.5542798762619251]                                       |  0.2408852726221085|      0.20000000|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      34|[1.8202877085708997, -0.5542798762619251]                                       |  0.2408852726221085|      0.04000000|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[1.8395652321913116, -0.5893280871016308]                                       |  0.2033301889896393|      0.20000000|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[1.8395652321913116, -0.5893280871016308]                                       |  0.2033301889896393|      0.04000000|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.8587576183481587, -0.6244229914839834]                                       |  0.1687858551740646|      0.20000000|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      38|[1.8587576183481587, -0.6244229914839834]                                       |  0.1687858551740646|      0.04000000|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.8777768625681768, -0.659612028829431]                                        |  0.1373020261526108|      0.20000000|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      40|[1.8777768625681768, -0.659612028829431]                                        |  0.1373020261526108|      0.04000000|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.8965229185111967, -0.6949473565706756]                                       |  0.1089358329772949|      0.20000000|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      42|[1.8965229185111967, -0.6949473565706756]                                       |  0.1089358329772949|      0.04000000|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.914896644559436, -0.7304777124808584]                                        |  0.0837494656443596|      0.20000000|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      44|[1.914896644559436, -0.7304777124808584]                                        |  0.0837494656443596|      0.04000000|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.9326661096403361, -0.7663140921911287]                                       |  0.0618054047226906|      0.20000000|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      46|[1.9326661096403361, -0.7663140921911287]                                       |  0.0618054047226906|      0.04000000|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.9494873286436232, -0.8026052287294552]                                       |  0.0431598573923111|      0.20000000|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      48|[1.9494873286436232, -0.8026052287294552]                                       |  0.0431598573923111|      0.04000000|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.9651102051588676, -0.8394281255382265]                                       |  0.0278583802282810|      0.20000000|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      50|[1.9651102051588676, -0.8394281255382265]                                       |  0.0278583802282810|      0.04000000|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.9651102051588676, -0.8394281255382265]                                       |  0.0278583802282810|      0.00800000|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[1.9679045809337878, -0.8469242221243531]                                       |  0.0252011921256781|      0.04000000|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      53|[1.9679045809337878, -0.8469242221243531]                                       |  0.0252011921256781|      0.00800000|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[1.9706292471743443, -0.8544459369472889]                                       |  0.0226784218102694|      0.04000000|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      55|[1.9706292471743443, -0.8544459369472889]                                       |  0.0226784218102694|      0.00800000|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[1.9732784148038336, -0.8619945733056563]                                       |  0.0202900990843773|      0.04000000|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      57|[1.9732784148038336, -0.8619945733056563]                                       |  0.0202900990843773|      0.00800000|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[1.9758466849234009, -0.8695711153000584]                                       |  0.0180362034589052|      0.04000000|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      59|[1.9758466849234009, -0.8695711153000584]                                       |  0.0180362034589052|      0.00800000|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[1.9783294713894926, -0.8771760986244183]                                       |  0.0159166604280472|      0.04000000|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      61|[1.9783294713894926, -0.8771760986244183]                                       |  0.0159166604280472|      0.00800000|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[1.9807203747528337, -0.8848104670401526]                                       |  0.0139313358813524|      0.04000000|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      63|[1.9807203747528337, -0.8848104670401526]                                       |  0.0139313358813524|      0.00800000|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[1.983014923090845, -0.8924743464706063]                                        |  0.0120800463482738|      0.04000000|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      65|[1.983014923090845, -0.8924743464706063]                                        |  0.0120800463482738|      0.00800000|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[1.9852031509791812, -0.9001692576922324]                                       |  0.0103625375777483|      0.04000000|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      67|[1.9852031509791812, -0.9001692576922324]                                       |  0.0103625375777483|      0.00800000|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[1.987281567413861, -0.9078945528402544]                                        |  0.0087785050272942|      0.04000000|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      69|[1.987281567413861, -0.9078945528402544]                                        |  0.0087785050272942|      0.00800000|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[1.9892398902392563, -0.915651161101056]                                        |  0.0073275784961879|      0.04000000|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      71|[1.9892398902392563, -0.915651161101056]                                        |  0.0073275784961879|      0.00800000|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      72|[1.9910700778599795, -0.9234389986233051]                                       |  0.0060093309730291|      0.04000000|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      73|[1.9910700778599795, -0.9234389986233051]                                       |  0.0060093309730291|      0.00800000|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[1.99276100501333, -0.9312582546852373]                                         |  0.0048232767730951|      0.04000000|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      75|[1.99276100501333, -0.9312582546852373]                                         |  0.0048232767730951|      0.00800000|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      76|[1.9943074395782636, -0.9391073654715861]                                       |  0.0037688971497118|      0.04000000|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      77|[1.9943074395782636, -0.9391073654715861]                                       |  0.0037688971497118|      0.00800000|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      78|[1.9956964051279247, -0.9469858662618288]                                       |  0.0028456286527216|      0.04000000|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      79|[1.9956964051279247, -0.9469858662618288]                                       |  0.0028456286527216|      0.00800000|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      80|[1.9969123912893598, -0.9548929123382848]                                       |  0.0020528754685074|      0.04000000|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
