k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.6946363049347228, 2.047764202659824]                                         | 99.4427566528320312|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.43046721|[106, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.43046721|[109, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.38742049|[115, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.38742049|[118, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      15|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.38742049|[121, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.34867844|[127, 44, 0, 44]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.34867844|[130, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.34867844|[133, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.34867844|[136, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.34867844|[139, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.34867844|[142, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.34867844|[145, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      16|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.34867844|[148, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.31381060|[153, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.31381060|[156, 54, 0, 54]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.31381060|[159, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.31381060|[162, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      17|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.31381060|[165, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      18|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.28242954|[171, 59, 0, 59]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.28242954|[174, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      19|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.25418658|[180, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.25418658|[183, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[189, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[192, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[195, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[198, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[201, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[204, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[207, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[210, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[213, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      20|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.22876792|[216, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      21|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.20589113|[222, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.20589113|[225, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      21|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.20589113|[228, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      21|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.20589113|[231, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
      21|[1.3152018813553372, 0.3413906654520467]                                        |  0.3713400959968567|      0.20589113|[234, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | DECALRED SUCCESS
