k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0034050668271703, -0.0824532544793889]                                       | 56.9047622680664062|     10.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.0034050668271703, -0.0824532544793889]                                       | 56.9047622680664062|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.0034050668271703, -0.0824532544793889]                                       | 56.9047622680664062|      0.10000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.9623820311349138, 0.008744939266934]                                         | 48.0484771728515625|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.3834053138507822, 0.9157947699880218]                                        | 31.9285678863525391|     10.00000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[1.3834053138507822, 0.9157947699880218]                                        | 31.9285678863525391|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.3834053138507822, 0.9157947699880218]                                        | 31.9285678863525391|      0.10000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.2840491512724597, 0.9044654735531181]                                        | 16.1841869354248047|      1.00000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[1.2840491512724597, 0.9044654735531181]                                        | 16.1841869354248047|      0.10000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.9966729860767444, 1.011334916983577]                                         |  0.0102988258004189|      0.01000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.9966729860767444, 1.011334916983577]                                         |  0.0102988258004189|      0.00100000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.9969551287537346, 1.010375544527322]                                         |  0.0086278878152370|      0.01000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.9958477692261852, 1.000437045904454]                                         |  0.0027453419752419|      0.10000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.9958477692261852, 1.000437045904454]                                         |  0.0027453419752419|      0.01000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.9958477692261852, 1.000437045904454]                                         |  0.0027453419752419|      0.00100000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.9968468136761504, 1.0004807515905119]                                        |  0.0015717964852229|      0.01000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.9968468136761504, 1.0004807515905119]                                        |  0.0015717964852229|      0.00100000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.9978464955625195, 1.0005059731302235]                                        |  0.0007273090304807|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.9978464955625195, 1.0005059731302235]                                        |  0.0007273090304807|      0.00100000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.9988460585354733, 1.0004764119546763]                                        |  0.0002099248231389|      0.01000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.9988460585354733, 1.0004764119546763]                                        |  0.0002099248231389|      0.00100000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.9998336562738066, 1.0006334173916487]                                        |  0.0000315813194902|      0.01000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.9998336562738066, 1.0006334173916487]                                        |  0.0000315813194902|      0.00100000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[1.0000595186805379, 0.9996592581781597]                                        |  0.0000088949918791|      0.01000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[1.0000595186805379, 0.9996592581781597]                                        |  0.0000088949918791|      0.00100000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[1.0000595186805379, 0.9996592581781597]                                        |  0.0000088949918791|      0.00010000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[1.0000220796481827, 0.9997519852985524]                                        |  0.0000047375256145|      0.00100000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[1.0000220796481827, 0.9997519852985524]                                        |  0.0000047375256145|      0.00010000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[1.0000252998302388, 0.999851933437242]                                         |  0.0000016789832671|      0.00100000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[1.0000252998302388, 0.999851933437242]                                         |  0.0000016789832671|      0.00010000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[1.0000228552791834, 0.9999519035536275]                                        |  0.0000002179663454|      0.00100000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[1.0000228552791834, 0.9999519035536275]                                        |  0.0000002179663454|      0.00010000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[1.0000228552791834, 0.9999519035536275]                                        |  0.0000002179663454|      0.00001000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[1.0000160203239257, 0.9999592031006425]                                        |  0.0000001438700110|      0.00010000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[1.0000160203239257, 0.9999592031006425]                                        |  0.0000001438700110|      0.00001000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[1.000009347175328, 0.9999666508578748]                                         |  0.0000000883388367|      0.00010000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[1.000009347175328, 0.9999666508578748]                                         |  0.0000000883388367|      0.00001000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[1.0000090801353128, 0.9999766472917205]                                        |  0.0000000469713548|      0.00010000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[1.0000090801353128, 0.9999766472917205]                                        |  0.0000000469713548|      0.00001000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[1.000003803429721, 0.9999851417827645]                                         |  0.0000000173211330|      0.00010000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[1.000003803429721, 0.9999851417827645]                                         |  0.0000000173211330|      0.00001000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[1.0000004461471739, 0.9999945613716037]                                        |  0.0000000022824644|      0.00010000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[1.0000004461471739, 0.9999945613716037]                                        |  0.0000000022824644|      0.00001000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[1.0000004461471739, 0.9999945613716037]                                        |  0.0000000022824644|      0.00000100|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[1.0000006786082398, 0.9999955339773063]                                        |  0.0000000015256774|      0.00001000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[1.0000006786082398, 0.9999955339773063]                                        |  0.0000000015256774|      0.00000100|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[1.0000004808253513, 0.9999965142231576]                                        |  0.0000000009295154|      0.00001000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[1.0000004808253513, 0.9999965142231576]                                        |  0.0000000009295154|      0.00000100|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[1.0000006681944347, 0.9999974965127415]                                        |  0.0000000004943238|      0.00001000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[1.0000006681944347, 0.9999974965127415]                                        |  0.0000000004943238|      0.00000100|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[1.0000008207316682, 0.999998484810466]                                         |  0.0000000002344434|      0.00001000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[1.0000008207316682, 0.999998484810466]                                         |  0.0000000002344434|      0.00000100|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[1.0000000550778, 0.9999991280632581]                                           |  0.0000000000590142|      0.00001000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[1.0000000550778, 0.9999991280632581]                                           |  0.0000000000590142|      0.00000100|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[0.9999996180645585, 1.00000002751833]                                          |  0.0000000000234795|      0.00001000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.9999996180645585, 1.00000002751833]                                          |  0.0000000000234795|      0.00000100|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.9999996180645585, 1.00000002751833]                                          |  0.0000000000234795|      0.00000010|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.9999997168157545, 1.0000000432727352]                                        |  0.0000000000127133|      0.00000100|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      69|[0.9999997168157545, 1.0000000432727352]                                        |  0.0000000000127133|      0.00000010|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      70|[0.9999998155693477, 1.0000000590121072]                                        |  0.0000000000053346|      0.00000100|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      71|[0.9999998155693477, 1.0000000590121072]                                        |  0.0000000000053346|      0.00000010|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[0.9999999133041002, 1.0000000378480305]                                        |  0.0000000000011898|      0.00000100|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      73|[0.9999999133041002, 1.0000000378480305]                                        |  0.0000000000011898|      0.00000010|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[1.000000013036149, 1.0000000305324004]                                         |  0.0000000000001216|      0.00000100|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[1.000000013036149, 1.0000000305324004]                                         |  0.0000000000001216|      0.00000010|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[1.000000013036149, 1.0000000305324004]                                         |  0.0000000000001216|      0.00000001|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[1.000000005264972, 1.0000000242388476]                                         |  0.0000000000000577|      0.00000010|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[1.000000005264972, 1.0000000242388476]                                         |  0.0000000000000577|      0.00000001|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[1.0000000018202384, 1.0000000148508867]                                        |  0.0000000000000195|      0.00000010|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[1.0000000018202384, 1.0000000148508867]                                        |  0.0000000000000195|      0.00000001|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
