k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[1.7686979525883726, 0.4237139118104936, -7.796716965765403]                    |  4.4913778305053711|      0.10941899|[336, 129, 0, 129]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.7686979525883726, 0.4237139118104936, -7.796716965765403]                    |  4.4913778305053711|      0.09847709|[347, 133, 0, 133]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.6869620888894477, 0.3689140924256292, -7.800454033954808]                    |  4.1000590324401855|      0.10941899|[355, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      36|[1.6869620888894477, 0.3689140924256292, -7.800454033954808]                    |  4.1000590324401855|      0.09847709|[366, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.6869620888894477, 0.3689140924256292, -7.800454033954808]                    |  4.1000590324401855|      0.08862938|[376, 145, 0, 145]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[1.605917999070348, 0.3359144336890729, -7.814526888673858]                     |  3.7795443534851074|      0.09847709|[385, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      39|[1.605917999070348, 0.3359144336890729, -7.814526888673858]                     |  3.7795443534851074|      0.08862938|[397, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.5282698034683544, 0.2939852459026695, -7.822765101016714]                    |  3.4795215129852295|      0.09847709|[402, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[1.5282698034683544, 0.2939852459026695, -7.822765101016714]                    |  3.4795215129852295|      0.08862938|[414, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.5282698034683544, 0.2939852459026695, -7.822765101016714]                    |  3.4795215129852295|      0.07976644|[424, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
