k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|      5.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
      51|[13.969417553461868, 33.28559252599416, 44.564965900715194, 40.838933117692406] |179.1739044189453125|      0.20000000|[548, 204, 0, 102]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      52|[13.78717082086374, 33.21399367248623, 44.59992598442894, 40.85985022027339]    |173.4445343017578125|      1.00000000|[559, 208, 0, 104]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      53|[13.78717082086374, 33.21399367248623, 44.59992598442894, 40.85985022027339]    |173.4445343017578125|      0.20000000|[569, 212, 0, 106]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      54|[13.604819741174875, 33.14260657132523, 44.63498245090027, 40.88041741946722]   |167.8342437744140625|      1.00000000|[580, 216, 0, 108]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      55|[13.604819741174875, 33.14260657132523, 44.63498245090027, 40.88041741946722]   |167.8342437744140625|      0.20000000|[590, 220, 0, 110]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      56|[13.4218973470721, 33.07271413891647, 44.67032237365692, 40.90055533115758]     |162.3414001464843750|      1.00000000|[600, 224, 0, 112]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      57|[13.4218973470721, 33.07271413891647, 44.67032237365692, 40.90055533115758]     |162.3414001464843750|      0.20000000|[611, 228, 0, 114]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      58|[13.333698210493276, 32.90760849814459, 44.72038045818774, 40.851005075203005]  |158.5246124267578125|      1.00000000|[621, 232, 0, 116]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      59|[13.333698210493276, 32.90760849814459, 44.72038045818774, 40.851005075203005]  |158.5246124267578125|      0.20000000|[632, 236, 0, 118]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      60|[13.150241582577674, 32.838474969684704, 44.754563810880576, 40.870897770224026]|153.2404785156250000|      1.00000000|[642, 240, 0, 120]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      61|[13.150241582577674, 32.838474969684704, 44.754563810880576, 40.870897770224026]|153.2404785156250000|      0.20000000|[653, 244, 0, 122]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      62|[12.966517927432253, 32.769784133211324, 44.78810176831748, 40.890957504408554] |148.0694122314453125|      1.00000000|[663, 248, 0, 124]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      63|[12.966517927432253, 32.769784133211324, 44.78810176831748, 40.890957504408554] |148.0694122314453125|      0.20000000|[674, 252, 0, 126]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      64|[12.782339443681217, 32.702094863785945, 44.82180418216312, 40.90994687587802]  |143.0099029541015625|      1.00000000|[685, 256, 0, 128]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      65|[12.782339443681217, 32.702094863785945, 44.82180418216312, 40.90994687587802]  |143.0099029541015625|      0.20000000|[695, 260, 0, 130]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      66|[12.59778934120131, 32.63537924766112, 44.85459815771275, 40.93031453179104]    |138.0605316162109375|      1.00000000|[705, 264, 0, 132]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      67|[12.59778934120131, 32.63537924766112, 44.85459815771275, 40.93031453179104]    |138.0605316162109375|      0.20000000|[716, 268, 0, 134]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      68|[12.412928264259651, 32.568684071054534, 44.88642239284222, 40.94942875968052]  |133.2197723388671875|      1.00000000|[726, 272, 0, 136]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      69|[12.412928264259651, 32.568684071054534, 44.88642239284222, 40.94942875968052]  |133.2197723388671875|      0.20000000|[737, 276, 0, 138]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      70|[12.227711848052184, 32.50321518249458, 44.91906146709444, 40.96795966980239]   |128.4862518310546875|      1.00000000|[749, 280, 0, 140]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      71|[12.227711848052184, 32.50321518249458, 44.91906146709444, 40.96795966980239]   |128.4862518310546875|      0.20000000|[759, 284, 0, 142]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      72|[12.042067847904011, 32.43851202134697, 44.95071636481094, 40.98660835868527]   |123.8585586547851562|      1.00000000|[769, 288, 0, 144]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      73|[12.042067847904011, 32.43851202134697, 44.95071636481094, 40.98660835868527]   |123.8585586547851562|      0.20000000|[780, 292, 0, 146]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      74|[11.856086669554148, 32.37446441087431, 44.98211758578151, 41.004576892679324]  |119.3353424072265625|      1.00000000|[790, 296, 0, 148]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      75|[11.856086669554148, 32.37446441087431, 44.98211758578151, 41.004576892679324]  |119.3353424072265625|      0.20000000|[800, 300, 0, 150]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      76|[11.669681518205783, 32.31115669886115, 45.01269182681926, 41.02219702137967]   |114.9152450561523438|      1.00000000|[810, 304, 0, 152]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      77|[11.669681518205783, 32.31115669886115, 45.01269182681926, 41.02219702137967]   |114.9152450561523438|      0.20000000|[821, 308, 0, 154]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      78|[11.588587504110706, 32.20389066704192, 45.12642868412941, 41.116968781861964]  |111.9973754882812500|      1.00000000|[831, 312, 0, 156]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
      79|[11.588587504110706, 32.20389066704192, 45.12642868412941, 41.116968781861964]  |111.9973754882812500|      0.20000000|[841, 316, 0, 158]                                                         |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      80|[11.401758906864496, 32.14144306988886, 45.15626267132004, 41.134441791595016]  |107.7604980468750000|      1.00000000|[852, 320, 0, 160]                                                         |  | trying linear partial model with 7 points | iterate success | actual_k=2
