k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.642696797975909, 4.34368349531063]                                           |  0.2889285683631897|      0.06250000|[77, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.642696797975909, 4.34368349531063]                                           |  0.2889285683631897|      0.03125000|[84, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.612666278173802, 4.335038821782077]                                          |  0.1024452522397041|      0.06250000|[89, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[0.612666278173802, 4.335038821782077]                                          |  0.1024452522397041|      0.03125000|[96, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.6255813937323851, 4.306582499284107]                                         |  0.0831132829189301|      0.06250000|[102, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[0.6255813937323851, 4.306582499284107]                                         |  0.0831132829189301|      0.03125000|[109, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.6255813937323851, 4.306582499284107]                                         |  0.0831132829189301|      0.01562500|[115, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.6255813937323851, 4.306582499284107]                                         |  0.0831132829189301|      0.00781250|[122, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.6293958170453745, 4.299764484100836]                                         |  0.0805173739790916|      0.01562500|[129, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      21|[0.6293958170453745, 4.299764484100836]                                         |  0.0805173739790916|      0.00781250|[135, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.6293958170453745, 4.299764484100836]                                         |  0.0805173739790916|      0.00390625|[141, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.6287770972794845, 4.295907545559221]                                         |  0.0793950334191322|      0.00781250|[146, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.6287770972794845, 4.295907545559221]                                         |  0.0793950334191322|      0.00390625|[154, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.6287770972794845, 4.295907545559221]                                         |  0.0793950334191322|      0.00195312|[162, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.6300975273313558, 4.294468392424999]                                         |  0.0786148160696030|      0.00390625|[168, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.6321945634596229, 4.291172754620379]                                         |  0.0777451097965240|      0.00781250|[174, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[0.6321945634596229, 4.291172754620379]                                         |  0.0777451097965240|      0.00390625|[180, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.6321945634596229, 4.291172754620379]                                         |  0.0777451097965240|      0.00195312|[186, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.6313308028922965, 4.289421008363652]                                         |  0.0769580379128456|      0.00390625|[191, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.633087138119185, 4.285931871560187]                                          |  0.0757866576313972|      0.00781250|[196, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.6363710083093942, 4.278843052700613]                                         |  0.0740533024072647|      0.01562500|[201, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      33|[0.6370183481718569, 4.2632314680244034]                                        |  0.0698753222823143|      0.03125000|[207, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.6370183481718569, 4.2632314680244034]                                        |  0.0698753222823143|      0.01562500|[213, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[0.6370183481718569, 4.2632314680244034]                                        |  0.0698753222823143|      0.00781250|[220, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.6370183481718569, 4.2632314680244034]                                        |  0.0698753222823143|      0.00390625|[227, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.640782471131011, 4.2642755788474815]                                         |  0.0695009455084801|      0.00781250|[232, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.640782471131011, 4.2642755788474815]                                         |  0.0695009455084801|      0.00390625|[240, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.640782471131011, 4.2642755788474815]                                         |  0.0695009455084801|      0.00195312|[247, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.6391781314523194, 4.2631616706551245]                                        |  0.0684341341257095|      0.00390625|[252, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      41|[0.641765008365991, 4.260234751302629]                                          |  0.0680665597319603|      0.00781250|[260, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      42|[0.6410290754246976, 4.252456990766593]                                         |  0.0657014399766922|      0.01562500|[266, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.6410290754246976, 4.252456990766593]                                         |  0.0657014399766922|      0.00781250|[272, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.6443244387927995, 4.245373507405832]                                         |  0.0629860609769821|      0.01562500|[277, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.6443244387927995, 4.245373507405832]                                         |  0.0629860609769821|      0.00781250|[284, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.6443244387927995, 4.245373507405832]                                         |  0.0629860609769821|      0.00390625|[290, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.6443244387927995, 4.245373507405832]                                         |  0.0629860609769821|      0.00195312|[296, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.645341157159337, 4.24370588004075]                                           |  0.0624648109078407|      0.00390625|[302, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.644869328505786, 4.239828230393839]                                          |  0.0618198327720165|      0.00781250|[309, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      50|[0.644869328505786, 4.239828230393839]                                          |  0.0618198327720165|      0.00390625|[315, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.6484486531719803, 4.2382638698227195]                                        |  0.0615328252315521|      0.00781250|[323, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      52|[0.6484486531719803, 4.2382638698227195]                                        |  0.0615328252315521|      0.00390625|[330, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.6484486531719803, 4.2382638698227195]                                        |  0.0615328252315521|      0.00195312|[338, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.6470010905706614, 4.236952664354119]                                         |  0.0604598969221115|      0.00390625|[344, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.6476025930458924, 4.2330930032505]                                           |  0.0594492070376873|      0.00781250|[351, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      56|[0.6495572560809026, 4.225528979938163]                                         |  0.0573953911662102|      0.01562500|[356, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[0.6495572560809026, 4.225528979938163]                                         |  0.0573953911662102|      0.00781250|[362, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      58|[0.6495572560809026, 4.225528979938163]                                         |  0.0573953911662102|      0.00390625|[368, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.6526976622060043, 4.223205913337327]                                         |  0.0569795109331608|      0.00781250|[374, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.6526976622060043, 4.223205913337327]                                         |  0.0569795109331608|      0.00390625|[382, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.6526976622060043, 4.223205913337327]                                         |  0.0569795109331608|      0.00195312|[388, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.6513589785848642, 4.221783723677642]                                         |  0.0561047419905663|      0.00390625|[393, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.653023697879111, 4.218249958159973]                                          |  0.0551001876592636|      0.00781250|[399, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      64|[0.653023697879111, 4.218249958159973]                                          |  0.0551001876592636|      0.00390625|[406, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.6533099575223682, 4.21435421118678]                                          |  0.0540884546935558|      0.00781250|[411, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      66|[0.6558021521894818, 4.206949879887384]                                         |  0.0519947148859501|      0.01562500|[418, 157, 0, 157]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      67|[0.6558021521894818, 4.206949879887384]                                         |  0.0519947148859501|      0.00781250|[426, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
