k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.3588200583291256, 9.998102713869832, 1.2304597135490343]                     |  0.2113465517759323|      0.01000000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.368752297273323, 9.997259042194884, 1.2312589930122122]                      |  0.1984442770481110|      0.10000000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.368752297273323, 9.997259042194884, 1.2312589930122122]                      |  0.1984442770481110|      0.01000000|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.3688617903891194, 10.003195775825027, 1.2393053092539665]                    |  0.1917439699172974|      0.10000000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.3688617903891194, 10.003195775825027, 1.2393053092539665]                    |  0.1917439699172974|      0.01000000|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.3773274680989148, 10.00397927397942, 1.244570138933637]                      |  0.1781821250915527|      0.10000000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.3773274680989148, 10.00397927397942, 1.244570138933637]                      |  0.1781821250915527|      0.01000000|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.3774992601142147, 10.000408077186092, 1.253909145356528]                     |  0.1715826094150543|      0.10000000|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.3774992601142147, 10.000408077186092, 1.253909145356528]                     |  0.1715826094150543|      0.01000000|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.3865451057152906, 10.003771836090701, 1.256527886159502]                     |  0.1605835407972336|      0.10000000|[280, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.3865451057152906, 10.003771836090701, 1.256527886159502]                     |  0.1605835407972336|      0.01000000|[286, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.3964309587697266, 10.00366823830405, 1.2580309420083313]                     |  0.1501007080078125|      0.10000000|[292, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.3964309587697266, 10.00366823830405, 1.2580309420083313]                     |  0.1501007080078125|      0.01000000|[297, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.4019965719758695, 10.011645175988967, 1.260353099369613]                     |  0.1436254382133484|      0.10000000|[302, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.4019965719758695, 10.011645175988967, 1.260353099369613]                     |  0.1436254382133484|      0.01000000|[307, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.4033622593980108, 10.003955223787022, 1.266598059977721]                     |  0.1393931806087494|      0.10000000|[313, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.4033622593980108, 10.003955223787022, 1.266598059977721]                     |  0.1393931806087494|      0.01000000|[318, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.4101703873252522, 10.001050356730154, 1.2733219830519567]                    |  0.1307416409254074|      0.10000000|[323, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.4101703873252522, 10.001050356730154, 1.2733219830519567]                    |  0.1307416409254074|      0.01000000|[329, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.4159615793146988, 9.995769051125018, 1.2795324505421324]                     |  0.1239518076181412|      0.10000000|[335, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.4159615793146988, 9.995769051125018, 1.2795324505421324]                     |  0.1239518076181412|      0.01000000|[341, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.424640421930875, 9.99140661778092, 1.2819087641077067]                       |  0.1169037446379662|      0.10000000|[346, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.424640421930875, 9.99140661778092, 1.2819087641077067]                       |  0.1169037446379662|      0.01000000|[352, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.4337623466013968, 9.995092165102387, 1.2836996385439932]                     |  0.1101550608873367|      0.10000000|[358, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.4337623466013968, 9.995092165102387, 1.2836996385439932]                     |  0.1101550608873367|      0.01000000|[364, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.4413924857663672, 10.000979759644244, 1.2863674479138463]                    |  0.1046480312943459|      0.10000000|[370, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.4413924857663672, 10.000979759644244, 1.2863674479138463]                    |  0.1046480312943459|      0.01000000|[376, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.4506525472954891, 10.001180351219931, 1.2901371990325066]                    |  0.0986239537596703|      0.10000000|[381, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.4506525472954891, 10.001180351219931, 1.2901371990325066]                    |  0.0986239537596703|      0.01000000|[386, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.4599251116264144, 10.000545734237726, 1.2864471025548048]                    |  0.0940598174929619|      0.10000000|[392, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.4599251116264144, 10.000545734237726, 1.2864471025548048]                    |  0.0940598174929619|      0.01000000|[397, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.4599251116264144, 10.000545734237726, 1.2864471025548048]                    |  0.0940598174929619|      0.00100000|[403, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.4608997985395787, 10.000573260199507, 1.2866689758130723]                    |  0.0935196802020073|      0.01000000|[409, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[0.4705954554716463, 10.000576758388279, 1.2891172863363363]                    |  0.0884705930948257|      0.10000000|[415, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.4705954554716463, 10.000576758388279, 1.2891172863363363]                    |  0.0884705930948257|      0.01000000|[421, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.4805545054472478, 10.001396833797555, 1.2887367605072888]                    |  0.0839538276195526|      0.10000000|[426, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.4805545054472478, 10.001396833797555, 1.2887367605072888]                    |  0.0839538276195526|      0.01000000|[431, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.4805545054472478, 10.001396833797555, 1.2887367605072888]                    |  0.0839538276195526|      0.00100000|[436, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.4815538452812497, 10.0013619281563, 1.2887266861643525]                      |  0.0835231617093086|      0.01000000|[442, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
