k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[1.0165128927508427, -1.0057531327175655]                                       |  2.0551402568817139|      0.09847709|[212, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.0165128927508427, -1.0057531327175655]                                       |  2.0551402568817139|      0.08862938|[219, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      34|[1.0165128927508427, -1.0057531327175655]                                       |  2.0551402568817139|      0.07976644|[226, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.9416831465387425, -0.9781271572059452]                                       |  1.8166084289550781|      0.08862938|[231, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.9416831465387425, -0.9781271572059452]                                       |  1.8166084289550781|      0.07976644|[239, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.9416831465387425, -0.9781271572059452]                                       |  1.8166084289550781|      0.07178980|[246, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.8723296850133329, -0.9595833554985378]                                       |  1.6293058395385742|      0.07976644|[251, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.8723296850133329, -0.9595833554985378]                                       |  1.6293058395385742|      0.07178980|[259, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.8723296850133329, -0.9595833554985378]                                       |  1.6293058395385742|      0.06461082|[265, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.8115919453454074, -0.9375496336622112]                                       |  1.4797440767288208|      0.07178980|[271, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.8115919453454074, -0.9375496336622112]                                       |  1.4797440767288208|      0.06461082|[279, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.8115919453454074, -0.9375496336622112]                                       |  1.4797440767288208|      0.05814974|[286, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.8115919453454074, -0.9375496336622112]                                       |  1.4797440767288208|      0.05233476|[294, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.7632100196419291, -0.9175967713317953]                                       |  1.3715548515319824|      0.05814974|[300, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.7632100196419291, -0.9175967713317953]                                       |  1.3715548515319824|      0.05233476|[307, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.7632100196419291, -0.9175967713317953]                                       |  1.3715548515319824|      0.04710129|[313, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.7195084596356356, -0.9000267716881247]                                       |  1.2832964658737183|      0.05233476|[318, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.7195084596356356, -0.9000267716881247]                                       |  1.2832964658737183|      0.04710129|[324, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.7195084596356356, -0.9000267716881247]                                       |  1.2832964658737183|      0.04239116|[331, 125, 0, 125]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.6784547953659751, -0.8894623526341287]                                       |  1.2104392051696777|      0.04710129|[337, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.6784547953659751, -0.8894623526341287]                                       |  1.2104392051696777|      0.04239116|[343, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.6376825935623331, -0.8778589970850845]                                       |  1.1437706947326660|      0.04710129|[348, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      54|[0.6376825935623331, -0.8778589970850845]                                       |  1.1437706947326660|      0.04239116|[355, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.6376825935623331, -0.8778589970850845]                                       |  1.1437706947326660|      0.03815204|[361, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.6376825935623331, -0.8778589970850845]                                       |  1.1437706947326660|      0.03433684|[367, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.6050737369668994, -0.867103490155502]                                        |  1.0942471027374268|      0.03815204|[373, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.6050737369668994, -0.867103490155502]                                        |  1.0942471027374268|      0.03433684|[381, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.6050737369668994, -0.867103490155502]                                        |  1.0942471027374268|      0.03090315|[387, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.5757804125002507, -0.8572594009397102]                                       |  1.0529816150665283|      0.03433684|[392, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.5757804125002507, -0.8572594009397102]                                       |  1.0529816150665283|      0.03090315|[398, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.5454106616206742, -0.851542480238031]                                        |  1.0147092342376709|      0.03433684|[403, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.5454106616206742, -0.851542480238031]                                        |  1.0147092342376709|      0.03090315|[410, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.5151042103991181, -0.8454989742065743]                                       |  0.9794008731842041|      0.03433684|[415, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[0.5151042103991181, -0.8454989742065743]                                       |  0.9794008731842041|      0.03090315|[422, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.5151042103991181, -0.8454989742065743]                                       |  0.9794008731842041|      0.02781284|[430, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
