k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |749.0383999999999105|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.3523386544900162, 0.4694623073445165]                                       | 28.1665019989013672|      0.50000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.0305745347408942, -0.0053316152723801]                                       |  0.9426589012145996|      0.06250000|[90, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[0.0305745347408942, -0.0053316152723801]                                       |  0.9426589012145996|      0.03125000|[97, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.0305745347408942, -0.0053316152723801]                                       |  0.9426589012145996|      0.01562500|[103, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.0428306250941516, 0.0043600757179884]                                        |  0.9180063605308533|      0.03125000|[108, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[0.0740485102974843, 0.0057764596460035]                                        |  0.8602703213691711|      0.06250000|[113, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      19|[0.1318533466019859, -0.0179901324489892]                                       |  0.7948163747787476|      0.12500000|[120, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      20|[0.1318533466019859, -0.0179901324489892]                                       |  0.7948163747787476|      0.06250000|[126, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.1318533466019859, -0.0179901324489892]                                       |  0.7948163747787476|      0.03125000|[133, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.157376634536431, 4.10703122082e-05]                                          |  0.7115015983581543|      0.06250000|[139, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      23|[0.157376634536431, 4.10703122082e-05]                                          |  0.7115015983581543|      0.03125000|[146, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1862906287422584, -0.0118140315036929]                                       |  0.6955354809761047|      0.06250000|[151, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.1862906287422584, -0.0118140315036929]                                       |  0.6955354809761047|      0.03125000|[158, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.2062951003813618, 0.0121939591335992]                                        |  0.6311333775520325|      0.06250000|[164, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[0.2062951003813618, 0.0121939591335992]                                        |  0.6311333775520325|      0.03125000|[172, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2342740788122853, 0.0261129844573034]                                        |  0.6039056777954102|      0.06250000|[178, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[0.2961294781732968, 0.0350661721516264]                                        |  0.5037106871604919|      0.12500000|[184, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.2961294781732968, 0.0350661721516264]                                        |  0.5037106871604919|      0.06250000|[191, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.3579363952980263, 0.0257842006187646]                                        |  0.4525424540042877|      0.12500000|[196, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.3579363952980263, 0.0257842006187646]                                        |  0.4525424540042877|      0.06250000|[204, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[0.3579363952980263, 0.0257842006187646]                                        |  0.4525424540042877|      0.03125000|[210, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.3685951354663535, 0.0551602752037749]                                        |  0.4012548327445984|      0.06250000|[215, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      35|[0.3685951354663535, 0.0551602752037749]                                        |  0.4012548327445984|      0.03125000|[222, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.3987200135181662, 0.0468503881790668]                                        |  0.3888854682445526|      0.06250000|[229, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      37|[0.3987200135181662, 0.0468503881790668]                                        |  0.3888854682445526|      0.03125000|[237, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.4032235925685267, 0.0777741698969801]                                        |  0.3710610866546631|      0.06250000|[242, 92, 0, 92]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      39|[0.4032235925685267, 0.0777741698969801]                                        |  0.3710610866546631|      0.03125000|[249, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.4336374588919795, 0.0705936939197802]                                        |  0.3327526748180389|      0.06250000|[257, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      41|[0.4336374588919795, 0.0705936939197802]                                        |  0.3327526748180389|      0.03125000|[263, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.4336374588919795, 0.0705936939197802]                                        |  0.3327526748180389|      0.01562500|[269, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.4339295542685085, 0.0862159634505177]                                        |  0.3224690854549408|      0.03125000|[277, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      44|[0.4628847013451577, 0.0979701949340999]                                        |  0.2886388897895813|      0.06250000|[282, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      45|[0.4628847013451577, 0.0979701949340999]                                        |  0.2886388897895813|      0.03125000|[288, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.4628847013451577, 0.0979701949340999]                                        |  0.2886388897895813|      0.01562500|[294, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.4628847013451577, 0.0979701949340999]                                        |  0.2886388897895813|      0.00781250|[300, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.4696600310676937, 0.1018599331516308]                                        |  0.2815625369548798|      0.01562500|[305, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.4774833671064651, 0.1153853181082397]                                        |  0.2772795259952545|      0.03125000|[310, 117, 0, 117]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      50|[0.4774833671064651, 0.1153853181082397]                                        |  0.2772795259952545|      0.01562500|[317, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.4919195250607198, 0.1094071939442726]                                        |  0.2674191892147064|      0.03125000|[323, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.4919195250607198, 0.1094071939442726]                                        |  0.2674191892147064|      0.01562500|[330, 125, 0, 125]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.4919195250607198, 0.1094071939442726]                                        |  0.2674191892147064|      0.00781250|[336, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.4943727530182436, 0.1168245269446457]                                        |  0.2572607994079590|      0.01562500|[342, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.5024228002942087, 0.1302162170491369]                                        |  0.2487324774265289|      0.03125000|[349, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      56|[0.5024228002942087, 0.1302162170491369]                                        |  0.2487324774265289|      0.01562500|[357, 135, 0, 135]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.515585119313681, 0.1386360735223577]                                         |  0.2349071353673935|      0.03125000|[362, 137, 0, 137]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.515585119313681, 0.1386360735223577]                                         |  0.2349071353673935|      0.01562500|[370, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.5299777056356313, 0.1447183497381515]                                        |  0.2226348072290421|      0.03125000|[375, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      60|[0.5299777056356313, 0.1447183497381515]                                        |  0.2226348072290421|      0.01562500|[383, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.5406657800084906, 0.1561159675243482]                                        |  0.2113608717918396|      0.03125000|[390, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      62|[0.5406657800084906, 0.1561159675243482]                                        |  0.2113608717918396|      0.01562500|[396, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.5504393271350231, 0.1683068822384069]                                        |  0.2023397684097290|      0.03125000|[403, 153, 0, 153]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      64|[0.5504393271350231, 0.1683068822384069]                                        |  0.2023397684097290|      0.01562500|[410, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.5633496642396876, 0.1771082355913818]                                        |  0.1909450888633728|      0.03125000|[417, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      66|[0.5633496642396876, 0.1771082355913818]                                        |  0.1909450888633728|      0.01562500|[425, 162, 0, 162]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
