k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  7.9524924420125593|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  7.9524924420125593|      0.10000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.4801720983675595, 0.2804886871631779]                                        |  0.7365964055061340|      0.10000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.4801720983675595, 0.2804886871631779]                                        |  0.7365964055061340|      0.01000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.4737599303899254, 0.2728150894524164]                                        |  0.7061322927474976|      0.10000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.4737599303899254, 0.2728150894524164]                                        |  0.7061322927474976|      0.01000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.4674130709823187, 0.2650873876168074]                                        |  0.6764277219772339|      0.10000000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.4674130709823187, 0.2650873876168074]                                        |  0.6764277219772339|      0.01000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.4609744948527942, 0.2574359343284237]                                        |  0.6474749445915222|      0.10000000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.4609744948527942, 0.2574359343284237]                                        |  0.6474749445915222|      0.01000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.4545299582059936, 0.2497895006886121]                                        |  0.6192654371261597|      0.10000000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.4545299582059936, 0.2497895006886121]                                        |  0.6192654371261597|      0.01000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.4480718223841569, 0.2421545493654725]                                        |  0.5917915105819702|      0.10000000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.4480718223841569, 0.2421545493654725]                                        |  0.5917915105819702|      0.01000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.4416071807014848, 0.2345251058789096]                                        |  0.5650452971458435|      0.10000000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.4416071807014848, 0.2345251058789096]                                        |  0.5650452971458435|      0.01000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.4352228868331052, 0.226828301879705]                                         |  0.5390198230743408|      0.10000000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.4352228868331052, 0.226828301879705]                                         |  0.5390198230743408|      0.01000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.4287353082214173, 0.2192183528813759]                                        |  0.5137070417404175|      0.10000000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.4287353082214173, 0.2192183528813759]                                        |  0.5137070417404175|      0.01000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.4223272739540748, 0.2115413028731655]                                        |  0.4891001880168915|      0.10000000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.4223272739540748, 0.2115413028731655]                                        |  0.4891001880168915|      0.01000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.4158736882681481, 0.2039025050754487]                                        |  0.4651913046836853|      0.10000000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.4158736882681481, 0.2039025050754487]                                        |  0.4651913046836853|      0.01000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.4093460569823573, 0.196326884322219]                                         |  0.4419737756252289|      0.10000000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.4093460569823573, 0.196326884322219]                                         |  0.4419737756252289|      0.01000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.4028953033238326, 0.1886856948050672]                                        |  0.4194405972957611|      0.10000000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.4028953033238326, 0.1886856948050672]                                        |  0.4194405972957611|      0.01000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.3964345851085775, 0.181052928586777]                                         |  0.3975849747657776|      0.10000000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.3964345851085775, 0.181052928586777]                                         |  0.3975849747657776|      0.01000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.3898654400888809, 0.1735132778183266]                                        |  0.3763994276523590|      0.10000000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.3898654400888809, 0.1735132778183266]                                        |  0.3763994276523590|      0.01000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.3832809294294772, 0.1659870424130128]                                        |  0.3558772802352905|      0.10000000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.3832809294294772, 0.1659870424130128]                                        |  0.3558772802352905|      0.01000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.376659916343545, 0.1584928989852477]                                         |  0.3360122740268707|      0.10000000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.376659916343545, 0.1584928989852477]                                         |  0.3360122740268707|      0.01000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.370075799431961, 0.1509663191182302]                                         |  0.3167970180511475|      0.10000000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.370075799431961, 0.1509663191182302]                                         |  0.3167970180511475|      0.01000000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.3634992822853213, 0.1434330978802766]                                        |  0.2982259988784790|      0.10000000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.3634992822853213, 0.1434330978802766]                                        |  0.2982259988784790|      0.01000000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.3569491303158854, 0.1358769408426486]                                        |  0.2802936732769012|      0.10000000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.3569491303158854, 0.1358769408426486]                                        |  0.2802936732769012|      0.01000000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.3502785767655632, 0.12842685927717]                                          |  0.2629924714565277|      0.10000000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.3502785767655632, 0.12842685927717]                                          |  0.2629924714565277|      0.01000000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.3435605350459007, 0.1210195712813598]                                        |  0.2463167160749435|      0.10000000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.3435605350459007, 0.1210195712813598]                                        |  0.2463167160749435|      0.01000000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.3369383179558834, 0.1135264917533764]                                        |  0.2302602529525757|      0.10000000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.3369383179558834, 0.1135264917533764]                                        |  0.2302602529525757|      0.01000000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
