k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.20000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.8011460632264851, 0.0786198262477851]                                        |  1.2439057826995850|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.280086180124423, 0.0001353603276856]                                         |  0.0184623971581459|      0.04000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.280086180124423, 0.0001353603276856]                                         |  0.0184623971581459|      0.00800000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.2720869725756468, 2.27610754618e-05]                                         |  0.0164419114589691|      0.04000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.2720869725756468, 2.27610754618e-05]                                         |  0.0164419114589691|      0.00800000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.2640882141537889, 0.0001636997456622]                                        |  0.0145920896902680|      0.04000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.2640882141537889, 0.0001636997456622]                                        |  0.0145920896902680|      0.00800000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.2560893512083379, 0.0002985759106849]                                        |  0.0129029126837850|      0.04000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.2560893512083379, 0.0002985759106849]                                        |  0.0129029126837850|      0.00800000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.2480904076211853, 0.0001685701817754]                                        |  0.0113647878170013|      0.04000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.2480904076211853, 0.0001685701817754]                                        |  0.0113647878170013|      0.00800000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.2400912318735779, 5.37339553894e-05]                                         |  0.0099684242159128|      0.04000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.2400912318735779, 5.37339553894e-05]                                         |  0.0099684242159128|      0.00800000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.232092009029343, -5.77733908754e-05]                                         |  0.0087048653513193|      0.04000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.232092009029343, -5.77733908754e-05]                                         |  0.0087048653513193|      0.00800000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.2240924524033349, -0.0001419980148864]                                       |  0.0075653726235032|      0.04000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.2240924524033349, -0.0001419980148864]                                       |  0.0075653726235032|      0.00800000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.2160936869632767, -1.458216505e-06]                                          |  0.0065416847355664|      0.04000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.2160936869632767, -1.458216505e-06]                                          |  0.0065416847355664|      0.00800000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.2080939486092214, -6.61595816896e-05]                                        |  0.0056254742667079|      0.04000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.2080939486092214, -6.61595816896e-05]                                        |  0.0056254742667079|      0.00800000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2000954783214422, -0.0002225982454318]                                       |  0.0048091770149767|      0.04000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.2000954783214422, -0.0002225982454318]                                       |  0.0048091770149767|      0.00800000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1920957115079642, -0.0001615169064076]                                       |  0.0040850010700524|      0.04000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.1920957115079642, -0.0001615169064076]                                       |  0.0040850010700524|      0.00800000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1920957115079642, -0.0001615169064076]                                       |  0.0040850010700524|      0.00160000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.1904957138233782, -0.0001587948998963]                                       |  0.0039505935274065|      0.00800000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.1824965957630111, -4.00083000283e-05]                                        |  0.0033276709727943|      0.04000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.1824965957630111, -4.00083000283e-05]                                        |  0.0033276709727943|      0.00800000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1824965957630111, -4.00083000283e-05]                                        |  0.0033276709727943|      0.00160000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1808966093882462, -3.34052274966e-05]                                        |  0.0032124991994351|      0.00800000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.1808966093882462, -3.34052274966e-05]                                        |  0.0032124991994351|      0.00160000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1792966175736674, -2.82872903435e-05]                                        |  0.0031003425829113|      0.00800000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.1792966175736674, -2.82872903435e-05]                                        |  0.0031003425829113|      0.00160000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1776966221946291, -3.21326845009e-05]                                        |  0.0029911487363279|      0.00800000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.1776966221946291, -3.21326845009e-05]                                        |  0.0029911487363279|      0.00160000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1760966358353984, -2.55258489711e-05]                                        |  0.0028848652727902|      0.00800000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.1760966358353984, -2.55258489711e-05]                                        |  0.0028848652727902|      0.00160000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1744966405771285, -2.94211684578e-05]                                        |  0.0027814393397421|      0.00800000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.1744966405771285, -2.94211684578e-05]                                        |  0.0027814393397421|      0.00160000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1728966659640711, -2.0407979689e-05]                                         |  0.0026808206457645|      0.00800000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[0.1728966659640711, -2.0407979689e-05]                                         |  0.0026808206457645|      0.00160000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1712966769567007, -1.44770190742e-05]                                        |  0.0025829563383013|      0.00800000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.1712966769567007, -1.44770190742e-05]                                        |  0.0025829563383013|      0.00160000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1696967028395731, -2.35778169301e-05]                                        |  0.0024877968244255|      0.00800000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[0.1696967028395731, -2.35778169301e-05]                                        |  0.0024877968244255|      0.00160000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1680967067979499, -2.71368603816e-05]                                        |  0.0023952901829034|      0.00800000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      62|[0.1680967067979499, -2.71368603816e-05]                                        |  0.0023952901829034|      0.00160000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1664967292178441, -1.86667270517e-05]                                        |  0.0023053884506226|      0.00800000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.1664967292178441, -1.86667270517e-05]                                        |  0.0023053884506226|      0.00160000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1648967505872483, -1.03974080307e-05]                                        |  0.0022180415689945|      0.00800000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[0.1648967505872483, -1.03974080307e-05]                                        |  0.0022180415689945|      0.00160000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1632967528698371, -7.6947650957e-06]                                         |  0.0021331997122616|      0.00800000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      68|[0.1632967528698371, -7.6947650957e-06]                                         |  0.0021331997122616|      0.00160000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1616967726051232, 2.520912757e-07]                                           |  0.0020508160814643|      0.00800000|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.1616967726051232, 2.520912757e-07]                                           |  0.0020508160814643|      0.00160000|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.1600968010761454, 9.797061686e-06]                                           |  0.0019708424806595|      0.00800000|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[0.1600968010761454, 9.797061686e-06]                                           |  0.0019708424806595|      0.00160000|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.1584968159795865, 2.8912098544e-06]                                          |  0.0018932303646579|      0.00800000|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      74|[0.1584968159795865, 2.8912098544e-06]                                          |  0.0018932303646579|      0.00160000|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.1568968254990555, 8.4104679719e-06]                                          |  0.0018179331673309|      0.00800000|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      76|[0.1568968254990555, 8.4104679719e-06]                                          |  0.0018179331673309|      0.00160000|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.1552968301945829, 1.22867633126e-05]                                         |  0.0017449045553803|      0.00800000|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.1552968301945829, 1.22867633126e-05]                                         |  0.0017449045553803|      0.00160000|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.1536968556661307, 3.2585683469e-06]                                          |  0.0016740993596613|      0.00800000|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      80|[0.1536968556661307, 3.2585683469e-06]                                          |  0.0016740993596613|      0.00160000|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
