k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[1.6487191191753392, 0.1116247483736001, -7.698204417859821]                    |  3.7327647209167480|      0.38742049|[177, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.6487191191753392, 0.1116247483736001, -7.698204417859821]                    |  3.7327647209167480|      0.34867844|[187, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.332562849812353, 0.0121287898086431, -7.806474552995456]                     |  2.7750604152679443|      0.38742049|[195, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      20|[1.332562849812353, 0.0121287898086431, -7.806474552995456]                     |  2.7750604152679443|      0.34867844|[206, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.332562849812353, 0.0121287898086431, -7.806474552995456]                     |  2.7750604152679443|      0.31381060|[217, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.332562849812353, 0.0121287898086431, -7.806474552995456]                     |  2.7750604152679443|      0.28242954|[227, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.332562849812353, 0.0121287898086431, -7.806474552995456]                     |  2.7750604152679443|      0.25418658|[237, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.0789340312135312, 0.0266592318289427, -7.8149661678670395]                   |  2.1640405654907227|      0.28242954|[245, 95, 0, 95]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      25|[1.0789340312135312, 0.0266592318289427, -7.8149661678670395]                   |  2.1640405654907227|      0.25418658|[256, 99, 0, 99]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.0789340312135312, 0.0266592318289427, -7.8149661678670395]                   |  2.1640405654907227|      0.22876792|[268, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.8537898037801869, 0.0040018296643332, -7.84860368090427]                     |  1.7281926870346069|      0.25418658|[274, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.8537898037801869, 0.0040018296643332, -7.84860368090427]                     |  1.7281926870346069|      0.22876792|[286, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.8537898037801869, 0.0040018296643332, -7.84860368090427]                     |  1.7281926870346069|      0.20589113|[298, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.8537898037801869, 0.0040018296643332, -7.84860368090427]                     |  1.7281926870346069|      0.18530202|[308, 119, 0, 119]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.8537898037801869, 0.0040018296643332, -7.84860368090427]                     |  1.7281926870346069|      0.16677182|[320, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.6880265484511093, -0.010306572154341, -7.837173380625109]                    |  1.4726951122283936|      0.18530202|[327, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      33|[0.6880265484511093, -0.010306572154341, -7.837173380625109]                    |  1.4726951122283936|      0.16677182|[338, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.6880265484511093, -0.010306572154341, -7.837173380625109]                    |  1.4726951122283936|      0.15009464|[350, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.5686634105621474, -0.0997819932173436, -7.853756199560326]                   |  1.3306702375411987|      0.16677182|[358, 137, 0, 137]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      36|[0.5686634105621474, -0.0997819932173436, -7.853756199560326]                   |  1.3306702375411987|      0.15009464|[370, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.5686634105621474, -0.0997819932173436, -7.853756199560326]                   |  1.3306702375411987|      0.13508517|[381, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.5686634105621474, -0.0997819932173436, -7.853756199560326]                   |  1.3306702375411987|      0.12157665|[392, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.5686634105621474, -0.0997819932173436, -7.853756199560326]                   |  1.3306702375411987|      0.10941899|[403, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.4604794598923291, -0.0853326920347282, -7.846012447539088]                   |  1.2173508405685425|      0.12157665|[408, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.4604794598923291, -0.0853326920347282, -7.846012447539088]                   |  1.2173508405685425|      0.10941899|[419, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
