k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.9221113541107319, -0.9479760767855092]                                       |  1.7405776977539062|      0.20000000|[193, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.9221113541107319, -0.9479760767855092]                                       |  1.7405776977539062|      0.04000000|[200, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.8844416713552351, -0.9345226385223651]                                       |  1.6387790441513062|      0.20000000|[205, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[0.8844416713552351, -0.9345226385223651]                                       |  1.6387790441513062|      0.04000000|[213, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.8460978308679039, -0.9231318573076236]                                       |  1.5439120531082153|      0.20000000|[218, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.8460978308679039, -0.9231318573076236]                                       |  1.5439120531082153|      0.04000000|[225, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.8080265901314243, -0.9108607274173072]                                       |  1.4558441638946533|      0.20000000|[230, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[0.8080265901314243, -0.9108607274173072]                                       |  1.4558441638946533|      0.04000000|[236, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.7699163252515673, -0.8987113360421339]                                       |  1.3741765022277832|      0.20000000|[242, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[0.7699163252515673, -0.8987113360421339]                                       |  1.3741765022277832|      0.04000000|[249, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.7306682891966024, -0.8909917722054796]                                       |  1.2985229492187500|      0.20000000|[254, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[0.7306682891966024, -0.8909917722054796]                                       |  1.2985229492187500|      0.04000000|[262, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.6916120727893649, -0.8823539507237038]                                       |  1.2285428047180176|      0.20000000|[268, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[0.6916120727893649, -0.8823539507237038]                                       |  1.2285428047180176|      0.04000000|[274, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.6523628082372905, -0.8746406354752986]                                       |  1.1641474962234497|      0.20000000|[279, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[0.6523628082372905, -0.8746406354752986]                                       |  1.1641474962234497|      0.04000000|[286, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.6523628082372905, -0.8746406354752986]                                       |  1.1641474962234497|      0.00800000|[292, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.6446037817104614, -0.8726919160609238]                                       |  1.1518976688385010|      0.04000000|[298, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.6446037817104614, -0.8726919160609238]                                       |  1.1518976688385010|      0.00800000|[304, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.6368154099747481, -0.8708640031236258]                                       |  1.1398618221282959|      0.04000000|[309, 115, 0, 115]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      51|[0.6368154099747481, -0.8708640031236258]                                       |  1.1398618221282959|      0.00800000|[317, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.6290844880873647, -0.868806614786151]                                        |  1.1280375719070435|      0.04000000|[322, 120, 0, 120]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[0.6290844880873647, -0.868806614786151]                                        |  1.1280375719070435|      0.00800000|[328, 122, 0, 122]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.6213214303735944, -0.8668740168112292]                                       |  1.1164218187332153|      0.04000000|[333, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      55|[0.6213214303735944, -0.8668740168112292]                                       |  1.1164218187332153|      0.00800000|[341, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.6135570042453025, -0.8649469239493525]                                       |  1.1050149202346802|      0.04000000|[347, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      57|[0.6135570042453025, -0.8649469239493525]                                       |  1.1050149202346802|      0.00800000|[354, 132, 0, 132]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.6058225592234545, -0.8629028201838818]                                       |  1.0938172340393066|      0.04000000|[359, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      59|[0.6058225592234545, -0.8629028201838818]                                       |  1.0938172340393066|      0.00800000|[365, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.5980738823182875, -0.8609133463289813]                                       |  1.0828249454498291|      0.04000000|[371, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      61|[0.5980738823182875, -0.8609133463289813]                                       |  1.0828249454498291|      0.00800000|[377, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.5903170168502668, -0.8589560425428948]                                       |  1.0720375776290894|      0.04000000|[382, 142, 0, 142]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.5903170168502668, -0.8589560425428948]                                       |  1.0720375776290894|      0.00800000|[390, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.5825793403060204, -0.856924205517782]                                        |  1.0614557266235352|      0.04000000|[395, 147, 0, 147]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      65|[0.5825793403060204, -0.856924205517782]                                        |  1.0614557266235352|      0.00800000|[401, 149, 0, 149]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.5747782587099407, -0.8551513191899806]                                       |  1.0510766506195068|      0.04000000|[406, 151, 0, 151]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      67|[0.5747782587099407, -0.8551513191899806]                                       |  1.0510766506195068|      0.00800000|[413, 154, 0, 154]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.566979495999216, -0.8533682599700412]                                        |  1.0408996343612671|      0.04000000|[418, 156, 0, 156]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      69|[0.566979495999216, -0.8533682599700412]                                        |  1.0408996343612671|      0.00800000|[425, 159, 0, 159]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.559228705822095, -0.8513870351896984]                                        |  1.0309232473373413|      0.04000000|[430, 161, 0, 161]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
