k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5062031185027275, 0.2238640057256579, -0.0071564875691577, 0.6117622147452328, 0.2545308748802036, 0.0724196160428194, -0.0416723907671665, -0.0941146262181341, -0.0882423117798146, -0.0538856697245944, -0.0572223412920609, 0.2014973951431998, 0.1371269445502976, -0.0389007635977238, -0.1145832354189745, -0.0803984297843836, 0.0637336627801475, 0.2947172897883802, 0.123998145364176, 0.0976225885573971, -0.1559417661123896, 0.0639867390566559]| 13.4518623352050781|      2.00000000|[59, 4, 0, 2]                                                              |  | trying linear partial model with 31 points | iterate success | actual_k=2
      12|[1.3440656388615777, 0.1242577174443167, 0.0926280784227655, 2.1074417486081902, 0.0378584240049938, 0.1971797155019508, 0.2303209800763102, -0.1366355034905491, -0.2470693137696445, -0.107544962069513, -0.3574223475551185, -0.0035174856262123, 0.2162588608424348, -0.3192290763760816, -0.1928622012585453, -0.1632263296309789, 0.0721392318104488, 0.3059981916955933, 0.1470835039622036, 0.1917733892692293, -0.4332058008709289, -0.0427696968781784]| 12.1444187164306641|      0.01562500|[701, 48, 0, 24]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      13|[1.3397517551519036, 0.129397792275472, 0.0899042260760998, 2.0982596267978133, 0.0424052563988307, 0.196389512064965, 0.23130104397817, -0.134082115072717, -0.2460894624692151, -0.1050562416422562, -0.3537757463234942, 0.0008764697641885, 0.2188191296473382, -0.3164524300599904, -0.1947731694152534, -0.1609575500597259, 0.0736296577905093, 0.3070866528908022, 0.1461932593454067, 0.1897883048295867, -0.4318381354438137, -0.0403677182865868]| 12.1442947387695312|      0.03125000|[759, 52, 0, 26]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      14|[1.3397517551519036, 0.129397792275472, 0.0899042260760998, 2.0982596267978133, 0.0424052563988307, 0.196389512064965, 0.23130104397817, -0.134082115072717, -0.2460894624692151, -0.1050562416422562, -0.3537757463234942, 0.0008764697641885, 0.2188191296473382, -0.3164524300599904, -0.1947731694152534, -0.1609575500597259, 0.0736296577905093, 0.3070866528908022, 0.1461932593454067, 0.1897883048295867, -0.4318381354438137, -0.0403677182865868]| 12.1442947387695312|      0.01562500|[817, 56, 0, 28]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      15|[1.3397517551519036, 0.129397792275472, 0.0899042260760998, 2.0982596267978133, 0.0424052563988307, 0.196389512064965, 0.23130104397817, -0.134082115072717, -0.2460894624692151, -0.1050562416422562, -0.3537757463234942, 0.0008764697641885, 0.2188191296473382, -0.3164524300599904, -0.1947731694152534, -0.1609575500597259, 0.0736296577905093, 0.3070866528908022, 0.1461932593454067, 0.1897883048295867, -0.4318381354438137, -0.0403677182865868]| 12.1442947387695312|      0.00781250|[876, 60, 0, 30]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      16|[1.3345820787326228, 0.1277879794941687, 0.0886706477669368, 2.0946650007582135, 0.0421208362331623, 0.1983710314234854, 0.2292558893684661, -0.1349324262487313, -0.2452716499170036, -0.1061187471571795, -0.3533640524449623, -0.0003168929067247, 0.2185654550230524, -0.3164060432371747, -0.1957472928039368, -0.1606496943729784, 0.0736364474808736, 0.3059890857613708, 0.1456957317115654, 0.1901736043355897, -0.4304398954522627, -0.0409197624493448]| 12.1442546844482422|      0.01562500|[934, 64, 0, 32]                                                           |  | trying linear partial model with 31 points | iterate success | actual_k=2
      17|[1.3345820787326228, 0.1277879794941687, 0.0886706477669368, 2.0946650007582135, 0.0421208362331623, 0.1983710314234854, 0.2292558893684661, -0.1349324262487313, -0.2452716499170036, -0.1061187471571795, -0.3533640524449623, -0.0003168929067247, 0.2185654550230524, -0.3164060432371747, -0.1957472928039368, -0.1606496943729784, 0.0736364474808736, 0.3059890857613708, 0.1456957317115654, 0.1901736043355897, -0.4304398954522627, -0.0409197624493448]| 12.1442546844482422|      0.00781250|[993, 68, 0, 34]                                                           |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      18|[1.3345820787326228, 0.1277879794941687, 0.0886706477669368, 2.0946650007582135, 0.0421208362331623, 0.1983710314234854, 0.2292558893684661, -0.1349324262487313, -0.2452716499170036, -0.1061187471571795, -0.3533640524449623, -0.0003168929067247, 0.2185654550230524, -0.3164060432371747, -0.1957472928039368, -0.1606496943729784, 0.0736364474808736, 0.3059890857613708, 0.1456957317115654, 0.1901736043355897, -0.4304398954522627, -0.0409197624493448]| 12.1442546844482422|      0.00390625|[1051, 72, 0, 36]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      19|[1.3313278839874156, 0.1272542574309344, 0.0884276113933842, 2.0933798739678924, 0.041600401346945, 0.19834947361904, 0.2293862356767499, -0.1352227347242665, -0.2446848415232391, -0.1065923121731541, -0.3534269707965084, -0.0002143282069445, 0.2188133875255488, -0.3170433250960323, -0.1965837328453464, -0.1603408498263187, 0.0737083514436443, 0.3059077190968044, 0.1457544754117172, 0.1897657475810241, -0.4302123771957836, -0.0413908117963787]| 12.1442461013793945|      0.00781250|[1109, 76, 0, 38]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      20|[1.3313278839874156, 0.1272542574309344, 0.0884276113933842, 2.0933798739678924, 0.041600401346945, 0.19834947361904, 0.2293862356767499, -0.1352227347242665, -0.2446848415232391, -0.1065923121731541, -0.3534269707965084, -0.0002143282069445, 0.2188133875255488, -0.3170433250960323, -0.1965837328453464, -0.1603408498263187, 0.0737083514436443, 0.3059077190968044, 0.1457544754117172, 0.1897657475810241, -0.4302123771957836, -0.0413908117963787]| 12.1442461013793945|      0.00390625|[1167, 80, 0, 40]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      21|[1.3313278839874156, 0.1272542574309344, 0.0884276113933842, 2.0933798739678924, 0.041600401346945, 0.19834947361904, 0.2293862356767499, -0.1352227347242665, -0.2446848415232391, -0.1065923121731541, -0.3534269707965084, -0.0002143282069445, 0.2188133875255488, -0.3170433250960323, -0.1965837328453464, -0.1603408498263187, 0.0737083514436443, 0.3059077190968044, 0.1457544754117172, 0.1897657475810241, -0.4302123771957836, -0.0413908117963787]| 12.1442461013793945|      0.00195312|[1225, 84, 0, 42]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      22|[1.330271913638425, 0.1269793738162749, 0.0888718356969265, 2.094421576672019, 0.041793044250748, 0.1983708541251924, 0.2298111516710658, -0.1349086667145456, -0.2445901787427086, -0.1062774545605446, -0.3534580404244675, 0.0001785758441347, 0.2190105734741398, -0.3164678069238613, -0.1964583928974373, -0.1606057595258292, 0.0738291765564583, 0.3057778334286707, 0.1455107983574063, 0.1899583975493806, -0.4298132606343808, -0.0412561237566407]| 12.1442432403564453|      0.00390625|[1283, 88, 0, 44]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      23|[1.330271913638425, 0.1269793738162749, 0.0888718356969265, 2.094421576672019, 0.041793044250748, 0.1983708541251924, 0.2298111516710658, -0.1349086667145456, -0.2445901787427086, -0.1062774545605446, -0.3534580404244675, 0.0001785758441347, 0.2190105734741398, -0.3164678069238613, -0.1964583928974373, -0.1606057595258292, 0.0738291765564583, 0.3057778334286707, 0.1455107983574063, 0.1899583975493806, -0.4298132606343808, -0.0412561237566407]| 12.1442432403564453|      0.00195312|[1341, 92, 0, 46]                                                          |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      24|[1.3288815378774275, 0.126576482685139, 0.0889602757856782, 2.095126072118053, 0.0417347309511303, 0.1978279607958903, 0.2298730550096206, -0.1352326872276993, -0.2445761622795085, -0.1060270089582374, -0.3536934701613554, 0.0004404439225219, 0.2187843196489596, -0.3162648221109212, -0.1962371933025894, -0.1608053091128717, 0.0740196022013072, 0.3060504230571262, 0.1454715756688421, 0.1901932268835912, -0.429940454244292, -0.0417627280579387]| 12.1442403793334961|      0.00390625|[1400, 96, 0, 48]                                                          |  | trying linear partial model with 31 points | iterate success | actual_k=2
      25|[1.3288815378774275, 0.126576482685139, 0.0889602757856782, 2.095126072118053, 0.0417347309511303, 0.1978279607958903, 0.2298730550096206, -0.1352326872276993, -0.2445761622795085, -0.1060270089582374, -0.3536934701613554, 0.0004404439225219, 0.2187843196489596, -0.3162648221109212, -0.1962371933025894, -0.1608053091128717, 0.0740196022013072, 0.3060504230571262, 0.1454715756688421, 0.1901932268835912, -0.429940454244292, -0.0417627280579387]| 12.1442403793334961|      0.00195312|[1458, 100, 0, 50]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      26|[1.3281306437330271, 0.1263428595693269, 0.0895691797349007, 2.096194116639221, 0.0412299551197564, 0.1972978720491726, 0.2298985303762764, -0.1355682783947579, -0.2445784288108373, -0.1067338528670607, -0.3539916044677031, 0.0006815376289511, 0.2186794732629454, -0.3158251100573277, -0.1960130620743862, -0.1608651618425283, 0.0737653176432899, 0.3062150394312205, 0.1456513058049829, 0.1902009298688399, -0.4299622319080537, -0.0416831465638995]| 12.1442375183105469|      0.00390625|[1516, 104, 0, 52]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      27|[1.3281306437330271, 0.1263428595693269, 0.0895691797349007, 2.096194116639221, 0.0412299551197564, 0.1972978720491726, 0.2298985303762764, -0.1355682783947579, -0.2445784288108373, -0.1067338528670607, -0.3539916044677031, 0.0006815376289511, 0.2186794732629454, -0.3158251100573277, -0.1960130620743862, -0.1608651618425283, 0.0737653176432899, 0.3062150394312205, 0.1456513058049829, 0.1902009298688399, -0.4299622319080537, -0.0416831465638995]| 12.1442375183105469|      0.00195312|[1574, 108, 0, 54]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      28|[1.3268736237274192, 0.1258255021362736, 0.0899145607266069, 2.0970201863735167, 0.0414173314707035, 0.1971750194596427, 0.2297819554112533, -0.1354798357973342, -0.2443922003040855, -0.1064218861737233, -0.353671794277054, 0.0005822830326636, 0.2187626176922511, -0.3157442708641834, -0.1959394886555879, -0.1612464556334469, 0.073861698920057, 0.3060699385444575, 0.1462826734900579, 0.1906336388734582, -0.4298851043590807, -0.0414319280208723]| 12.1442337036132812|      0.00390625|[1632, 112, 0, 56]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      29|[1.3268736237274192, 0.1258255021362736, 0.0899145607266069, 2.0970201863735167, 0.0414173314707035, 0.1971750194596427, 0.2297819554112533, -0.1354798357973342, -0.2443922003040855, -0.1064218861737233, -0.353671794277054, 0.0005822830326636, 0.2187626176922511, -0.3157442708641834, -0.1959394886555879, -0.1612464556334469, 0.073861698920057, 0.3060699385444575, 0.1462826734900579, 0.1906336388734582, -0.4298851043590807, -0.0414319280208723]| 12.1442337036132812|      0.00195312|[1692, 116, 0, 58]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      30|[1.3255369619408088, 0.1250651282427568, 0.090279203082807, 2.09781113363559, 0.0411935472596083, 0.1972447858741555, 0.2297673002193995, -0.1354293821025391, -0.243987136581649, -0.1063593327368251, -0.3535716269014303, 0.0008502606185434, 0.2186070621401516, -0.3157799916842416, -0.1959128188571655, -0.1613599230945558, 0.0740618778949869, 0.3059082233873847, 0.1458655995192816, 0.1904837738754769, -0.4300455221246623, -0.0411945818568128]| 12.1442308425903320|      0.00390625|[1750, 120, 0, 60]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      31|[1.3255369619408088, 0.1250651282427568, 0.090279203082807, 2.09781113363559, 0.0411935472596083, 0.1972447858741555, 0.2297673002193995, -0.1354293821025391, -0.243987136581649, -0.1063593327368251, -0.3535716269014303, 0.0008502606185434, 0.2186070621401516, -0.3157799916842416, -0.1959128188571655, -0.1613599230945558, 0.0740618778949869, 0.3059082233873847, 0.1458655995192816, 0.1904837738754769, -0.4300455221246623, -0.0411945818568128]| 12.1442308425903320|      0.00195312|[1808, 124, 0, 62]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      32|[1.3241851487301473, 0.1247206595934436, 0.0908067788003206, 2.098694682938622, 0.041129677295773, 0.1971811601382816, 0.2299426668171843, -0.135602205690218, -0.2437921455345611, -0.1065888045051087, -0.3534119238350145, 0.0007275620356718, 0.2185149809467924, -0.3155674203849697, -0.1964031402000335, -0.1614868605933273, 0.0738809203866269, 0.3054944418643462, 0.145612439833746, 0.1903843089603431, -0.4299980435924668, -0.0410557849970257]| 12.1442270278930664|      0.00390625|[1866, 128, 0, 64]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      33|[1.3241851487301473, 0.1247206595934436, 0.0908067788003206, 2.098694682938622, 0.041129677295773, 0.1971811601382816, 0.2299426668171843, -0.135602205690218, -0.2437921455345611, -0.1065888045051087, -0.3534119238350145, 0.0007275620356718, 0.2185149809467924, -0.3155674203849697, -0.1964031402000335, -0.1614868605933273, 0.0738809203866269, 0.3054944418643462, 0.145612439833746, 0.1903843089603431, -0.4299980435924668, -0.0410557849970257]| 12.1442270278930664|      0.00195312|[1924, 132, 0, 66]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      34|[1.3227931897073364, 0.1244485166891186, 0.090829169866329, 2.0991554937913337, 0.0415607190652891, 0.1971731843648477, 0.2302054949855428, -0.1355977912451409, -0.2437208027199521, -0.1065278103836129, -0.3528916695852635, 0.0007590135344745, 0.2183109252710632, -0.3153739096489209, -0.1972071550542138, -0.1612715135205263, 0.0741104272490131, 0.305570178479098, 0.1457129771572641, 0.1902004988236597, -0.4303539786008837, -0.0412879974248786]| 12.1442241668701172|      0.00390625|[1982, 136, 0, 68]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      35|[1.3227931897073364, 0.1244485166891186, 0.090829169866329, 2.0991554937913337, 0.0415607190652891, 0.1971731843648477, 0.2302054949855428, -0.1355977912451409, -0.2437208027199521, -0.1065278103836129, -0.3528916695852635, 0.0007590135344745, 0.2183109252710632, -0.3153739096489209, -0.1972071550542138, -0.1612715135205263, 0.0741104272490131, 0.305570178479098, 0.1457129771572641, 0.1902004988236597, -0.4303539786008837, -0.0412879974248786]| 12.1442241668701172|      0.00195312|[2040, 140, 0, 70]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      36|[1.322314228794161, 0.1243213439042908, 0.0906675685618985, 2.1004184065955163, 0.0422701428499641, 0.1976674603839821, 0.2299626510886233, -0.1352336458619564, -0.2435639947189231, -0.1064808104485448, -0.3535380273535545, 0.0008019325848322, 0.2184782046997584, -0.3157772713943994, -0.1975465415339883, -0.1610056031316641, 0.0741921990371021, 0.3055879812775917, 0.145868567009899, 0.1903066760417869, -0.4300207618731683, -0.0411080540444098]| 12.1442222595214844|      0.00390625|[2098, 144, 0, 72]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      37|[1.322314228794161, 0.1243213439042908, 0.0906675685618985, 2.1004184065955163, 0.0422701428499641, 0.1976674603839821, 0.2299626510886233, -0.1352336458619564, -0.2435639947189231, -0.1064808104485448, -0.3535380273535545, 0.0008019325848322, 0.2184782046997584, -0.3157772713943994, -0.1975465415339883, -0.1610056031316641, 0.0741921990371021, 0.3055879812775917, 0.145868567009899, 0.1903066760417869, -0.4300207618731683, -0.0411080540444098]| 12.1442222595214844|      0.00195312|[2156, 148, 0, 74]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      38|[1.3212123405713474, 0.1236696297391999, 0.0908381827725813, 2.1010503524376225, 0.0421581396001042, 0.1972056284487504, 0.2300125621354327, -0.1352284281890247, -0.2444286473536859, -0.1063271359361773, -0.353465512140053, 0.0011903598839088, 0.218463141076949, -0.3157537743114488, -0.1980791402707963, -0.1609494661752547, 0.0746455543992364, 0.3056429966161722, 0.1457713384507724, 0.1902984544517629, -0.4300251022288765, -0.040814919183681]| 12.1442193984985352|      0.00390625|[2214, 152, 0, 76]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      39|[1.3212123405713474, 0.1236696297391999, 0.0908381827725813, 2.1010503524376225, 0.0421581396001042, 0.1972056284487504, 0.2300125621354327, -0.1352284281890247, -0.2444286473536859, -0.1063271359361773, -0.353465512140053, 0.0011903598839088, 0.218463141076949, -0.3157537743114488, -0.1980791402707963, -0.1609494661752547, 0.0746455543992364, 0.3056429966161722, 0.1457713384507724, 0.1902984544517629, -0.4300251022288765, -0.040814919183681]| 12.1442193984985352|      0.00195312|[2272, 156, 0, 78]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      40|[1.3201411413460455, 0.123047782752762, 0.0909427059328403, 2.1019246012973123, 0.041685098765659, 0.1973367750260994, 0.2299299834394546, -0.1352229289282753, -0.244337094672895, -0.1066304521194339, -0.353615474023162, 0.0015595121148803, 0.2184505492047873, -0.3161370656653357, -0.1976475425519364, -0.1614435287754948, 0.0747404414345104, 0.3051768313318484, 0.1455681634805154, 0.1904192321023236, -0.4296662585444793, -0.0409146367542777]| 12.1442155838012695|      0.00390625|[2330, 160, 0, 80]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      41|[1.3201411413460455, 0.123047782752762, 0.0909427059328403, 2.1019246012973123, 0.041685098765659, 0.1973367750260994, 0.2299299834394546, -0.1352229289282753, -0.244337094672895, -0.1066304521194339, -0.353615474023162, 0.0015595121148803, 0.2184505492047873, -0.3161370656653357, -0.1976475425519364, -0.1614435287754948, 0.0747404414345104, 0.3051768313318484, 0.1455681634805154, 0.1904192321023236, -0.4296662585444793, -0.0409146367542777]| 12.1442155838012695|      0.00195312|[2389, 164, 0, 82]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      42|[1.3188967625915278, 0.1229569247963678, 0.0908688642089865, 2.1029551061249134, 0.041799996187653, 0.1974444427050694, 0.2303779579689693, -0.1354061570790364, -0.2448310447470607, -0.1064582948290422, -0.3534471745204482, 0.0013228255913728, 0.2186609271811497, -0.316561180853919, -0.1975855846813274, -0.1610898805437322, 0.0749820980910918, 0.3050487992498812, 0.14542753961716, 0.1907415251083178, -0.4296712583077603, -0.040766138098686]| 12.1442127227783203|      0.00390625|[2447, 168, 0, 84]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      43|[1.3188967625915278, 0.1229569247963678, 0.0908688642089865, 2.1029551061249134, 0.041799996187653, 0.1974444427050694, 0.2303779579689693, -0.1354061570790364, -0.2448310447470607, -0.1064582948290422, -0.3534471745204482, 0.0013228255913728, 0.2186609271811497, -0.316561180853919, -0.1975855846813274, -0.1610898805437322, 0.0749820980910918, 0.3050487992498812, 0.14542753961716, 0.1907415251083178, -0.4296712583077603, -0.040766138098686]| 12.1442127227783203|      0.00195312|[2505, 172, 0, 86]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      44|[1.3176148290199803, 0.1224742175526812, 0.0913080372978982, 2.10416343599548, 0.0416853169915426, 0.197579000321662, 0.2302791254094304, -0.1353567629042129, -0.2448232379852072, -0.1065509157549467, -0.3534923948268837, 0.0011137038361754, 0.2186574561804656, -0.3168616449051782, -0.1976280010255811, -0.1612535860731324, 0.0749591466186117, 0.3052183632366324, 0.1454201262795397, 0.1905728628870956, -0.4295671885808521, -0.0407614840484773]| 12.1442089080810547|      0.00390625|[2563, 176, 0, 88]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
      45|[1.3176148290199803, 0.1224742175526812, 0.0913080372978982, 2.10416343599548, 0.0416853169915426, 0.197579000321662, 0.2302791254094304, -0.1353567629042129, -0.2448232379852072, -0.1065509157549467, -0.3534923948268837, 0.0011137038361754, 0.2186574561804656, -0.3168616449051782, -0.1976280010255811, -0.1612535860731324, 0.0749591466186117, 0.3052183632366324, 0.1454201262795397, 0.1905728628870956, -0.4295671885808521, -0.0407614840484773]| 12.1442089080810547|      0.00195312|[2621, 180, 0, 90]                                                         |  | trying linear partial model with 31 points | exploitation failed, decreasing delta | actual_k=2
      46|[1.3165282927732438, 0.1218346067116239, 0.091485910550832, 2.104944412696421, 0.0415686918534257, 0.1975572361918319, 0.2295763865447152, -0.1354563013914099, -0.2446706172060835, -0.106759573690106, -0.3535992388860708, 0.0010086216306981, 0.218808443688046, -0.3169593206141404, -0.1975457851220544, -0.161058328024219, 0.0746349063615886, 0.3049902934696533, 0.1448430416509497, 0.190433129361388, -0.4291555438072118, -0.0402924610238008]| 12.1442060470581055|      0.00390625|[2679, 184, 0, 92]                                                         |  | trying linear partial model with 31 points | iterate success | actual_k=2
