k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.9953461006164555, 0.5916316817368581, -9.094724933006578]                    |  2.8772122859954834|      0.10000000|[115, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.9900813495805206, 0.4989035701077485, -9.131789467405772]                    |  2.5392620563507080|      1.00000000|[121, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.9900813495805206, 0.4989035701077485, -9.131789467405772]                    |  2.5392620563507080|      0.10000000|[131, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.937754059810029, 0.425705452761741, -9.088155875274536]                      |  2.2475214004516602|      1.00000000|[137, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.067813475194097, 0.0103178219816817, -8.822342979738936]                     |  1.0044125318527222|     10.00000000|[143, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.067813475194097, 0.0103178219816817, -8.822342979738936]                     |  1.0044125318527222|      1.00000000|[155, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.067813475194097, 0.0103178219816817, -8.822342979738936]                     |  1.0044125318527222|      0.10000000|[167, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.067813475194097, 0.0103178219816817, -8.822342979738936]                     |  1.0044125318527222|      0.01000000|[179, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[0.058762167831472, 0.0063711929130049, -8.823923471441402]                     |  1.0031998157501221|      0.10000000|[184, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.058762167831472, 0.0063711929130049, -8.823923471441402]                     |  1.0031998157501221|      0.01000000|[194, 73, 0, 73]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.0527441351617457, -0.0014980637575036, -8.825286586344763]                   |  1.0024902820587158|      0.10000000|[199, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.0527441351617457, -0.0014980637575036, -8.825286586344763]                   |  1.0024902820587158|      0.01000000|[210, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.0433452935562462, -0.0005986204919483, -8.828580941863947]                   |  1.0015861988067627|      0.10000000|[216, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.0433452935562462, -0.0005986204919483, -8.828580941863947]                   |  1.0015861988067627|      0.01000000|[226, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.0402348318313403, -0.0030879138683444, -8.819408785828198]                   |  1.0013326406478882|      0.10000000|[231, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.0402348318313403, -0.0030879138683444, -8.819408785828198]                   |  1.0013326406478882|      0.01000000|[241, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.030547583087261, -0.0007814495291475, -8.820323900040933]                    |  1.0006383657455444|      0.10000000|[247, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.030547583087261, -0.0007814495291475, -8.820323900040933]                    |  1.0006383657455444|      0.01000000|[259, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.0209009047285997, 0.000134653165914, -8.817853606030772]                     |  1.0001407861709595|      0.10000000|[265, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.0209009047285997, 0.000134653165914, -8.817853606030772]                     |  1.0001407861709595|      0.01000000|[275, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.011041449579201, -0.000644017984649, -8.81933171813622]                      |  0.9998266696929932|      0.10000000|[281, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.011041449579201, -0.000644017984649, -8.81933171813622]                      |  0.9998266696929932|      0.01000000|[293, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.0021499455328466, -0.0033689234192082, -8.823008135708584]                   |  0.9997212886810303|      0.10000000|[299, 113, 0, 113]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.0021499455328466, -0.0033689234192082, -8.823008135708584]                   |  0.9997212886810303|      0.01000000|[310, 117, 0, 117]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0021499455328466, -0.0033689234192082, -8.823008135708584]                   |  0.9997212886810303|      0.00100000|[321, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.002481220844455, -0.0026208346894906, -8.823583131291514]                    |  0.9997185468673706|      0.01000000|[327, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.002481220844455, -0.0026208346894906, -8.823583131291514]                    |  0.9997185468673706|      0.00100000|[339, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.0016920206697741, -0.0024271622209796, -8.823000332819293]                   |  0.9997141361236572|      0.01000000|[345, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.0016920206697741, -0.0024271622209796, -8.823000332819293]                   |  0.9997141361236572|      0.00100000|[357, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.0011107063697142, -0.0016136761372955, -8.82298261062422]                    |  0.9997092485427856|      0.01000000|[367, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      43|[0.0011107063697142, -0.0016136761372955, -8.82298261062422]                    |  0.9997092485427856|      0.00100000|[377, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.0002776224625538, -0.0011913056761669, -8.823339786207367]                   |  0.9997069835662842|      0.01000000|[382, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.0002776224625538, -0.0011913056761669, -8.823339786207367]                   |  0.9997069835662842|      0.00100000|[394, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      46|[-0.0002259608048476, -0.0008260348141575, -8.822556855118343]                  |  0.9997060298919678|      0.01000000|[400, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[-0.0002259608048476, -0.0008260348141575, -8.822556855118343]                  |  0.9997060298919678|      0.00100000|[411, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      48|[-0.0001541207469841, 0.000132143555833, -8.822279847505868]                    |  0.9997052550315857|      0.01000000|[423, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
      49|[-0.0001541207469841, 0.000132143555833, -8.822279847505868]                    |  0.9997052550315857|      0.00100000|[433, 163, 0, 163]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
