k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.20000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.04000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.227923108857521, 0.3940756435879782, 0.4155496496691395, 0.3830659425902693] |  0.0035245644394308|      0.00800000|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      36|[0.227923108857521, 0.3940756435879782, 0.4155496496691395, 0.3830659425902693] |  0.0035245644394308|      0.00160000|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.2271560099332595, 0.3949000578673947, 0.4154398692469744, 0.38193463865445]  |  0.0034770343918353|      0.00800000|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[0.2271560099332595, 0.3949000578673947, 0.4154398692469744, 0.38193463865445]  |  0.0034770343918353|      0.00160000|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.2265423203779404, 0.3957775387532942, 0.415284259319084, 0.3807559962256722] |  0.0034308112226427|      0.00800000|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      40|[0.2265423203779404, 0.3957775387532942, 0.415284259319084, 0.3807559962256722] |  0.0034308112226427|      0.00160000|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.2259273142115392, 0.3966179326143667, 0.4151694268965201, 0.3795467323635279]|  0.0033857247326523|      0.00800000|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      42|[0.2259273142115392, 0.3966179326143667, 0.4151694268965201, 0.3795467323635279]|  0.0033857247326523|      0.00160000|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.2255483927005494, 0.3975310352731099, 0.4150084555756329, 0.3782990343804578]|  0.0033408047165722|      0.00800000|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      44|[0.2255483927005494, 0.3975310352731099, 0.4150084555756329, 0.3782990343804578]|  0.0033408047165722|      0.00160000|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.2252183467249995, 0.3984516111343201, 0.4148439985241689, 0.3770434215356668]|  0.0032961724791676|      0.00800000|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      46|[0.2252183467249995, 0.3984516111343201, 0.4148439985241689, 0.3770434215356668]|  0.0032961724791676|      0.00160000|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.2249683275159168, 0.3993860902955166, 0.4146135546223848, 0.3757899724140389]|  0.0032518312800676|      0.00800000|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      48|[0.2249683275159168, 0.3993860902955166, 0.4146135546223848, 0.3757899724140389]|  0.0032518312800676|      0.00160000|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.22465473614761, 0.4002698327062843, 0.4144640199746084, 0.3745022227511585]  |  0.0032077031210065|      0.00800000|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      50|[0.22465473614761, 0.4002698327062843, 0.4144640199746084, 0.3745022227511585]  |  0.0032077031210065|      0.00160000|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.2243682121914994, 0.4011952506590731, 0.4143410438529602, 0.3732347912899996]|  0.0031638084910810|      0.00800000|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      52|[0.2243682121914994, 0.4011952506590731, 0.4143410438529602, 0.3732347912899996]|  0.0031638084910810|      0.00160000|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.2241038785633683, 0.4021337126015623, 0.414190800035912, 0.3719750914404414] |  0.0031201248057187|      0.00800000|[701, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      54|[0.2241038785633683, 0.4021337126015623, 0.414190800035912, 0.3719750914404414] |  0.0031201248057187|      0.00160000|[715, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.2236261078053303, 0.4030187206702074, 0.4140349044198153, 0.3707405095767812]|  0.0030773717444390|      0.00800000|[728, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      56|[0.2236261078053303, 0.4030187206702074, 0.4140349044198153, 0.3707405095767812]|  0.0030773717444390|      0.00160000|[741, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.2234776714908387, 0.4039533967460802, 0.4138555323710486, 0.3694629443291901]|  0.0030340801458806|      0.00800000|[754, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      58|[0.2234776714908387, 0.4039533967460802, 0.4138555323710486, 0.3694629443291901]|  0.0030340801458806|      0.00160000|[767, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.2230865724098938, 0.4047928339796545, 0.4136590365253366, 0.3681730699080192]|  0.0029915533959866|      0.00800000|[780, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      60|[0.2230865724098938, 0.4047928339796545, 0.4136590365253366, 0.3681730699080192]|  0.0029915533959866|      0.00160000|[793, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.2229639736293577, 0.4057141442790055, 0.4134611078378442, 0.3668858321265707]|  0.0029486853163689|      0.00800000|[806, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      62|[0.2229639736293577, 0.4057141442790055, 0.4134611078378442, 0.3668858321265707]|  0.0029486853163689|      0.00160000|[819, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.2227420812965227, 0.4065926434934848, 0.4132546983738519, 0.3655833736604526]|  0.0029061269015074|      0.00800000|[832, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      64|[0.2227420812965227, 0.4065926434934848, 0.4132546983738519, 0.3655833736604526]|  0.0029061269015074|      0.00160000|[846, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.22258019017002, 0.4075097054940829, 0.4130714146990137, 0.364295275975975]   |  0.0028637738432735|      0.00800000|[859, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      66|[0.22258019017002, 0.4075097054940829, 0.4130714146990137, 0.364295275975975]   |  0.0028637738432735|      0.00160000|[872, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.2224751193280345, 0.4084388436099535, 0.4129667937865997, 0.363001167423926] |  0.0028218317311257|      0.00800000|[885, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      68|[0.2224751193280345, 0.4084388436099535, 0.4129667937865997, 0.363001167423926] |  0.0028218317311257|      0.00160000|[898, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.222169142814937, 0.4092837060310439, 0.4127581906675124, 0.3616938531535346] |  0.0027800747193396|      0.00800000|[911, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      70|[0.222169142814937, 0.4092837060310439, 0.4127581906675124, 0.3616938531535346] |  0.0027800747193396|      0.00160000|[925, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.2220422727178193, 0.4102684008320664, 0.4126041892857281, 0.3604486368262624]|  0.0027386418078095|      0.00800000|[938, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      72|[0.2220422727178193, 0.4102684008320664, 0.4126041892857281, 0.3604486368262624]|  0.0027386418078095|      0.00160000|[951, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.2217744259023884, 0.4111740078216347, 0.4124033974163254, 0.3591727776298421]|  0.0026972952764481|      0.00800000|[965, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      74|[0.2217744259023884, 0.4111740078216347, 0.4124033974163254, 0.3591727776298421]|  0.0026972952764481|      0.00160000|[978, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.2215347698606253, 0.4120753137417826, 0.4122354142049942, 0.3578835940662393]|  0.0026561911217868|      0.00800000|[991, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      76|[0.2215347698606253, 0.4120753137417826, 0.4122354142049942, 0.3578835940662393]|  0.0026561911217868|      0.00160000|[1004, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.221422953613101, 0.4129768131926486, 0.4119638956936958, 0.3565947676369245] |  0.0026155952364206|      0.00800000|[1017, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      78|[0.221422953613101, 0.4129768131926486, 0.4119638956936958, 0.3565947676369245] |  0.0026155952364206|      0.00160000|[1030, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.221130832878341, 0.4138654988124039, 0.4117785405636419, 0.3553100315467775] |  0.0025749790947884|      0.00800000|[1043, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      80|[0.221130832878341, 0.4138654988124039, 0.4117785405636419, 0.3553100315467775] |  0.0025749790947884|      0.00160000|[1057, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
