k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.6597422565972617, -0.1818542946635847]                                       |  0.7889665365219116|      0.06250000|[154, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.6870625158212373, -0.2380668683098321]                                       |  0.6840222477912903|      0.12500000|[160, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[1.6870625158212373, -0.2380668683098321]                                       |  0.6840222477912903|      0.06250000|[165, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.7064462722718128, -0.2974850472272709]                                       |  0.5873271822929382|      0.12500000|[171, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[1.7064462722718128, -0.2974850472272709]                                       |  0.5873271822929382|      0.06250000|[176, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.7318808862556845, -0.3545755929550133]                                       |  0.4974985420703888|      0.12500000|[181, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[1.7318808862556845, -0.3545755929550133]                                       |  0.4974985420703888|      0.06250000|[186, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.7604613311215935, -0.4101580377669027]                                       |  0.4149451255798340|      0.12500000|[192, 70, 0, 70]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[1.7604613311215935, -0.4101580377669027]                                       |  0.4149451255798340|      0.06250000|[198, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.7857912860836804, -0.4672950956332179]                                       |  0.3396796286106110|      0.12500000|[204, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[1.7857912860836804, -0.4672950956332179]                                       |  0.3396796286106110|      0.06250000|[210, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.7857912860836804, -0.4672950956332179]                                       |  0.3396796286106110|      0.03125000|[215, 78, 0, 78]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.8005364055780944, -0.4948476626841381]                                       |  0.3047071099281311|      0.06250000|[221, 80, 0, 80]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
