k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.530218063484071, 0.7952683554427464, 5.253291017953994, 5.197970746852507, 6.362115094741397, 7.875064317074434]|189.0641174316406250|      2.00000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
      23|[-1.3873644133388938, 1.2544157848108621, 2.7150612903952354, 5.44222638144746, 4.382301668969713, 8.167348188767152]| 22.4838542938232422|      0.12500000|[308, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[-1.3646306680746454, 1.3319169566748474, 2.6530464574573354, 5.427730571515008, 4.3112778869040715, 8.16853121756985]| 20.7130622863769531|      0.25000000|[321, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[-1.3476120290009854, 1.4919044764882203, 2.6216891649984633, 5.49929526546714, 4.140121854654968, 8.13367168742419]| 18.0627326965332031|      0.50000000|[334, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[-1.3476120290009854, 1.4919044764882203, 2.6216891649984633, 5.49929526546714, 4.140121854654968, 8.13367168742419]| 18.0627326965332031|      0.25000000|[347, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[-1.3476120290009854, 1.4919044764882203, 2.6216891649984633, 5.49929526546714, 4.140121854654968, 8.13367168742419]| 18.0627326965332031|      0.12500000|[360, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[-1.3226562872947758, 1.5524856168029872, 2.5279373767105926, 5.5397113365839346, 4.119075551913967, 8.155266430379317]| 16.9509582519531250|      0.25000000|[373, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[-1.303676788872375, 1.6802998576150363, 2.4671560919406805, 5.5408959778439435, 3.9140124507783574, 8.14773947317707]| 14.4766654968261719|      0.50000000|[387, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      30|[-1.303676788872375, 1.6802998576150363, 2.4671560919406805, 5.5408959778439435, 3.9140124507783574, 8.14773947317707]| 14.4766654968261719|      0.25000000|[400, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[-1.303676788872375, 1.6802998576150363, 2.4671560919406805, 5.5408959778439435, 3.9140124507783574, 8.14773947317707]| 14.4766654968261719|      0.12500000|[413, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[-1.2920160492874406, 1.7830337225083799, 2.4363695017534286, 5.538178935519274, 3.851000855253657, 8.144719120302268]| 13.3998184204101562|      0.25000000|[427, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      33|[-1.2920160492874406, 1.7830337225083799, 2.4363695017534286, 5.538178935519274, 3.851000855253657, 8.144719120302268]| 13.3998184204101562|      0.12500000|[441, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[-1.31269124909924, 1.8397737026015377, 2.3625801495424814, 5.500445131364734, 3.780386544991405, 8.15581062526202]| 12.3370733261108398|      0.25000000|[454, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      35|[-1.31269124909924, 1.8397737026015377, 2.3625801495424814, 5.500445131364734, 3.780386544991405, 8.15581062526202]| 12.3370733261108398|      0.12500000|[467, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      36|[-1.31269124909924, 1.8397737026015377, 2.3625801495424814, 5.500445131364734, 3.780386544991405, 8.15581062526202]| 12.3370733261108398|      0.06250000|[480, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[-1.3002769715416975, 1.8580820980894655, 2.3261669085542085, 5.482300324481939, 3.741080686094987, 8.170535763214271]| 11.8534193038940430|      0.12500000|[494, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[-1.2972773932169552, 1.928470354832534, 2.273643387641799, 5.417948921076238, 3.6821732556784346, 8.15345984113243]| 10.9359569549560547|      0.25000000|[507, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      39|[-1.2972773932169552, 1.928470354832534, 2.273643387641799, 5.417948921076238, 3.6821732556784346, 8.15345984113243]| 10.9359569549560547|      0.12500000|[521, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      40|[-1.2719462644445634, 1.9812595175408323, 2.197980566720354, 5.424370643166443, 3.61565581775706, 8.10867181054774]| 10.0726747512817383|      0.25000000|[534, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      41|[-1.2719462644445634, 1.9812595175408323, 2.197980566720354, 5.424370643166443, 3.61565581775706, 8.10867181054774]| 10.0726747512817383|      0.12500000|[547, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      42|[-1.245049098100461, 1.985416463508325, 2.127714441246822, 5.4148901871992114, 3.5351021403904523, 8.166707660426834]|  9.4601802825927734|      0.25000000|[560, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      43|[-1.245049098100461, 1.985416463508325, 2.127714441246822, 5.4148901871992114, 3.5351021403904523, 8.166707660426834]|  9.4601802825927734|      0.12500000|[573, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[-1.267106562774026, 2.072251746282895, 2.105763659706787, 5.37000795044812, 3.467132017230084, 8.144755159676352]|  8.7802057266235352|      0.25000000|[586, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      45|[-1.267106562774026, 2.072251746282895, 2.105763659706787, 5.37000795044812, 3.467132017230084, 8.144755159676352]|  8.7802057266235352|      0.12500000|[599, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[-1.2460327282042252, 2.0919652528859496, 2.0272443930090587, 5.31868142670409, 3.389721460819815, 8.145190622410688]|  8.1422080993652344|      0.25000000|[612, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[-1.2460327282042252, 2.0919652528859496, 2.0272443930090587, 5.31868142670409, 3.389721460819815, 8.145190622410688]|  8.1422080993652344|      0.12500000|[625, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[-1.2460327282042252, 2.0919652528859496, 2.0272443930090587, 5.31868142670409, 3.389721460819815, 8.145190622410688]|  8.1422080993652344|      0.06250000|[638, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      49|[-1.2192587479156674, 2.121873623255008, 2.000673255412112, 5.305706124286546, 3.3544635936934153, 8.131871750797458]|  7.7811245918273926|      0.12500000|[651, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      50|[-1.2192587479156674, 2.121873623255008, 2.000673255412112, 5.305706124286546, 3.3544635936934153, 8.131871750797458]|  7.7811245918273926|      0.06250000|[665, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      51|[-1.1895332442366198, 2.146880372693869, 1.977271319504913, 5.288656827510876, 3.3170616911888926, 8.119219656985695]|  7.4390559196472168|      0.12500000|[678, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      52|[-1.1895332442366198, 2.146880372693869, 1.977271319504913, 5.288656827510876, 3.3170616911888926, 8.119219656985695]|  7.4390559196472168|      0.06250000|[691, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      53|[-1.171302374992862, 2.1902979971600987, 1.9709768959577443, 5.279480675938632, 3.2807828007520197, 8.103445758433725]|  7.1239867210388184|      0.12500000|[705, 106, 0, 106]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      54|[-1.1162127554009404, 2.2730590718825385, 1.9395318880451444, 5.267859089732484, 3.212971023070432, 8.099150255774358]|  6.5178246498107910|      0.25000000|[719, 108, 0, 108]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      55|[-1.1162127554009404, 2.2730590718825385, 1.9395318880451444, 5.267859089732484, 3.212971023070432, 8.099150255774358]|  6.5178246498107910|      0.12500000|[732, 110, 0, 110]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[-1.1162127554009404, 2.2730590718825385, 1.9395318880451444, 5.267859089732484, 3.212971023070432, 8.099150255774358]|  6.5178246498107910|      0.06250000|[746, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      57|[-1.1162127554009404, 2.2730590718825385, 1.9395318880451444, 5.267859089732484, 3.212971023070432, 8.099150255774358]|  6.5178246498107910|      0.03125000|[759, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[-1.1077749715173972, 2.2957170201712684, 1.933042160632882, 5.269893426715356, 3.1963629376711142, 8.090789628225933]|  6.3835649490356445|      0.06250000|[772, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      59|[-1.1071308452220623, 2.319156547721862, 1.8859974992190343, 5.241268672773512, 3.1827740409002674, 8.10258745973419]|  6.1762280464172363|      0.12500000|[785, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      60|[-1.1071308452220623, 2.319156547721862, 1.8859974992190343, 5.241268672773512, 3.1827740409002674, 8.10258745973419]|  6.1762280464172363|      0.06250000|[799, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[-1.0878785762565684, 2.335708749000522, 1.868766153009241, 5.2049698105914, 3.1508026760271677, 8.077588861518601]|  5.9339537620544434|      0.12500000|[812, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      62|[-1.0878785762565684, 2.335708749000522, 1.868766153009241, 5.2049698105914, 3.1508026760271677, 8.077588861518601]|  5.9339537620544434|      0.06250000|[825, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      63|[-1.0487926102999179, 2.3335809655564397, 1.870370943625942, 5.178071369673196, 3.1198785797841357, 8.051290409137353]|  5.7533140182495117|      0.12500000|[838, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      64|[-1.0487926102999179, 2.3335809655564397, 1.870370943625942, 5.178071369673196, 3.1198785797841357, 8.051290409137353]|  5.7533140182495117|      0.06250000|[852, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      65|[-1.0389903015681905, 2.3765187520008233, 1.8325521014324702, 5.185299495500218, 3.117701223308927, 8.02939840763593]|  5.5713238716125488|      0.12500000|[865, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      66|[-1.0389903015681905, 2.3765187520008233, 1.8325521014324702, 5.185299495500218, 3.117701223308927, 8.02939840763593]|  5.5713238716125488|      0.06250000|[878, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      67|[-1.0213644933872654, 2.4139095951622007, 1.7932460792035603, 5.174568580250239, 3.0959449325155477, 8.021395057149876]|  5.3349304199218750|      0.12500000|[892, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      68|[-1.0213644933872654, 2.4139095951622007, 1.7932460792035603, 5.174568580250239, 3.0959449325155477, 8.021395057149876]|  5.3349304199218750|      0.06250000|[906, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      69|[-0.9937493565081961, 2.4583706911119187, 1.7908512774054925, 5.179922098622444, 3.074566787376962, 7.995405735536562]|  5.1481866836547852|      0.12500000|[920, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      70|[-0.9937493565081961, 2.4583706911119187, 1.7908512774054925, 5.179922098622444, 3.074566787376962, 7.995405735536562]|  5.1481866836547852|      0.06250000|[933, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[-0.9937493565081961, 2.4583706911119187, 1.7908512774054925, 5.179922098622444, 3.074566787376962, 7.995405735536562]|  5.1481866836547852|      0.03125000|[947, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      72|[-0.9937493565081961, 2.4583706911119187, 1.7908512774054925, 5.179922098622444, 3.074566787376962, 7.995405735536562]|  5.1481866836547852|      0.01562500|[960, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[-0.9937493565081961, 2.4583706911119187, 1.7908512774054925, 5.179922098622444, 3.074566787376962, 7.995405735536562]|  5.1481866836547852|      0.00781250|[973, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[-0.9926226775738909, 2.4605736491445556, 1.7881195488700237, 5.176855409034449, 3.069113819049294, 7.992522865901586]|  5.1197686195373535|      0.01562500|[986, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      75|[-0.996195533200031, 2.4655261582162527, 1.7859800757614255, 5.169744448322168, 3.0571177829930933, 7.989730019132814]|  5.0725970268249512|      0.03125000|[999, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      76|[-0.9881795055278273, 2.480841348062017, 1.7727589237337058, 5.15917457791208, 3.0381092466647943, 7.984261446597292]|  4.9548673629760742|      0.06250000|[1012, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      77|[-0.9881795055278273, 2.480841348062017, 1.7727589237337058, 5.15917457791208, 3.0381092466647943, 7.984261446597292]|  4.9548673629760742|      0.03125000|[1025, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      78|[-0.9881795055278273, 2.480841348062017, 1.7727589237337058, 5.15917457791208, 3.0381092466647943, 7.984261446597292]|  4.9548673629760742|      0.01562500|[1038, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[-0.9847306836596948, 2.4888581246346857, 1.7659803380136538, 5.151861182378612, 3.02989136651741, 7.983256950008957]|  4.8990087509155273|      0.03125000|[1051, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      80|[-0.9847306836596948, 2.4888581246346857, 1.7659803380136538, 5.151861182378612, 3.02989136651741, 7.983256950008957]|  4.8990087509155273|      0.01562500|[1064, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
