k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.10000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[1.3548772326137115, 0.3741838754949784]                                        |  2.3628361225128174|      0.10000000|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      38|[1.3548772326137115, 0.3741838754949784]                                        |  2.3628361225128174|      0.01000000|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[1.3592058378600769, 0.3651692664285164]                                        |  2.3290596008300781|      0.10000000|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      40|[1.3592058378600769, 0.3651692664285164]                                        |  2.3290596008300781|      0.01000000|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[1.3635296997682376, 0.3561523812568422]                                        |  2.2956278324127197|      0.10000000|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      42|[1.3635296997682376, 0.3561523812568422]                                        |  2.2956278324127197|      0.01000000|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[1.3678380963607923, 0.3471280963100299]                                        |  2.2625372409820557|      0.10000000|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      44|[1.3678380963607923, 0.3471280963100299]                                        |  2.2625372409820557|      0.01000000|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[1.3721391972920982, 0.3381003318703295]                                        |  2.2297844886779785|      0.10000000|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      46|[1.3721391972920982, 0.3381003318703295]                                        |  2.2297844886779785|      0.01000000|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[1.376431790486553, 0.3290685190031959]                                         |  2.1973659992218018|      0.10000000|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      48|[1.376431790486553, 0.3290685190031959]                                         |  2.1973659992218018|      0.01000000|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[1.3807169914623902, 0.3200331965077515]                                        |  2.1652789115905762|      0.10000000|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      50|[1.3807169914623902, 0.3200331965077515]                                        |  2.1652789115905762|      0.01000000|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[1.3849914490511857, 0.3109927865435081]                                        |  2.1335191726684570|      0.10000000|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      52|[1.3849914490511857, 0.3109927865435081]                                        |  2.1335191726684570|      0.01000000|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[1.389260675556782, 0.3019499050865878]                                         |  2.1020841598510742|      0.10000000|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      54|[1.389260675556782, 0.3019499050865878]                                         |  2.1020841598510742|      0.01000000|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[1.3935182926197929, 0.2929015518140437]                                        |  2.0709702968597412|      0.10000000|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      56|[1.3935182926197929, 0.2929015518140437]                                        |  2.0709702968597412|      0.01000000|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[1.397771535741855, 0.2838511417158973]                                         |  2.0401744842529297|      0.10000000|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      58|[1.397771535741855, 0.2838511417158973]                                         |  2.0401744842529297|      0.01000000|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[1.402014709953676, 0.2747960065646067]                                         |  2.0096936225891113|      0.10000000|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      60|[1.402014709953676, 0.2747960065646067]                                         |  2.0096936225891113|      0.01000000|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[1.4062570611371388, 0.2657404857934875]                                        |  1.9795246124267578|      0.10000000|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      62|[1.4062570611371388, 0.2657404857934875]                                        |  1.9795246124267578|      0.01000000|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[1.4104894475805616, 0.2566803034005369]                                        |  1.9496644735336304|      0.10000000|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      64|[1.4104894475805616, 0.2566803034005369]                                        |  1.9496644735336304|      0.01000000|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[1.4147168420634517, 0.2476177907309717]                                        |  1.9201102256774902|      0.10000000|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      66|[1.4147168420634517, 0.2476177907309717]                                        |  1.9201102256774902|      0.01000000|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[1.418944782089102, 0.2385555325609842]                                         |  1.8908587694168091|      0.10000000|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      68|[1.418944782089102, 0.2385555325609842]                                         |  1.8908587694168091|      0.01000000|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[1.4231614372738841, 0.2294880180695346]                                        |  1.8619073629379272|      0.10000000|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      70|[1.4231614372738841, 0.2294880180695346]                                        |  1.8619073629379272|      0.01000000|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[1.4273743326995836, 0.2204187561297668]                                        |  1.8332529067993164|      0.10000000|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      72|[1.4273743326995836, 0.2204187561297668]                                        |  1.8332529067993164|      0.01000000|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[1.431585969532526, 0.2113489096488498]                                         |  1.8048927783966064|      0.10000000|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      74|[1.431585969532526, 0.2113489096488498]                                         |  1.8048927783966064|      0.01000000|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[1.4357936715653732, 0.2022772370576032]                                        |  1.7768241167068481|      0.10000000|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      76|[1.4357936715653732, 0.2022772370576032]                                        |  1.7768241167068481|      0.01000000|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[1.4400019356504994, 0.1932058251834881]                                        |  1.7490440607070923|      0.10000000|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      78|[1.4400019356504994, 0.1932058251834881]                                        |  1.7490440607070923|      0.01000000|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[1.4442040579000774, 0.1841315666132466]                                        |  1.7215501070022583|      0.10000000|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      80|[1.4442040579000774, 0.1841315666132466]                                        |  1.7215501070022583|      0.01000000|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
