k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.1386365319100387, -0.40798914933297]                                         | 16.5122909545898438|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000048|[195, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000024|[199, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000012|[203, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000006|[207, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000003|[211, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000001|[215, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000001|[219, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[224, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[229, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[233, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[237, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[241, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[246, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[251, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[256, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[260, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[264, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[268, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[272, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[276, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[281, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[285, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[290, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[294, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[299, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[303, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      63|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[307, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[311, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[315, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[319, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      67|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[323, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[328, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[333, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      70|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[338, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      73|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      76|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      80|[0.1553884694338402, -0.694632292294768]                                        |  0.7731990814208984|      0.00000000|[340, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
