k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0]                                                                      | 24.0625000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.9627928310498483, -0.27024056778918]                                         | 12.0766210556030273|      2.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[0.9627928310498483, -0.27024056778918]                                         | 12.0766210556030273|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.9627928310498483, -0.27024056778918]                                         | 12.0766210556030273|      0.50000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.6035154369700981, 0.6001945484088604]                                        |  0.4016675055027008|      0.06250000|[116, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.6035154369700981, 0.6001945484088604]                                        |  0.4016675055027008|      0.03125000|[123, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.5819365041104034, 0.577591182362256]                                         |  0.3548352122306824|      0.06250000|[128, 48, 0, 48]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      21|[0.5819365041104034, 0.577591182362256]                                         |  0.3548352122306824|      0.03125000|[136, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.5819365041104034, 0.577591182362256]                                         |  0.3548352122306824|      0.01562500|[142, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.5848319248131354, 0.592945568183714]                                         |  0.3254331350326538|      0.03125000|[147, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[0.5598760832328245, 0.6117543020863035]                                        |  0.2921916246414185|      0.06250000|[152, 57, 0, 57]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      25|[0.5598760832328245, 0.6117543020863035]                                        |  0.2921916246414185|      0.03125000|[159, 60, 0, 60]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.5598760832328245, 0.6117543020863035]                                        |  0.2921916246414185|      0.01562500|[165, 62, 0, 62]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.5498957934453803, 0.62377654982783]                                          |  0.2798466384410858|      0.03125000|[170, 64, 0, 64]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[0.5498957934453803, 0.62377654982783]                                          |  0.2798466384410858|      0.01562500|[176, 66, 0, 66]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.5498957934453803, 0.62377654982783]                                          |  0.2798466384410858|      0.00781250|[182, 68, 0, 68]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.5425403163979188, 0.6264094405688723]                                        |  0.2734926342964172|      0.01562500|[189, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      31|[0.5355900632993317, 0.6404035324245655]                                        |  0.2679341137409210|      0.03125000|[194, 73, 0, 73]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[0.5128631509632715, 0.6618523075800152]                                        |  0.2528954744338989|      0.06250000|[201, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      33|[0.5128631509632715, 0.6618523075800152]                                        |  0.2528954744338989|      0.03125000|[209, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.4887368103705818, 0.6817138832880383]                                        |  0.2421019971370697|      0.06250000|[216, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      35|[0.4887368103705818, 0.6817138832880383]                                        |  0.2421019971370697|      0.03125000|[223, 85, 0, 85]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.4887368103705818, 0.6817138832880383]                                        |  0.2421019971370697|      0.01562500|[231, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.4887368103705818, 0.6817138832880383]                                        |  0.2421019971370697|      0.00781250|[237, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.4887368103705818, 0.6817138832880383]                                        |  0.2421019971370697|      0.00390625|[244, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      39|[0.4860275265129078, 0.678899887900507]                                         |  0.2416019290685654|      0.00781250|[251, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      40|[0.4860275265129078, 0.678899887900507]                                         |  0.2416019290685654|      0.00390625|[257, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.4860275265129078, 0.678899887900507]                                         |  0.2416019290685654|      0.00195312|[263, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.4871867926287697, 0.6804717655478573]                                        |  0.2410720735788345|      0.00390625|[269, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      43|[0.4871867926287697, 0.6804717655478573]                                        |  0.2410720735788345|      0.00195312|[277, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[0.4855423712230772, 0.68152560401087]                                          |  0.2408891022205353|      0.00390625|[284, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      45|[0.4855423712230772, 0.68152560401087]                                          |  0.2408891022205353|      0.00195312|[292, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      46|[0.4846724305665484, 0.6832742893798668]                                        |  0.2408036440610886|      0.00390625|[298, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      47|[0.4846724305665484, 0.6832742893798668]                                        |  0.2408036440610886|      0.00195312|[305, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.4827641586414518, 0.6836904570450129]                                        |  0.2407209277153015|      0.00390625|[311, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      49|[0.4827641586414518, 0.6836904570450129]                                        |  0.2407209277153015|      0.00195312|[319, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.4827641586414518, 0.6836904570450129]                                        |  0.2407209277153015|      0.00097656|[326, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.4831916796963017, 0.6845684661930668]                                        |  0.2406705468893051|      0.00195312|[331, 126, 0, 126]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      52|[0.4814818141724767, 0.6855124244315814]                                        |  0.2405764162540436|      0.00390625|[336, 128, 0, 128]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      53|[0.4814818141724767, 0.6855124244315814]                                        |  0.2405764162540436|      0.00195312|[343, 131, 0, 131]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.4814818141724767, 0.6855124244315814]                                        |  0.2405764162540436|      0.00097656|[350, 134, 0, 134]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[0.4814818141724767, 0.6855124244315814]                                        |  0.2405764162540436|      0.00048828|[356, 136, 0, 136]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.4814818141724767, 0.6855124244315814]                                        |  0.2405764162540436|      0.00024414|[362, 138, 0, 138]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.4815066337530676, 0.6857553001882858]                                        |  0.2405649274587631|      0.00048828|[368, 140, 0, 140]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      58|[0.4810556291168531, 0.6859424188597608]                                        |  0.2405588477849960|      0.00097656|[376, 143, 0, 143]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      59|[0.4810556291168531, 0.6859424188597608]                                        |  0.2405588477849960|      0.00048828|[382, 145, 0, 145]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.4810556291168531, 0.6859424188597608]                                        |  0.2405588477849960|      0.00024414|[389, 148, 0, 148]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      61|[0.481156699786598, 0.686164656040477]                                          |  0.2405502647161484|      0.00048828|[395, 150, 0, 150]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      62|[0.4808190839560156, 0.6865174082623576]                                        |  0.2405388355255127|      0.00097656|[400, 152, 0, 152]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      63|[0.4808190839560156, 0.6865174082623576]                                        |  0.2405388355255127|      0.00048828|[407, 155, 0, 155]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      64|[0.4803626363846457, 0.6866908273895959]                                        |  0.2405339926481247|      0.00097656|[414, 158, 0, 158]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      65|[0.4803626363846457, 0.6866908273895959]                                        |  0.2405339926481247|      0.00048828|[420, 160, 0, 160]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
