k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0003130539050931, 0.0749798120023348]                                        |  0.0000948208253249|      5.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      18|[0.0003016632257743, 0.0653799085566784]                                        |  0.0000548156676814|      0.00160000|[145, 0, 0, 36]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[0.0002998454256299, 0.0637799095893029]                                        |  0.0000496436041431|      0.00800000|[153, 0, 0, 38]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      20|[0.0002998454256299, 0.0637799095893029]                                        |  0.0000496436041431|      0.00160000|[161, 0, 0, 40]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[0.000287855698541, 0.0621799545129196]                                         |  0.0000448465580121|      0.00800000|[169, 0, 0, 42]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      22|[0.000287855698541, 0.0621799545129196]                                         |  0.0000448465580121|      0.00160000|[177, 0, 0, 44]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[0.0002913991916195, 0.0605799584367817]                                        |  0.0000404058155254|      0.00800000|[185, 0, 0, 46]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      24|[0.0002913991916195, 0.0605799584367817]                                        |  0.0000404058155254|      0.00160000|[193, 0, 0, 48]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[0.0002819972379275, 0.0589799860609993]                                        |  0.0000363033395843|      0.00800000|[201, 0, 0, 50]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      26|[0.0002819972379275, 0.0589799860609993]                                        |  0.0000363033395843|      0.00160000|[209, 0, 0, 52]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[0.0002847904133264, 0.0573799884990727]                                        |  0.0000325214750774|      0.00800000|[217, 0, 0, 54]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      28|[0.0002847904133264, 0.0573799884990727]                                        |  0.0000325214750774|      0.00160000|[225, 0, 0, 56]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[0.0002811552051139, 0.0557799926286839]                                        |  0.0000290430652967|      0.00800000|[233, 0, 0, 58]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      30|[0.0002811552051139, 0.0557799926286839]                                        |  0.0000290430652967|      0.00160000|[241, 0, 0, 60]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[0.000269684794305, 0.0541800337449384]                                         |  0.0000258514883171|      0.00800000|[249, 0, 0, 62]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      32|[0.000269684794305, 0.0541800337449384]                                         |  0.0000258514883171|      0.00160000|[257, 0, 0, 64]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[0.000267795328558, 0.0525800348605891]                                         |  0.0000229304350796|      0.00800000|[265, 0, 0, 66]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      34|[0.000267795328558, 0.0525800348605891]                                         |  0.0000229304350796|      0.00160000|[273, 0, 0, 68]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[0.0002536034381125, 0.0509800978023747]                                        |  0.0000202642768272|      0.00800000|[281, 0, 0, 70]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      36|[0.0002536034381125, 0.0509800978023747]                                        |  0.0000202642768272|      0.00160000|[289, 0, 0, 72]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[0.0002445643810766, 0.049380123335251]                                         |  0.0000178376267286|      0.00800000|[297, 0, 0, 74]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      38|[0.0002445643810766, 0.049380123335251]                                         |  0.0000178376267286|      0.00160000|[305, 0, 0, 76]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[0.0002540545049005, 0.0477801514800143]                                        |  0.0000156357800734|      0.00800000|[313, 0, 0, 78]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      40|[0.0002540545049005, 0.0477801514800143]                                        |  0.0000156357800734|      0.00160000|[321, 0, 0, 80]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[0.0002538515892619, 0.0461801514928814]                                        |  0.0000136443059091|      0.00800000|[329, 0, 0, 82]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      42|[0.0002538515892619, 0.0461801514928814]                                        |  0.0000136443059091|      0.00160000|[337, 0, 0, 84]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[0.0002462507708858, 0.0445801695468707]                                        |  0.0000118494172057|      0.00800000|[345, 0, 0, 86]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      44|[0.0002462507708858, 0.0445801695468707]                                        |  0.0000118494172057|      0.00160000|[353, 0, 0, 88]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[0.0002462507708858, 0.0445801695468707]                                        |  0.0000118494172057|      0.00032000|[361, 0, 0, 90]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      46|[0.0002458161150621, 0.0442601698420672]                                        |  0.0000115128414109|      0.00160000|[369, 0, 0, 92]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      47|[0.0002458161150621, 0.0442601698420672]                                        |  0.0000115128414109|      0.00032000|[377, 0, 0, 94]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      48|[0.0002448633142147, 0.0439401712605539]                                        |  0.0000111834879135|      0.00160000|[385, 0, 0, 96]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      49|[0.0002448633142147, 0.0439401712605539]                                        |  0.0000111834879135|      0.00032000|[393, 0, 0, 98]                                                            |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      50|[0.0002437288020488, 0.0436201732716819]                                        |  0.0000108612521217|      0.00160000|[401, 0, 0, 100]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      51|[0.0002437288020488, 0.0436201732716819]                                        |  0.0000108612521217|      0.00032000|[409, 0, 0, 102]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      52|[0.0002430406885179, 0.0433001740115269]                                        |  0.0000105460294435|      0.00160000|[417, 0, 0, 104]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      53|[0.0002430406885179, 0.0433001740115269]                                        |  0.0000105460294435|      0.00032000|[425, 0, 0, 106]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      54|[0.0002418905924918, 0.0429801760782849]                                        |  0.0000102377198345|      0.00160000|[433, 0, 0, 108]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      55|[0.0002418905924918, 0.0429801760782849]                                        |  0.0000102377198345|      0.00032000|[441, 0, 0, 110]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      56|[0.0002409407249419, 0.0426601774880511]                                        |  0.0000099362196124|      0.00160000|[449, 0, 0, 112]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      57|[0.0002409407249419, 0.0426601774880511]                                        |  0.0000099362196124|      0.00032000|[457, 0, 0, 114]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[0.0002405444325759, 0.0423401777334381]                                        |  0.0000096414278232|      0.00160000|[465, 0, 0, 116]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      59|[0.0002405444325759, 0.0423401777334381]                                        |  0.0000096414278232|      0.00032000|[473, 0, 0, 118]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[0.0002400032891008, 0.0420201781909951]                                        |  0.0000093532444225|      0.00160000|[481, 0, 0, 120]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      61|[0.0002400032891008, 0.0420201781909951]                                        |  0.0000093532444225|      0.00032000|[489, 0, 0, 122]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[0.000239963892653, 0.0417001781934202]                                         |  0.0000090715711849|      0.00160000|[497, 0, 0, 124]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      63|[0.000239963892653, 0.0417001781934202]                                         |  0.0000090715711849|      0.00032000|[505, 0, 0, 126]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[0.0002390589794794, 0.0413801794729038]                                        |  0.0000087963080659|      0.00160000|[513, 0, 0, 128]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      65|[0.0002390589794794, 0.0413801794729038]                                        |  0.0000087963080659|      0.00032000|[521, 0, 0, 130]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[0.0002389133201077, 0.0410601795060548]                                        |  0.0000085273577497|      0.00160000|[529, 0, 0, 132]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      67|[0.0002389133201077, 0.0410601795060548]                                        |  0.0000085273577497|      0.00032000|[537, 0, 0, 134]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[0.0002377746882619, 0.0407401815318151]                                        |  0.0000082646220108|      0.00160000|[545, 0, 0, 136]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      69|[0.0002377746882619, 0.0407401815318151]                                        |  0.0000082646220108|      0.00032000|[553, 0, 0, 138]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[0.0002368283054022, 0.0404201829312565]                                        |  0.0000080080053522|      0.00160000|[561, 0, 0, 140]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      71|[0.0002368283054022, 0.0404201829312565]                                        |  0.0000080080053522|      0.00032000|[569, 0, 0, 142]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      72|[0.0002358087180619, 0.0401001845555705]                                        |  0.0000077574104580|      0.00160000|[577, 0, 0, 144]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      73|[0.0002358087180619, 0.0401001845555705]                                        |  0.0000077574104580|      0.00032000|[585, 0, 0, 146]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[0.0002353608755983, 0.0397801848689501]                                        |  0.0000075127445598|      0.00160000|[593, 0, 0, 148]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      75|[0.0002353608755983, 0.0397801848689501]                                        |  0.0000075127445598|      0.00032000|[601, 0, 0, 150]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      76|[0.0002342334964933, 0.0394601868548683]                                        |  0.0000072739121606|      0.00160000|[609, 0, 0, 152]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      77|[0.0002342334964933, 0.0394601868548683]                                        |  0.0000072739121606|      0.00032000|[617, 0, 0, 154]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      78|[0.0002330788993428, 0.0391401889378353]                                        |  0.0000070408200372|      0.00160000|[625, 0, 0, 156]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      79|[0.0002330788993428, 0.0391401889378353]                                        |  0.0000070408200372|      0.00032000|[633, 0, 0, 158]                                                           |  | trying quadratic partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      80|[0.0002330481480531, 0.0388201889393129]                                        |  0.0000068133754212|      0.00160000|[641, 0, 0, 160]                                                           |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
