k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.90000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.2466324850656494, 0.3899573973456331, 0.4152364094109646, 0.389810395031682] |  0.0048918328247964|      0.00338139|[741, 112, 0, 112]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      57|[0.2466324850656494, 0.3899573973456331, 0.4152364094109646, 0.389810395031682] |  0.0048918328247964|      0.00304325|[754, 114, 0, 114]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.2466324850656494, 0.3899573973456331, 0.4152364094109646, 0.389810395031682] |  0.0048918328247964|      0.00273893|[767, 116, 0, 116]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      59|[0.2439176458328129, 0.3900031582201239, 0.4153810614529758, 0.3894812244906732]|  0.0045960103161633|      0.00304325|[780, 118, 0, 118]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      60|[0.2439176458328129, 0.3900031582201239, 0.4153810614529758, 0.3894812244906732]|  0.0045960103161633|      0.00273893|[793, 120, 0, 120]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      61|[0.2439176458328129, 0.3900031582201239, 0.4153810614529758, 0.3894812244906732]|  0.0045960103161633|      0.00246503|[806, 122, 0, 122]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      62|[0.2414854436389655, 0.3901367805910573, 0.415515236691159, 0.3891277691860932] |  0.0043641449883580|      0.00273893|[819, 124, 0, 124]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      63|[0.2414854436389655, 0.3901367805910573, 0.415515236691159, 0.3891277691860932] |  0.0043641449883580|      0.00246503|[832, 126, 0, 126]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      64|[0.2414854436389655, 0.3901367805910573, 0.415515236691159, 0.3891277691860932] |  0.0043641449883580|      0.00221853|[846, 128, 0, 128]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      65|[0.2414854436389655, 0.3901367805910573, 0.415515236691159, 0.3891277691860932] |  0.0043641449883580|      0.00199668|[859, 130, 0, 130]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      66|[0.2395229964113263, 0.3902924981510347, 0.4156203028580773, 0.3888111661225805]|  0.0041997693479061|      0.00221853|[872, 132, 0, 132]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      67|[0.2395229964113263, 0.3902924981510347, 0.4156203028580773, 0.3888111661225805]|  0.0041997693479061|      0.00199668|[885, 134, 0, 134]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      68|[0.2395229964113263, 0.3902924981510347, 0.4156203028580773, 0.3888111661225805]|  0.0041997693479061|      0.00179701|[898, 136, 0, 136]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      69|[0.2377734384659489, 0.3904538497351364, 0.4156858253455704, 0.3884397290704355]|  0.0040691546164453|      0.00199668|[911, 138, 0, 138]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      70|[0.2377734384659489, 0.3904538497351364, 0.4156858253455704, 0.3884397290704355]|  0.0040691546164453|      0.00179701|[925, 140, 0, 140]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      71|[0.2377734384659489, 0.3904538497351364, 0.4156858253455704, 0.3884397290704355]|  0.0040691546164453|      0.00161731|[938, 142, 0, 142]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      72|[0.2362284702213563, 0.3906864898364182, 0.4157415155502334, 0.3880255556983321]|  0.0039648991078138|      0.00179701|[951, 144, 0, 144]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      73|[0.2362284702213563, 0.3906864898364182, 0.4157415155502334, 0.3880255556983321]|  0.0039648991078138|      0.00161731|[965, 146, 0, 146]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      74|[0.2362284702213563, 0.3906864898364182, 0.4157415155502334, 0.3880255556983321]|  0.0039648991078138|      0.00145558|[978, 148, 0, 148]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      75|[0.2348650997282545, 0.3909489889828668, 0.4157831299246508, 0.3875904790925443]|  0.0038812949787825|      0.00161731|[991, 150, 0, 150]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      76|[0.2348650997282545, 0.3909489889828668, 0.4157831299246508, 0.3875904790925443]|  0.0038812949787825|      0.00145558|[1004, 152, 0, 152]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      77|[0.2348650997282545, 0.3909489889828668, 0.4157831299246508, 0.3875904790925443]|  0.0038812949787825|      0.00131002|[1017, 154, 0, 154]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      78|[0.2348650997282545, 0.3909489889828668, 0.4157831299246508, 0.3875904790925443]|  0.0038812949787825|      0.00117902|[1030, 156, 0, 156]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      79|[0.2337896790408569, 0.3912065811405431, 0.4158001303756464, 0.3871819302780088]|  0.0038201974239200|      0.00131002|[1043, 158, 0, 158]                                                        |  | trying linear partial model with 8 points | iterate success | actual_k=1
      80|[0.2337896790408569, 0.3912065811405431, 0.4158001303756464, 0.3871819302780088]|  0.0038201974239200|      0.00117902|[1057, 160, 0, 160]                                                        |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
