k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|     10.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.9953461006164555, 0.5916316817368581, -9.094724933006578]                    |  2.8772122859954834|      0.10000000|[115, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.9900813495805206, 0.4989035701077485, -9.131789467405772]                    |  2.5392620563507080|      1.00000000|[121, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.9900813495805206, 0.4989035701077485, -9.131789467405772]                    |  2.5392620563507080|      0.10000000|[131, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[0.937754059810029, 0.425705452761741, -9.088155875274536]                      |  2.2475214004516602|      1.00000000|[137, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.067813475194097, 0.0103178219816817, -8.822342979738936]                     |  1.0044125318527222|     10.00000000|[143, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.067813475194097, 0.0103178219816817, -8.822342979738936]                     |  1.0044125318527222|      1.00000000|[155, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.067813475194097, 0.0103178219816817, -8.822342979738936]                     |  1.0044125318527222|      0.10000000|[167, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.067813475194097, 0.0103178219816817, -8.822342979738936]                     |  1.0044125318527222|      0.01000000|[179, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.058762167831472, 0.0063711929130049, -8.823923471441402]                     |  1.0031998157501221|      0.10000000|[184, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.058762167831472, 0.0063711929130049, -8.823923471441402]                     |  1.0031998157501221|      0.01000000|[194, 73, 0, 73]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.0527441351617457, -0.0014980637575036, -8.825286586344763]                   |  1.0024902820587158|      0.10000000|[199, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.0527441351617457, -0.0014980637575036, -8.825286586344763]                   |  1.0024902820587158|      0.01000000|[210, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.0433452935562462, -0.0005986204919483, -8.828580941863947]                   |  1.0015861988067627|      0.10000000|[216, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.0433452935562462, -0.0005986204919483, -8.828580941863947]                   |  1.0015861988067627|      0.01000000|[226, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.0402348318313403, -0.0030879138683444, -8.819408785828198]                   |  1.0013326406478882|      0.10000000|[231, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.0402348318313403, -0.0030879138683444, -8.819408785828198]                   |  1.0013326406478882|      0.01000000|[241, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.030547583087261, -0.0007814495291475, -8.820323900040933]                    |  1.0006383657455444|      0.10000000|[247, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.030547583087261, -0.0007814495291475, -8.820323900040933]                    |  1.0006383657455444|      0.01000000|[259, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.0209009047285997, 0.000134653165914, -8.817853606030772]                     |  1.0001407861709595|      0.10000000|[265, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.0209009047285997, 0.000134653165914, -8.817853606030772]                     |  1.0001407861709595|      0.01000000|[275, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.011041449579201, -0.000644017984649, -8.81933171813622]                      |  0.9998266696929932|      0.10000000|[281, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.011041449579201, -0.000644017984649, -8.81933171813622]                      |  0.9998266696929932|      0.01000000|[293, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.011041449579201, -0.000644017984649, -8.81933171813622]                      |  0.9998266696929932|      0.00100000|[305, 115, 0, 115]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.0103205864009323, -0.0002937105170296, -8.818733687237064]                   |  0.9998107552528381|      0.01000000|[311, 117, 0, 117]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.0103205864009323, -0.0002937105170296, -8.818733687237064]                   |  0.9998107552528381|      0.00100000|[322, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.009666669277542, -0.0009363133958722, -8.819133004073473]                    |  0.9997985959053040|      0.01000000|[328, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.009666669277542, -0.0009363133958722, -8.819133004073473]                    |  0.9997985959053040|      0.00100000|[340, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.0086932089000283, -0.0010657035909115, -8.818944236833628]                   |  0.9997808933258057|      0.01000000|[346, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.0086932089000283, -0.0010657035909115, -8.818944236833628]                   |  0.9997808933258057|      0.00100000|[358, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.0078892250452797, -0.0016504118850328, -8.819052524284839]                   |  0.9997692108154297|      0.01000000|[364, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.0078892250452797, -0.0016504118850328, -8.819052524284839]                   |  0.9997692108154297|      0.00100000|[375, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.0070529689548495, -0.0017922985891121, -8.819582188248521]                   |  0.9997573494911194|      0.01000000|[380, 143, 0, 143]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[0.0070529689548495, -0.0017922985891121, -8.819582188248521]                   |  0.9997573494911194|      0.00100000|[392, 147, 0, 147]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.0066997208840235, -0.0021692581576326, -8.818725965564777]                   |  0.9997537136077881|      0.01000000|[397, 149, 0, 149]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.0066997208840235, -0.0021692581576326, -8.818725965564777]                   |  0.9997537136077881|      0.00100000|[409, 153, 0, 153]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.0064088565636094, -0.0012611479989249, -8.818424744903531]                   |  0.9997467398643494|      0.01000000|[415, 155, 0, 155]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[0.0064088565636094, -0.0012611479989249, -8.818424744903531]                   |  0.9997467398643494|      0.00100000|[425, 159, 0, 159]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.0057734040076591, -0.0015682077591622, -8.817716285763721]                   |  0.9997396469116211|      0.01000000|[431, 161, 0, 161]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
