k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      5.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
      18|[0.0077550784287434, -0.024318058954654]                                        |  0.0000011311304888|      0.00006400|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      19|[0.0077465668814341, -0.0242546274675013]                                       |  0.0000011196534615|      0.00032000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[0.0077465668814341, -0.0242546274675013]                                       |  0.0000011196534615|      0.00006400|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      21|[0.0077380375212577, -0.0241911983731125]                                       |  0.0000011082645415|      0.00032000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[0.0077380375212577, -0.0241911983731125]                                       |  0.0000011082645415|      0.00006400|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      23|[0.0077294905271534, -0.0241277716524675]                                       |  0.0000010969631603|      0.00032000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[0.0077294905271534, -0.0241277716524675]                                       |  0.0000010969631603|      0.00006400|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      25|[0.0077209251636896, -0.0240643474098726]                                       |  0.0000010857490906|      0.00032000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[0.0077209251636896, -0.0240643474098726]                                       |  0.0000010857490906|      0.00006400|[209, 0, 0, 52]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      27|[0.0077123419786328, -0.0240009255766109]                                       |  0.0000010746218777|      0.00032000|[217, 0, 0, 54]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      28|[0.0077123419786328, -0.0240009255766109]                                       |  0.0000010746218777|      0.00006400|[225, 0, 0, 56]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      29|[0.0077037405633304, -0.0239375062132051]                                       |  0.0000010635808394|      0.00032000|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      30|[0.0077037405633304, -0.0239375062132051]                                       |  0.0000010635808394|      0.00006400|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      31|[0.0076951211475865, -0.0238740892937574]                                       |  0.0000010526257483|      0.00032000|[249, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[0.0076951211475865, -0.0238740892937574]                                       |  0.0000010526257483|      0.00006400|[257, 0, 0, 64]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      33|[0.0076864832639495, -0.0238106748871428]                                       |  0.0000010417559224|      0.00032000|[265, 0, 0, 66]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      34|[0.0076864832639495, -0.0238106748871428]                                       |  0.0000010417559224|      0.00006400|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      35|[0.0076778270069233, -0.0237472629859389]                                       |  0.0000010309712479|      0.00032000|[281, 0, 0, 70]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      36|[0.0076778270069233, -0.0237472629859389]                                       |  0.0000010309712479|      0.00006400|[289, 0, 0, 72]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      37|[0.0076691523273466, -0.0236838536022939]                                       |  0.0000010202709291|      0.00032000|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      38|[0.0076691523273466, -0.0236838536022939]                                       |  0.0000010202709291|      0.00006400|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      39|[0.0076604594281567, -0.0236204467138379]                                       |  0.0000010096547385|      0.00032000|[313, 0, 0, 78]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      40|[0.0076604594281567, -0.0236204467138379]                                       |  0.0000010096547385|      0.00006400|[321, 0, 0, 80]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      41|[0.0076517475386381, -0.0235570424317978]                                       |  0.0000009991221077|      0.00032000|[329, 0, 0, 82]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      42|[0.0076517475386381, -0.0235570424317978]                                       |  0.0000009991221077|      0.00006400|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      43|[0.0076430168531679, -0.023493640735202]                                        |  0.0000009886726957|      0.00032000|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      44|[0.0076430168531679, -0.023493640735202]                                        |  0.0000009886726957|      0.00006400|[353, 0, 0, 88]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      45|[0.0076342675464233, -0.0234302416056222]                                       |  0.0000009783060477|      0.00032000|[361, 0, 0, 90]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      46|[0.0076342675464233, -0.0234302416056222]                                       |  0.0000009783060477|      0.00006400|[369, 0, 0, 92]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      47|[0.0076254993389766, -0.0233668450872779]                                       |  0.0000009680217090|      0.00032000|[377, 0, 0, 94]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      48|[0.0076254993389766, -0.0233668450872779]                                       |  0.0000009680217090|      0.00006400|[385, 0, 0, 96]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      49|[0.0076167121006027, -0.0233034512039629]                                       |  0.0000009578191111|      0.00032000|[393, 0, 0, 98]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      50|[0.0076167121006027, -0.0233034512039629]                                       |  0.0000009578191111|      0.00006400|[401, 0, 0, 100]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      51|[0.0076079059609808, -0.0232400599434851]                                       |  0.0000009476980267|      0.00032000|[409, 0, 0, 102]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      52|[0.0076079059609808, -0.0232400599434851]                                       |  0.0000009476980267|      0.00006400|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[0.0075990804173498, -0.0231766713815862]                                       |  0.0000009376578305|      0.00032000|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      54|[0.0075990804173498, -0.0231766713815862]                                       |  0.0000009376578305|      0.00006400|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[0.0075902356007308, -0.0231132855060382]                                       |  0.0000009276982382|      0.00032000|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      56|[0.0075902356007308, -0.0231132855060382]                                       |  0.0000009276982382|      0.00006400|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[0.0075813714873498, -0.0230499023261404]                                       |  0.0000009178186815|      0.00032000|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      58|[0.0075813714873498, -0.0230499023261404]                                       |  0.0000009178186815|      0.00006400|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      59|[0.0075724877080259, -0.0229865218996277]                                       |  0.0000009080188192|      0.00032000|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      60|[0.0075724877080259, -0.0229865218996277]                                       |  0.0000009080188192|      0.00006400|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      61|[0.0075635844665665, -0.0229231442040912]                                       |  0.0000008982981967|      0.00032000|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      62|[0.0075635844665665, -0.0229231442040912]                                       |  0.0000008982981967|      0.00006400|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      63|[0.0075546615045036, -0.0228597692820161]                                       |  0.0000008886563592|      0.00032000|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      64|[0.0075546615045036, -0.0228597692820161]                                       |  0.0000008886563592|      0.00006400|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      65|[0.0075457187580693, -0.0227963971486592]                                       |  0.0000008790928518|      0.00032000|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      66|[0.0075457187580693, -0.0227963971486592]                                       |  0.0000008790928518|      0.00006400|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      67|[0.0075367559234086, -0.0227330278532958]                                       |  0.0000008696073337|      0.00032000|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      68|[0.0075367559234086, -0.0227330278532958]                                       |  0.0000008696073337|      0.00006400|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      69|[0.0075277731470391, -0.0226696613816512]                                       |  0.0000008601992931|      0.00032000|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      70|[0.0075277731470391, -0.0226696613816512]                                       |  0.0000008601992931|      0.00006400|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      71|[0.0075187702671908, -0.0226062977631115]                                       |  0.0000008508683891|      0.00032000|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      72|[0.0075187702671908, -0.0226062977631115]                                       |  0.0000008508683891|      0.00006400|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      73|[0.0075097472041893, -0.0225429370155301]                                       |  0.0000008416140531|      0.00032000|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      74|[0.0075097472041893, -0.0225429370155301]                                       |  0.0000008416140531|      0.00006400|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      75|[0.0075007039828957, -0.0224795791419181]                                       |  0.0000008324360010|      0.00032000|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      76|[0.0075007039828957, -0.0224795791419181]                                       |  0.0000008324360010|      0.00006400|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      77|[0.0074916402454107, -0.0224162242000209]                                       |  0.0000008233337212|      0.00032000|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      78|[0.0074916402454107, -0.0224162242000209]                                       |  0.0000008233337212|      0.00006400|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      79|[0.0074825560226611, -0.0223528721921835]                                       |  0.0000008143068726|      0.00032000|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      80|[0.0074825560226611, -0.0223528721921835]                                       |  0.0000008143068726|      0.00006400|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
