k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.25000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.7501434246420354, 0.091532901890862]                                         |  0.9595848917961121|      0.50000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
      52|[0.1501347928788567, 0.0523170955084683]                                        |  0.0016700814012438|      0.00390625|[417, 0, 0, 104]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      53|[0.1462731013019703, 0.0517287697249909]                                        |  0.0015093289548531|      0.00781250|[425, 0, 0, 106]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      54|[0.1462731013019703, 0.0517287697249909]                                        |  0.0015093289548531|      0.00390625|[433, 0, 0, 108]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      55|[0.1424133794436561, 0.0511276572239135]                                        |  0.0013605596031994|      0.00781250|[441, 0, 0, 110]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      56|[0.1424133794436561, 0.0511276572239135]                                        |  0.0013605596031994|      0.00390625|[449, 0, 0, 112]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      57|[0.1424133794436561, 0.0511276572239135]                                        |  0.0013605596031994|      0.00195312|[457, 0, 0, 114]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      58|[0.1404845231798518, 0.0508207194790727]                                        |  0.0012904749019071|      0.00390625|[465, 0, 0, 116]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      59|[0.1404845231798518, 0.0508207194790727]                                        |  0.0012904749019071|      0.00195312|[473, 0, 0, 118]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      60|[0.1385562116706536, 0.0505103777494928]                                        |  0.0012231555301696|      0.00390625|[481, 0, 0, 120]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      61|[0.1385562116706536, 0.0505103777494928]                                        |  0.0012231555301696|      0.00195312|[489, 0, 0, 122]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      62|[0.1366284511170009, 0.050196631811821]                                         |  0.0011585270985961|      0.00390625|[497, 0, 0, 124]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      63|[0.1366284511170009, 0.050196631811821]                                         |  0.0011585270985961|      0.00195312|[505, 0, 0, 126]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      64|[0.1347012869934613, 0.0498792429232838]                                        |  0.0010965159162879|      0.00390625|[513, 0, 0, 128]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      65|[0.1347012869934613, 0.0498792429232838]                                        |  0.0010965159162879|      0.00195312|[521, 0, 0, 130]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      66|[0.1327747157700951, 0.0495582747209295]                                        |  0.0010370494564995|      0.00390625|[529, 0, 0, 132]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      67|[0.1327747157700951, 0.0495582747209295]                                        |  0.0010370494564995|      0.00195312|[537, 0, 0, 134]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      68|[0.1308487886405595, 0.0492334640724838]                                        |  0.0009800563566387|      0.00390625|[545, 0, 0, 136]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      69|[0.1308487886405595, 0.0492334640724838]                                        |  0.0009800563566387|      0.00195312|[553, 0, 0, 138]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      70|[0.1289235082198283, 0.0489048418468601]                                        |  0.0009254661272280|      0.00390625|[561, 0, 0, 140]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      71|[0.1289235082198283, 0.0489048418468601]                                        |  0.0009254661272280|      0.00195312|[569, 0, 0, 142]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      72|[0.1269989058726418, 0.0485722714470506]                                        |  0.0008732093847357|      0.00390625|[577, 0, 0, 144]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      73|[0.1269989058726418, 0.0485722714470506]                                        |  0.0008732093847357|      0.00195312|[585, 0, 0, 146]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      74|[0.1250749983321312, 0.0482357048991121]                                        |  0.0008232177933678|      0.00390625|[593, 0, 0, 148]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      75|[0.1250749983321312, 0.0482357048991121]                                        |  0.0008232177933678|      0.00195312|[601, 0, 0, 150]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      76|[0.1231518328135102, 0.0478949239524434]                                        |  0.0007754240068607|      0.00390625|[609, 0, 0, 152]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      77|[0.1231518328135102, 0.0478949239524434]                                        |  0.0007754240068607|      0.00195312|[617, 0, 0, 154]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      78|[0.1212294283594257, 0.0475498755782391]                                        |  0.0007297618431039|      0.00390625|[625, 0, 0, 156]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
      79|[0.1212294283594257, 0.0475498755782391]                                        |  0.0007297618431039|      0.00195312|[633, 0, 0, 158]                                                           |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      80|[0.1193077901857181, 0.0472005848755648]                                        |  0.0006861659348942|      0.00390625|[641, 0, 0, 160]                                                           |  | trying linear partial model with 5 points | iterate success | actual_k=0
