k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.9177311614342969, 0.1441085324143233, -7.731277878906087]                    |  1.8685369491577148|      0.50000000|[123, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.9177311614342969, 0.1441085324143233, -7.731277878906087]                    |  1.8685369491577148|      0.25000000|[134, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.9177311614342969, 0.1441085324143233, -7.731277878906087]                    |  1.8685369491577148|      0.12500000|[145, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.8288093165970043, 0.0571413092446974, -7.7188437482610865]                   |  1.6896852254867554|      0.25000000|[151, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.8288093165970043, 0.0571413092446974, -7.7188437482610865]                   |  1.6896852254867554|      0.12500000|[163, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.7318317063135954, -0.0210045159954531, -7.708186680125096]                   |  1.5351024866104126|      0.25000000|[168, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[0.7318317063135954, -0.0210045159954531, -7.708186680125096]                   |  1.5351024866104126|      0.12500000|[179, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.6072491020179323, -0.0123379948357439, -7.713577980329919]                   |  1.3680067062377930|      0.25000000|[185, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.6072491020179323, -0.0123379948357439, -7.713577980329919]                   |  1.3680067062377930|      0.12500000|[196, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.6072491020179323, -0.0123379948357439, -7.713577980329919]                   |  1.3680067062377930|      0.06250000|[206, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.5577750881142047, -0.0245985507672754, -7.677408231692369]                   |  1.3107626438140869|      0.12500000|[211, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[0.5577750881142047, -0.0245985507672754, -7.677408231692369]                   |  1.3107626438140869|      0.06250000|[222, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.4956233063878972, -0.0201651105757538, -7.682281694148736]                   |  1.2451112270355225|      0.12500000|[227, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.4956233063878972, -0.0201651105757538, -7.682281694148736]                   |  1.2451112270355225|      0.06250000|[237, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.4362094891475871, -0.008803021749301, -7.666560649067864]                    |  1.1894186735153198|      0.12500000|[242, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[0.4362094891475871, -0.008803021749301, -7.666560649067864]                    |  1.1894186735153198|      0.06250000|[253, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.4181377947555973, 0.0493481321700993, -7.652485594551283]                    |  1.1765712499618530|      0.12500000|[261, 99, 0, 99]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      30|[0.4181377947555973, 0.0493481321700993, -7.652485594551283]                    |  1.1765712499618530|      0.06250000|[273, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.3571277665810408, 0.0392160796385831, -7.66150601436626]                     |  1.1282601356506348|      0.12500000|[279, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[0.3571277665810408, 0.0392160796385831, -7.66150601436626]                     |  1.1282601356506348|      0.06250000|[291, 111, 0, 111]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.2984285891032701, 0.0323421599398336, -7.681838397192883]                    |  1.0892523527145386|      0.12500000|[297, 113, 0, 113]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.2984285891032701, 0.0323421599398336, -7.681838397192883]                    |  1.0892523527145386|      0.06250000|[308, 117, 0, 117]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.2984285891032701, 0.0323421599398336, -7.681838397192883]                    |  1.0892523527145386|      0.03125000|[319, 121, 0, 121]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.2779859461373045, 0.011086212085957, -7.69217500831062]                      |  1.0764893293380737|      0.06250000|[325, 123, 0, 123]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      37|[0.2779859461373045, 0.011086212085957, -7.69217500831062]                      |  1.0764893293380737|      0.03125000|[337, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.2474652646679494, 0.0054521187791642, -7.688527064334005]                    |  1.0603531599044800|      0.06250000|[343, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.2474652646679494, 0.0054521187791642, -7.688527064334005]                    |  1.0603531599044800|      0.03125000|[355, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.2223373017003309, -0.0128490688824495, -7.691723078613133]                   |  1.0486817359924316|      0.06250000|[361, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.2223373017003309, -0.0128490688824495, -7.691723078613133]                   |  1.0486817359924316|      0.03125000|[372, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      42|[0.1956363122597669, -0.0212308845333883, -7.705628646896687]                   |  1.0378049612045288|      0.06250000|[377, 143, 0, 143]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.1956363122597669, -0.0212308845333883, -7.705628646896687]                   |  1.0378049612045288|      0.03125000|[389, 147, 0, 147]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.1648086986133775, -0.0162003132596135, -7.7046725666027704]                  |  1.0265146493911743|      0.06250000|[397, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      45|[0.1648086986133775, -0.0162003132596135, -7.7046725666027704]                  |  1.0265146493911743|      0.03125000|[408, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1338333737817994, -0.0126092580892682, -7.702624134436025]                   |  1.0171632766723633|      0.06250000|[413, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[0.1338333737817994, -0.0126092580892682, -7.702624134436025]                   |  1.0171632766723633|      0.03125000|[424, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
